"","X..","X.DateOccur.","X.Count.","X.Crime.","X.District.","X.Neighborhood.","X.XCoord.","X.YCoord."
"1","""1""","""1/1/2001 0:01""",1,21000,5,50,0,0
"2","""2""","""1/1/2009 0:09""",1,21000,5,51,0,0
"3","""3""","""1/1/2013 0:01""",1,179210,5,52,0,0
"4","""4""","""1/1/2014 12:00""",1,115400,6,70,886878.6,1043335
"5","""5""","""1/1/2015 0:01""",1,142320,6,66,903209.7,1033402
"6","""6""","""1/1/2015 0:01""",1,142320,4,60,903894,1025242
"7","""7""","""1/1/2015 0:01""",1,151140,6,67,900963.6,1032436
"8","""8""","""1/1/2015 0:01""",1,142320,4,61,905736.6,1022653
"9","""9""","""1/1/2015 0:01""",1,41011,4,60,904291.2,1027224
"10","""10""","""1/1/2015 0:01""",1,64701,4,37,901952.4,1020103
"11","""11""","""1/1/2015 0:01""",1,142320,6,71,893094.8,1040746
"12","""12""","""1/1/2015 0:01""",1,67601,2,39,889622.7,1017626
"13","""13""","""1/1/2015 0:01""",1,142320,4,37,895276.3,1019879
"14","""14""","""1/1/2015 0:01""",1,65701,6,55,890845.8,1034214
"15","""15""","""1/1/2015 0:01""",1,142320,5,48,883336.3,1029184
"16","""16""","""1/1/2015 0:01""",1,115400,3,30,898393.3,1006838
"17","""17""","""1/1/2015 0:01""",1,142320,6,69,894142.1,1034151
"18","""18""","""1/1/2015 0:05""",1,152200,2,15,890706.5,1004602
"19","""19""","""1/1/2015 0:10""",1,142320,3,32,900404.8,1014184
"20","""20""","""1/1/2015 0:20""",1,142320,5,38,885423.3,1025961
"21","""21""","""1/1/2015 0:23""",1,41011,5,38,893502.2,1022984
"22","""22""","""1/1/2015 0:23""",1,41011,5,38,893502.2,1022984
"23","""23""","""1/1/2015 0:23""",1,41011,5,38,893502.2,1022984
"24","""24""","""1/1/2015 0:25""",1,91113,3,30,895980.2,1006357
"25","""25""","""1/1/2015 0:25""",1,41016,3,30,895980.2,1006357
"26","""26""","""1/1/2015 0:30""",1,43015,5,38,887975.4,1020896
"27","""27""","""1/1/2015 0:30""",1,142320,2,15,891728.8,1006305
"28","""28""","""1/1/2015 0:30""",1,91114,1,17,896216.8,999453.6
"29","""29""","""1/1/2015 1:00""",1,265321,5,48,878645.6,1029904
"30","""30""","""1/1/2015 1:00""",1,21000,4,36,0,0
"31","""31""","""1/1/2015 1:00""",1,64601,4,35,906905.9,1016099
"32","""32""","""1/1/2015 1:00""",1,142320,6,69,893100.3,1036196
"33","""33""","""1/1/2015 1:00""",1,142320,2,15,890857.7,1004582
"34","""34""","""1/1/2015 1:00""",1,31411,3,23,901712.1,1010489
"35","""35""","""1/1/2015 1:01""",1,265321,2,39,891190.3,1016953
"36","""36""","""1/1/2015 1:03""",1,41011,5,57,894450.8,1029449
"37","""37""","""1/1/2015 1:03""",1,41011,5,57,894450.8,1029449
"38","""38""","""1/1/2015 1:08""",1,265321,2,44,876581.8,1017731
"39","""39""","""1/1/2015 1:20""",1,265321,6,75,910845.4,1068605
"40","""40""","""1/1/2015 1:23""",1,265321,2,13,880599.9,1009833
"41","""41""","""1/1/2015 1:30""",1,64701,4,35,906589.4,1016244
"42","""42""","""1/1/2015 1:30""",1,65701,1,2,887967.1,985752.6
"43","""43""","""1/1/2015 2:00""",1,142320,6,71,893368.1,1038924
"44","""44""","""1/1/2015 2:00""",1,71013,3,25,895528.9,1010054
"45","""45""","""1/1/2015 2:00""",1,91113,4,36,902415,1018162
"46","""46""","""1/1/2015 2:00""",1,65701,4,65,907285.1,1027683
"47","""47""","""1/1/2015 2:20""",1,64601,3,21,904809.5,1009602
"48","""48""","""1/1/2015 2:30""",1,91113,4,36,905580.8,1019185
"49","""49""","""1/1/2015 2:30""",1,241100,3,19,894244.7,1005045
"50","""50""","""1/1/2015 2:30""",1,142320,6,79,899241.4,1044277
"51","""51""","""1/1/2015 2:30""",1,44012,4,36,905580.8,1019185
"52","""52""","""1/1/2015 2:39""",1,265321,4,37,898850.9,1021406
"53","""53""","""1/1/2015 2:40""",1,41021,2,10,873145.9,1007845
"54","""54""","""1/1/2015 2:49""",1,265321,4,35,906638.1,1018315
"55","""55""","""1/1/2015 3:05""",1,67601,4,62,908103.1,1020476
"56","""56""","""1/1/2015 3:15""",1,91114,3,31,899701.4,1014582
"57","""57""","""1/1/2015 3:25""",1,91114,2,28,890972.8,1014334
"58","""58""","""1/1/2015 3:30""",1,91113,5,50,884571.8,1034339
"59","""59""","""1/1/2015 3:30""",1,71013,6,76,888927.8,1045982
"60","""60""","""1/1/2015 3:44""",1,41011,3,20,0,0
"61","""61""","""1/1/2015 3:44""",1,41011,3,20,0,0
"62","""62""","""1/1/2015 3:44""",1,41021,3,20,0,0
"63","""63""","""1/1/2015 3:44""",1,41011,3,20,0,0
"64","""64""","""1/1/2015 3:44""",1,41011,3,20,0,0
"65","""65""","""1/1/2015 4:05""",1,31111,6,74,896602.3,1047885
"66","""66""","""1/1/2015 4:10""",1,265321,3,16,895287.9,1002274
"67","""67""","""1/1/2015 4:30""",1,51312,6,71,891451.3,1040255
"68","""68""","""1/1/2015 4:45""",1,43013,6,56,893413.3,1033700
"69","""69""","""1/1/2015 5:55""",1,51212,1,1,893099.7,993423.9
"70","""70""","""1/1/2015 7:00""",1,51322,6,55,891335.9,1034591
"71","""71""","""1/1/2015 8:00""",1,117000,4,35,908187.4,1018534
"72","""72""","""1/1/2015 8:00""",1,265321,2,14,884939.5,1004326
"73","""73""","""1/1/2015 9:50""",1,91114,6,73,891640.3,1050928
"74","""74""","""1/1/2015 10:30""",1,67701,3,19,893585.5,1004337
"75","""75""","""1/1/2015 10:30""",1,51312,3,19,895145.5,1004961
"76","""76""","""1/1/2015 10:54""",1,71013,1,1,889723,991284
"77","""77""","""1/1/2015 11:00""",1,71013,3,22,901464.3,1008680
"78","""78""","""1/1/2015 12:00""",1,65701,6,76,890910.7,1046680
"79","""79""","""1/1/2015 12:02""",1,142320,1,16,894270.3,999906.8
"80","""80""","""1/1/2015 12:26""",1,264100,1,2,888463.7,989174.3
"81","""81""","""1/1/2015 12:30""",1,69602,3,19,895616.1,1005369
"82","""82""","""1/1/2015 13:00""",1,71030,1,1,890674.2,993529.9
"83","""83""","""1/1/2015 13:00""",1,65701,3,32,902517.4,1013758
"84","""84""","""1/1/2015 13:20""",1,182250,4,67,902337.5,1031732
"85","""85""","""1/1/2015 13:24""",1,91303,6,72,890290.1,1042641
"86","""86""","""1/1/2015 13:24""",1,91303,6,72,890290.1,1042641
"87","""87""","""1/1/2015 13:24""",1,91303,6,72,890290.1,1042641
"88","""88""","""1/1/2015 13:55""",1,69702,2,27,892060.1,1012504
"89","""89""","""1/1/2015 14:15""",1,31421,4,59,899969.6,1022428
"90","""90""","""1/1/2015 14:20""",1,63701,1,6,882783.4,997934.3
"91","""91""","""1/1/2015 14:26""",1,51312,1,5,884728.3,996860.8
"92","""92""","""1/1/2015 14:30""",1,64601,4,36,906073.7,1019412
"93","""93""","""1/1/2015 14:30""",1,69602,2,27,890145.5,1012567
"94","""94""","""1/1/2015 14:45""",1,91114,6,69,894652.6,1033946
"95","""95""","""1/1/2015 14:45""",1,44016,6,69,894652.6,1033946
"96","""96""","""1/1/2015 14:49""",1,142320,1,5,884900.4,999289.3
"97","""97""","""1/1/2015 15:00""",1,67601,4,35,907901.1,1016212
"98","""98""","""1/1/2015 15:00""",1,67601,1,16,890984.9,1002989
"99","""99""","""1/1/2015 15:00""",1,67701,1,80,889831.3,993186.7
"100","""100""","""1/1/2015 15:09""",1,34422,1,16,893026.9,1002340
"101","""101""","""1/1/2015 15:30""",1,64701,5,47,884322.6,1024279
"102","""102""","""1/1/2015 15:30""",1,178200,5,38,0,0
"103","""103""","""1/1/2015 15:30""",1,64601,3,21,902086.2,1008451
"104","""104""","""1/1/2015 16:00""",1,64701,2,28,891689.5,1017230
"105","""105""","""1/1/2015 16:14""",1,250000,1,17,896925.8,998634.1
"106","""106""","""1/1/2015 16:30""",1,41013,6,71,894553.3,1039930
"107","""107""","""1/1/2015 16:37""",1,265321,5,53,888043,1028216
"108","""108""","""1/1/2015 17:15""",1,67701,5,53,888061.9,1027871
"109","""109""","""1/1/2015 17:30""",1,51122,6,68,897425.7,1032437
"110","""110""","""1/1/2015 18:00""",1,64601,4,35,909766.3,1018424
"111","""111""","""1/1/2015 18:00""",1,69602,2,8,878152.8,1002038
"112","""112""","""1/1/2015 18:30""",1,71013,5,38,887975.4,1020896
"113","""113""","""1/1/2015 18:55""",1,52222,1,16,892778.4,997455.8
"114","""114""","""1/1/2015 19:00""",1,142320,4,36,906690.6,1019171
"115","""115""","""1/1/2015 19:00""",1,64701,3,21,903105.9,1008842
"116","""116""","""1/1/2015 19:10""",1,41011,6,68,899181.3,1035065
"117","""117""","""1/1/2015 19:20""",1,142320,5,38,894219.3,1022588
"118","""118""","""1/1/2015 19:30""",1,71013,3,21,904893.4,1011259
"119","""119""","""1/1/2015 19:30""",1,91113,5,57,895641.2,1030064
"120","""120""","""1/1/2015 19:30""",1,71013,3,22,899135.3,1005107
"121","""121""","""1/1/2015 19:30""",1,64601,4,35,909633.8,1017651
"122","""122""","""1/1/2015 19:30""",-1,71013,3,21,904893.4,1011259
"123","""123""","""1/1/2015 19:31""",1,250000,1,1,889259.4,991516.9
"124","""124""","""1/1/2015 19:50""",1,69702,4,35,907343.1,1016083
"125","""125""","""1/1/2015 19:58""",1,64601,3,21,903274.8,1010332
"126","""126""","""1/1/2015 20:00""",1,65701,5,57,894450.8,1029449
"127","""127""","""1/1/2015 20:00""",1,71013,6,75,899316.4,1054473
"128","""128""","""1/1/2015 20:00""",1,69703,5,38,887946.9,1020729
"129","""129""","""1/1/2015 20:05""",1,42011,3,19,894040.6,1004677
"130","""130""","""1/1/2015 20:15""",1,71030,1,1,890063.8,990436.9
"131","""131""","""1/1/2015 20:25""",1,31111,5,50,884442.2,1034979
"132","""132""","""1/1/2015 20:30""",1,65701,0,0,0,0
"133","""133""","""1/1/2015 21:00""",1,69602,2,82,886522.2,1020653
"134","""134""","""1/1/2015 21:31""",1,64601,6,56,892769.4,1032084
"135","""135""","""1/1/2015 21:55""",1,64601,2,42,880606.3,1015984
"136","""136""","""1/1/2015 22:00""",1,51322,2,28,891054.3,1014789
"137","""137""","""1/1/2015 22:00""",1,142320,6,55,892708.3,1033276
"138","""138""","""1/1/2015 22:00""",1,64701,5,38,890620.4,1021443
"139","""139""","""1/1/2015 22:00""",1,64701,3,23,899908.1,1010240
"140","""140""","""1/1/2015 22:30""",1,151110,3,30,896582.8,1006112
"141","""141""","""1/1/2015 22:33""",1,31111,4,37,899064.6,1021697
"142","""142""","""1/1/2015 22:50""",1,265321,6,69,892008.6,1036712
"143","""143""","""1/1/2015 22:51""",1,41013,1,2,886412.3,988082.7
"144","""144""","""1/1/2015 23:12""",1,182130,3,25,893567.4,1005225
"145","""145""","""1/1/2015 23:50""",1,91114,2,9,879504.6,1008024
"146","""146""","""1/1/2015 23:55""",1,41013,5,57,895509.1,1030138
"147","""147""","""1/1/2015 23:55""",1,41013,5,57,895509.1,1030138
"148","""148""","""1/1/2015 23:55""",1,41013,5,57,895509.1,1030138
"149","""149""","""1/1/2015 23:59""",1,71013,1,16,892140.6,1002837
"150","""150""","""1/2/2014 14:00""",1,64701,2,82,885549.9,1022913
"151","""151""","""1/2/2014 17:00""",1,52312,3,24,898673.9,1008934
"152","""152""","""1/2/2014 22:00""",1,142320,4,37,896967.2,1018973
"153","""153""","""1/2/2014 23:00""",1,21000,5,78,0,0
"154","""154""","""1/2/2015 0:01""",1,112010,4,35,908726.5,1016736
"155","""155""","""1/2/2015 0:01""",1,115100,4,61,904538.2,1022258
"156","""156""","""1/2/2015 0:01""",1,65701,1,1,889607.2,991641.6
"157","""157""","""1/2/2015 0:01""",1,115400,5,78,882534.3,1032976
"158","""158""","""1/2/2015 0:10""",1,91114,4,36,903148.4,1017740
"159","""159""","""1/2/2015 0:40""",1,142320,5,46,877404.6,1027557
"160","""160""","""1/2/2015 0:58""",1,41011,3,33,904319.2,1013099
"161","""161""","""1/2/2015 1:00""",1,42014,3,16,893898,1002819
"162","""162""","""1/2/2015 1:28""",1,265321,4,67,903113.5,1032139
"163","""163""","""1/2/2015 1:35""",1,263299,5,78,882472.1,1032717
"164","""164""","""1/2/2015 1:35""",1,204200,4,36,904891.8,1018022
"165","""165""","""1/2/2015 2:32""",1,31421,1,1,893965.7,993715.2
"166","""166""","""1/2/2015 3:25""",1,52212,2,10,874776.9,1012432
"167","""167""","""1/2/2015 3:49""",1,241100,4,61,905305.6,1022738
"168","""168""","""1/2/2015 4:00""",1,69702,1,5,884890,999956.6
"169","""169""","""1/2/2015 4:00""",1,64711,4,35,906905.9,1016099
"170","""170""","""1/2/2015 4:20""",1,69702,2,8,877834.6,1002725
"171","""171""","""1/2/2015 6:00""",1,63701,1,5,885362.3,1003846
"172","""172""","""1/2/2015 7:00""",1,65701,4,64,907689.8,1036053
"173","""173""","""1/2/2015 7:30""",1,52112,5,53,888737.2,1029663
"174","""174""","""1/2/2015 7:59""",1,265321,2,82,877138.7,1024705
"175","""175""","""1/2/2015 8:01""",1,265321,4,36,905900.4,1018013
"176","""176""","""1/2/2015 8:45""",1,52111,6,71,892180.3,1040371
"177","""177""","""1/2/2015 8:57""",1,67601,3,31,899820.8,1012917
"178","""178""","""1/2/2015 9:20""",1,41011,3,33,903828.1,1013512
"179","""179""","""1/2/2015 10:30""",1,64701,2,12,881554.4,1013910
"180","""180""","""1/2/2015 10:31""",1,41011,3,33,904428.1,1013525
"181","""181""","""1/2/2015 11:00""",1,142320,3,18,898841.4,1003522
"182","""182""","""1/2/2015 11:00""",1,51112,1,16,893173,1001425
"183","""183""","""1/2/2015 11:30""",1,64601,3,25,893905,1007810
"184","""184""","""1/2/2015 11:32""",1,266510,5,38,891931.4,1020413
"185","""185""","""1/2/2015 11:34""",1,265321,1,5,888977.3,999945.6
"186","""186""","""1/2/2015 12:00""",1,142320,1,7,884149.8,1002882
"187","""187""","""1/2/2015 12:00""",1,142320,1,1,890404,994675.1
"188","""188""","""1/2/2015 12:00""",1,112010,0,0,0,0
"189","""189""","""1/2/2015 12:28""",1,263199,1,1,892748.3,994283.8
"190","""190""","""1/2/2015 12:54""",1,115400,1,5,888022,1000948
"191","""191""","""1/2/2015 13:00""",1,265321,4,65,906697.3,1030038
"192","""192""","""1/2/2015 13:04""",1,265321,6,72,891953,1043255
"193","""193""","""1/2/2015 13:21""",1,182130,3,16,893305.6,1001301
"194","""194""","""1/2/2015 13:30""",1,41021,4,67,902119.8,1030914
"195","""195""","""1/2/2015 13:30""",1,41011,4,67,902119.8,1030914
"196","""196""","""1/2/2015 13:30""",1,65601,2,7,879613.1,1004798
"197","""197""","""1/2/2015 13:30""",1,41011,4,67,902119.8,1030914
"198","""198""","""1/2/2015 13:30""",1,65701,4,36,904100.3,1018104
"199","""199""","""1/2/2015 14:09""",1,266999,6,76,890081.8,1044998
"200","""200""","""1/2/2015 14:20""",1,41011,5,53,888749.2,1028283
"201","""201""","""1/2/2015 14:36""",1,71013,5,52,888351.8,1032448
"202","""202""","""1/2/2015 14:52""",1,64701,2,82,878856.8,1021748
"203","""203""","""1/2/2015 15:00""",1,265321,5,48,883141.4,1031082
"204","""204""","""1/2/2015 15:00""",1,65701,2,12,881041.5,1013886
"205","""205""","""1/2/2015 15:00""",1,51312,1,4,880705.3,991939.9
"206","""206""","""1/2/2015 15:00""",1,51322,1,2,888413.8,987501
"207","""207""","""1/2/2015 15:10""",1,64701,3,23,901073.7,1011134
"208","""208""","""1/2/2015 15:25""",1,91113,5,47,881586.4,1024975
"209","""209""","""1/2/2015 15:27""",1,265321,1,5,884090.4,1002003
"210","""210""","""1/2/2015 15:30""",1,64711,2,82,885739.1,1019313
"211","""211""","""1/2/2015 15:30""",1,64601,4,35,908639.2,1018570
"212","""212""","""1/2/2015 15:30""",1,67601,4,77,897084.6,1022225
"213","""213""","""1/2/2015 15:30""",1,69602,4,35,907919.3,1016804
"214","""214""","""1/2/2015 15:32""",1,51312,1,16,892694.9,997889.5
"215","""215""","""1/2/2015 15:48""",1,130000,6,76,889519.9,1047740
"216","""216""","""1/2/2015 16:00""",1,91124,5,52,888833,1033827
"217","""217""","""1/2/2015 16:00""",1,42016,5,52,888833,1033827
"218","""218""","""1/2/2015 16:00""",1,265321,1,5,885013.8,1004274
"219","""219""","""1/2/2015 16:00""",1,266999,5,52,888833,1033827
"220","""220""","""1/2/2015 16:50""",1,67701,2,15,893622.3,1007338
"221","""221""","""1/2/2015 17:00""",1,142320,3,32,900507.7,1012959
"222","""222""","""1/2/2015 17:00""",1,65701,4,60,904639.2,1024058
"223","""223""","""1/2/2015 17:00""",1,51312,2,7,880181.3,1001627
"224","""224""","""1/2/2015 17:20""",1,44015,4,62,908103.1,1020476
"225","""225""","""1/2/2015 17:30""",1,64601,6,70,890515.6,1037900
"226","""226""","""1/2/2015 17:30""",1,67701,6,76,891443.5,1046510
"227","""227""","""1/2/2015 18:00""",1,71013,5,38,885060.6,1026008
"228","""228""","""1/2/2015 18:00""",1,265321,1,5,885352.2,1001342
"229","""229""","""1/2/2015 18:00""",1,142320,2,39,890667.1,1018330
"230","""230""","""1/2/2015 18:15""",1,67701,6,79,898344.4,1050289
"231","""231""","""1/2/2015 18:25""",1,42012,1,2,888322.8,989549
"232","""232""","""1/2/2015 18:25""",1,67701,4,61,906523.9,1021998
"233","""233""","""1/2/2015 18:35""",1,265321,5,52,887936,1031116
"234","""234""","""1/2/2015 18:40""",1,63601,2,15,892172.8,1005396
"235","""235""","""1/2/2015 18:40""",1,51222,6,76,890460.1,1044937
"236","""236""","""1/2/2015 18:41""",1,71030,6,76,890668,1047772
"237","""237""","""1/2/2015 18:49""",1,265321,4,36,905912.1,1018863
"238","""238""","""1/2/2015 18:50""",1,51212,6,74,897117.6,1052655
"239","""239""","""1/2/2015 19:00""",1,41011,6,71,893139.7,1038926
"240","""240""","""1/2/2015 19:00""",1,51212,2,15,889429.3,1004244
"241","""241""","""1/2/2015 19:00""",1,64701,4,37,899510.4,1020510
"242","""242""","""1/2/2015 19:10""",1,250000,4,36,903731.7,1018016
"243","""243""","""1/2/2015 19:15""",1,265321,5,46,881590.3,1025548
"244","""244""","""1/2/2015 19:30""",1,64701,2,12,881554.4,1013910
"245","""245""","""1/2/2015 19:45""",1,103000,3,19,893520.9,1004111
"246","""246""","""1/2/2015 19:49""",1,265321,3,21,903274.8,1010332
"247","""247""","""1/2/2015 19:50""",1,265321,5,48,880273.4,1033004
"248","""248""","""1/2/2015 20:00""",1,51212,1,16,892700.1,1000940
"249","""249""","""1/2/2015 20:00""",1,64601,1,1,893195.5,992777.8
"250","""250""","""1/2/2015 20:00""",1,142320,2,7,879734.7,1001686
"251","""251""","""1/2/2015 20:30""",1,64701,2,27,893741.8,1012462
"252","""252""","""1/2/2015 20:37""",1,265321,1,7,882748.1,1004389
"253","""253""","""1/2/2015 20:50""",1,36211,3,25,894294.3,1010118
"254","""254""","""1/2/2015 20:52""",1,31111,4,65,904534.7,1028757
"255","""255""","""1/2/2015 21:00""",1,51212,3,16,894914.5,1000822
"256","""256""","""1/2/2015 21:00""",1,64701,3,32,901340.8,1013263
"257","""257""","""1/2/2015 21:25""",1,91114,1,16,892261.1,997983.6
"258","""258""","""1/2/2015 21:30""",1,265321,3,24,899412,1010346
"259","""259""","""1/2/2015 22:00""",1,91303,3,16,893237.9,1002057
"260","""260""","""1/2/2015 22:00""",1,71013,4,77,898094.5,1024134
"261","""261""","""1/2/2015 22:00""",1,142320,6,68,898401.4,1033255
"262","""262""","""1/2/2015 22:00""",1,64601,1,1,886409.2,989643.9
"263","""263""","""1/2/2015 22:00""",1,266999,3,16,893237.9,1002057
"264","""264""","""1/2/2015 22:10""",1,142320,2,28,891030.2,1014992
"265","""265""","""1/2/2015 22:20""",1,64601,1,5,885351.9,996863.8
"266","""266""","""1/2/2015 22:27""",1,265321,5,52,888227.8,1034459
"267","""267""","""1/2/2015 22:30""",1,64601,4,35,909633.8,1017651
"268","""268""","""1/2/2015 22:30""",1,64711,5,38,887430.5,1022660
"269","""269""","""1/2/2015 22:30""",1,182130,1,16,891302.2,1001890
"270","""270""","""1/2/2015 22:36""",1,151110,3,16,897479.3,1002404
"271","""271""","""1/2/2015 22:50""",1,142320,2,44,876443.9,1017039
"272","""272""","""1/2/2015 23:00""",1,142320,6,79,900558.8,1038456
"273","""273""","""1/2/2015 23:00""",1,31111,5,57,893901.8,1030260
"274","""274""","""1/2/2015 23:00""",1,65701,3,23,901443,1010379
"275","""275""","""1/2/2015 23:00""",1,142320,4,37,901183.1,1019674
"276","""276""","""1/2/2015 23:10""",1,142320,6,71,893291.6,1039448
"277","""277""","""1/2/2015 23:10""",1,31111,4,37,901183.1,1019674
"278","""278""","""1/2/2015 23:18""",1,265321,4,59,900015.6,1028968
"279","""279""","""1/2/2015 23:42""",1,265321,5,50,884907.7,1039130
"280","""280""","""1/2/2015 23:51""",1,266999,6,71,893139.7,1038926
"281","""281""","""1/3/2014 21:00""",1,64601,4,35,909633.8,1017651
"282","""282""","""1/3/2014 23:30""",1,31111,4,36,904463.9,1021059
"283","""283""","""1/3/2015 0:01""",1,64701,2,13,886079.8,1008755
"284","""284""","""1/3/2015 0:05""",1,71040,6,69,896420.8,1035458
"285","""285""","""1/3/2015 0:18""",1,265321,2,44,875490,1017696
"286","""286""","""1/3/2015 0:30""",1,51230,1,16,892866.2,1002191
"287","""287""","""1/3/2015 0:30""",1,63701,1,4,879254.2,994401.5
"288","""288""","""1/3/2015 0:30""",1,71040,1,3,887893.4,995744.8
"289","""289""","""1/3/2015 1:00""",1,142320,2,12,884644.8,1013977
"290","""290""","""1/3/2015 1:10""",1,142320,1,5,886262.3,1001741
"291","""291""","""1/3/2015 1:15""",1,69703,5,38,888152.3,1022085
"292","""292""","""1/3/2015 1:25""",1,91114,6,74,896452.4,1049669
"293","""293""","""1/3/2015 2:00""",1,142320,4,61,906108.3,1021867
"294","""294""","""1/3/2015 2:06""",1,71030,4,35,907375.6,1018946
"295","""295""","""1/3/2015 2:15""",1,91113,6,79,899461.2,1045874
"296","""296""","""1/3/2015 2:38""",1,10000,4,61,907258.8,1020890
"297","""297""","""1/3/2015 2:40""",1,31421,2,44,875507.8,1018280
"298","""298""","""1/3/2015 2:40""",-1,31421,2,44,875507.8,1018280
"299","""299""","""1/3/2015 3:00""",1,142320,1,5,886698.8,1000475
"300","""300""","""1/3/2015 3:15""",1,142320,4,36,904607.6,1018571
"301","""301""","""1/3/2015 4:10""",1,142320,4,65,905121,1029062
"302","""302""","""1/3/2015 5:55""",1,142320,2,15,890873,1007612
"303","""303""","""1/3/2015 8:12""",1,182250,3,22,901015.9,1006406
"304","""304""","""1/3/2015 8:15""",1,41016,1,4,886537.2,992454.1
"305","""305""","""1/3/2015 8:29""",1,36111,6,55,890775.1,1034694
"306","""306""","""1/3/2015 9:00""",1,142320,4,61,906725.1,1021711
"307","""307""","""1/3/2015 9:01""",1,265321,2,9,872672.4,1003082
"308","""308""","""1/3/2015 9:30""",1,51312,5,50,884270.6,1036606
"309","""309""","""1/3/2015 9:35""",1,65701,1,1,892443.6,996297.3
"310","""310""","""1/3/2015 10:00""",1,65601,3,24,898971.4,1011711
"311","""311""","""1/3/2015 10:30""",1,64601,4,36,905555.1,1019971
"312","""312""","""1/3/2015 10:30""",1,64701,4,35,908031.7,1020149
"313","""313""","""1/3/2015 11:00""",1,69602,5,38,887710.9,1023513
"314","""314""","""1/3/2015 11:15""",1,263299,1,1,889825.8,990257.6
"315","""315""","""1/3/2015 12:00""",1,64711,4,35,906666.7,1015976
"316","""316""","""1/3/2015 12:00""",1,265321,5,54,891895.4,1026834
"317","""317""","""1/3/2015 12:30""",1,64701,3,31,899683.5,1013252
"318","""318""","""1/3/2015 12:30""",1,265321,5,54,892146.9,1028466
"319","""319""","""1/3/2015 12:44""",1,63701,1,1,888524.2,991611.8
"320","""320""","""1/3/2015 12:45""",1,64601,4,36,903113.6,1019448
"321","""321""","""1/3/2015 13:00""",1,64701,1,4,883953.9,994987.9
"322","""322""","""1/3/2015 13:00""",1,142320,1,5,885222.5,1000725
"323","""323""","""1/3/2015 13:00""",1,64711,1,1,889282.6,994130.3
"324","""324""","""1/3/2015 13:15""",1,265321,6,71,894773.3,1041509
"325","""325""","""1/3/2015 13:25""",1,91123,2,82,878856.8,1021748
"326","""326""","""1/3/2015 13:43""",1,71013,1,6,880515.9,995621.1
"327","""327""","""1/3/2015 14:15""",1,67701,1,16,890096.3,998574.7
"328","""328""","""1/3/2015 14:19""",1,182400,6,70,890074.4,1037079
"329","""329""","""1/3/2015 14:30""",1,91113,4,36,905086.8,1015893
"330","""330""","""1/3/2015 14:48""",1,264100,3,19,897213.4,1003607
"331","""331""","""1/3/2015 15:30""",1,182130,6,64,906752.9,1036653
"332","""332""","""1/3/2015 15:30""",1,67701,6,74,894163.9,1049924
"333","""333""","""1/3/2015 15:37""",1,265321,1,17,896252.1,997195.5
"334","""334""","""1/3/2015 15:50""",1,91113,4,37,899269.4,1021533
"335","""335""","""1/3/2015 16:00""",1,265321,2,11,880511.9,1011647
"336","""336""","""1/3/2015 16:08""",1,91114,6,56,895809.6,1032501
"337","""337""","""1/3/2015 16:30""",1,43016,1,17,895249.1,995738.8
"338","""338""","""1/3/2015 16:30""",1,43016,1,17,895249.1,995738.8
"339","""339""","""1/3/2015 16:36""",1,63701,3,19,898273.9,1005137
"340","""340""","""1/3/2015 17:00""",1,69602,4,37,900140.8,1017364
"341","""341""","""1/3/2015 17:00""",1,265321,5,38,888221.8,1023504
"342","""342""","""1/3/2015 17:18""",1,265321,2,13,886535,1011500
"343","""343""","""1/3/2015 17:30""",1,51312,6,56,894621.4,1033128
"344","""344""","""1/3/2015 17:34""",1,265321,4,35,910021.8,1014572
"345","""345""","""1/3/2015 17:39""",1,63701,4,67,901867.4,1030898
"346","""346""","""1/3/2015 18:35""",1,31111,4,65,905024.1,1031217
"347","""347""","""1/3/2015 19:00""",1,64701,2,12,886417.9,1013879
"348","""348""","""1/3/2015 19:04""",1,182999,4,60,902711.3,1028626
"349","""349""","""1/3/2015 19:30""",1,229999,4,61,904349.3,1021354
"350","""350""","""1/3/2015 19:58""",1,142320,5,55,890495.1,1032520
"351","""351""","""1/3/2015 20:00""",1,64701,2,11,880742.6,1013714
"352","""352""","""1/3/2015 20:15""",1,265321,6,55,891987.9,1034713
"353","""353""","""1/3/2015 21:00""",1,64701,1,6,879043.9,998435.8
"354","""354""","""1/3/2015 21:18""",1,265321,1,5,885058.9,999649.8
"355","""355""","""1/3/2015 21:21""",1,31111,5,38,888549,1024878
"356","""356""","""1/3/2015 21:25""",1,265321,1,16,892387,997915.4
"357","""357""","""1/3/2015 21:26""",1,71013,4,35,910439.8,1019433
"358","""358""","""1/3/2015 21:30""",1,71013,1,5,887441.6,1003498
"359","""359""","""1/3/2015 21:50""",1,67601,6,73,892183,1049095
"360","""360""","""1/3/2015 22:05""",1,182400,2,15,891279.4,1004299
"361","""361""","""1/3/2015 22:08""",1,211000,4,61,906244.8,1020968
"362","""362""","""1/3/2015 22:40""",1,142320,2,15,892752.9,1004795
"363","""363""","""1/3/2015 22:45""",1,31111,3,22,899149.5,1007221
"364","""364""","""1/3/2015 22:48""",1,31421,2,27,894046.4,1011355
"365","""365""","""1/3/2015 22:50""",1,142320,6,69,893466.1,1035110
"366","""366""","""1/3/2015 23:00""",1,51212,3,21,903541.6,1010075
"367","""367""","""1/3/2015 23:00""",1,31212,4,36,905852.1,1018971
"368","""368""","""1/3/2015 23:05""",1,65701,6,79,899571.8,1044964
