"","X..","X.DateOccur.","X.Count.","X.Crime.","X.District.","X.Neighborhood.","X.XCoord.","X.YCoord."
"4197","""4197""","""01/29/2015 15:40""",1,41011,4,77,897408.9,1023896
"4198","""4198""","""01/29/2015 15:40""",1,41011,4,77,897408.9,1023896
"4199","""4199""","""01/29/2015 15:41""",1,182130,3,22,901146.9,1006400
"4200","""4200""","""01/29/2015 16:24""",1,241100,5,51,887533.8,1027990
"4201","""4201""","""01/29/2015 17:00""",1,64601,5,38,893204.4,1022029
"4202","""4202""","""01/29/2015 18:00""",1,31112,5,53,888118.1,1028778
"4203","""4203""","""01/29/2015 18:20""",1,130000,3,18,898968.6,1003224
"4204","""4204""","""01/29/2015 19:02""",1,142320,2,15,893133.9,1008422
"4205","""4205""","""01/29/2015 20:27""",1,266999,6,76,887701.6,1044511
"4206","""4206""","""01/29/2015 21:30""",1,51312,1,4,879962.8,994323
"4207","""4207""","""01/29/2015 21:50""",1,43012,4,36,906380.6,1019734
"4208","""4208""","""01/29/2015 21:50""",1,43012,4,36,906380.6,1019734
"4209","""4209""","""01/30/2015 00:01""",1,44024,4,63,907437.4,1023883
"4210","""4210""","""01/30/2015 00:27""",1,182130,4,36,906292.4,1018750
"4211","""4211""","""01/30/2015 07:30""",1,67601,4,36,904957.9,1017645
"4212","""4212""","""01/30/2015 08:00""",1,69703,6,68,897510.2,1032845
"4213","""4213""","""01/30/2015 09:07""",1,151110,3,33,904719.3,1014572
"4214","""4214""","""01/30/2015 09:52""",1,264100,6,74,894924,1050621
"4215","""4215""","""01/30/2015 09:58""",1,263120,4,36,904555.8,1018724
"4216","""4216""","""01/30/2015 11:00""",1,67601,1,3,886667.3,996086.3
"4217","""4217""","""01/30/2015 11:30""",1,142320,2,8,876812.1,1003355
"4218","""4218""","""01/30/2015 11:30""",1,69602,3,21,905255.8,1011437
"4219","""4219""","""01/30/2015 12:00""",1,51312,4,59,898865.6,1024338
"4220","""4220""","""01/30/2015 12:00""",1,51312,3,16,894710.1,1002562
"4221","""4221""","""01/30/2015 12:30""",-1,51322,4,61,0,0
"4222","""4222""","""01/30/2015 12:43""",1,51312,1,3,887211.1,995780.1
"4223","""4223""","""01/30/2015 12:44""",1,32421,4,35,909766.3,1018424
"4224","""4224""","""01/30/2015 12:46""",1,117000,2,12,886712.8,1014540
"4225","""4225""","""01/30/2015 13:00""",1,91113,5,38,887074.8,1020998
"4226","""4226""","""01/30/2015 14:00""",1,182250,4,60,906290.9,1023894
"4227","""4227""","""01/30/2015 14:00""",1,51312,3,25,896900.6,1008073
"4228","""4228""","""01/30/2015 15:30""",1,182130,5,54,890603.7,1029339
"4229","""4229""","""01/30/2015 16:00""",1,69702,5,38,885787,1026137
"4230","""4230""","""01/30/2015 16:00""",1,67701,3,21,902995.5,1008549
"4231","""4231""","""01/30/2015 16:30""",1,67701,6,69,897315.2,1036512
"4232","""4232""","""01/30/2015 17:00""",1,52322,3,19,897700.5,1003981
"4233","""4233""","""01/30/2015 17:00""",1,64701,1,5,887314.3,999179.7
"4234","""4234""","""01/30/2015 17:05""",1,142320,5,56,891093.3,1030215
"4235","""4235""","""01/30/2015 17:05""",1,265321,6,74,895842.7,1049451
"4236","""4236""","""01/30/2015 17:30""",1,142320,4,37,899687.4,1021423
"4237","""4237""","""01/30/2015 20:30""",1,241100,1,1,883919.5,989762.8
"4238","""4238""","""01/30/2015 22:25""",1,130000,6,64,904790.8,1034626
"4239","""4239""","""01/30/2015 22:35""",1,67601,6,74,897252.1,1050651
"4240","""4240""","""01/30/2015 23:00""",1,265321,1,5,889032.8,1000560
"4241","""4241""","""01/31/2014 10:00""",1,52312,6,72,889305.4,1042457
"4242","""4242""","""01/31/2015 01:00""",-1,71013,4,35,908279.9,1014201
"4243","""4243""","""01/31/2015 01:30""",1,44013,4,37,899009.4,1020191
"4244","""4244""","""01/31/2015 01:30""",1,65601,4,35,908743.9,1016075
"4245","""4245""","""01/31/2015 08:00""",1,69602,5,53,889586.2,1028045
"4246","""4246""","""01/31/2015 08:00""",1,91123,3,23,900485.2,1011084
"4247","""4247""","""01/31/2015 11:59""",1,182999,6,56,898401.9,1030613
"4248","""4248""","""01/31/2015 12:00""",1,65701,5,78,883103.6,1031750
"4249","""4249""","""01/31/2015 13:30""",1,142320,3,16,896896.8,1001859
"4250","""4250""","""01/31/2015 13:50""",1,121000,5,38,0,0
"4251","""4251""","""01/31/2015 13:50""",-1,67601,5,38,0,0
"4252","""4252""","""01/31/2015 14:00""",1,71040,5,46,878314.7,1025332
"4253","""4253""","""01/31/2015 14:04""",1,115400,2,41,881278.1,1017330
"4254","""4254""","""01/31/2015 14:07""",1,266999,3,18,901262.9,1002855
"4255","""4255""","""01/31/2015 14:10""",1,65601,1,1,890500.4,989619.8
"4256","""4256""","""01/31/2015 14:30""",1,64701,1,3,888601.1,994327.9
"4257","""4257""","""01/31/2015 14:30""",1,64701,4,64,911184.4,1020319
"4258","""4258""","""01/31/2015 14:32""",1,67701,4,35,907340.6,1019121
"4259","""4259""","""01/31/2015 15:00""",1,64601,4,35,910499.1,1018622
"4260","""4260""","""01/31/2015 15:00""",1,142320,5,38,889348,1022906
"4261","""4261""","""01/31/2015 16:20""",1,91114,4,67,901816.9,1030392
"4262","""4262""","""01/31/2015 16:30""",1,64701,4,35,908732.9,1017197
"4263","""4263""","""01/31/2015 17:15""",1,91113,2,15,887503.4,1005803
"4264","""4264""","""01/31/2015 18:00""",1,67701,2,27,889759.1,1010774
"4265","""4265""","""01/31/2015 18:00""",1,265321,4,35,909065.5,1017605
"4266","""4266""","""01/31/2015 18:47""",1,266999,6,72,888763.8,1042920
"4267","""4267""","""01/31/2015 19:00""",1,182130,5,55,888784.6,1030280
"4268","""4268""","""01/31/2015 19:07""",1,266999,1,5,885362.3,1003846
"4269","""4269""","""01/31/2015 19:45""",1,91114,3,16,894436.1,1002034
"4270","""4270""","""01/31/2015 19:49""",1,63701,3,19,893507.8,1004763
"4271","""4271""","""01/31/2015 20:15""",1,67601,4,37,895126.6,1020672
"4272","""4272""","""01/31/2015 21:00""",1,265321,1,6,879043.9,998435.8
"4273","""4273""","""01/31/2015 21:30""",1,64711,4,35,906905.9,1016099
"4274","""4274""","""01/31/2015 22:30""",1,266999,1,5,888244.7,1003634
"4275","""4275""","""01/31/2015 22:30""",1,266510,3,30,898981.7,1008498
"4276","""4276""","""01/31/2015 22:30""",1,266999,5,50,884828.9,1038087
"4277","""4277""","""01/31/2015 22:30""",1,266999,3,30,898981.7,1008498
"4278","""4278""","""01/31/2015 22:45""",1,130000,4,63,907942.8,1024267
"4279","""4279""","""01/31/2015 23:00""",1,142320,4,35,909518.1,1017323
"4280","""4280""","""01/31/2015 23:00""",1,65701,1,1,893305.9,994965.4
"4281","""4281""","""01/31/2015 23:30""",1,64701,4,35,906666.7,1015976
"4282","""4282""","""01/31/2015 23:38""",1,263299,4,62,908884.3,1022091
"4283","""4283""","""02/01/2015 00:01""",1,204100,1,5,888385.4,1000431
"4284","""4284""","""02/01/2015 00:01""",1,51312,1,1,891737,995475.6
"4285","""4285""","""02/01/2015 00:19""",1,142320,2,15,892552.3,1005595
"4286","""4286""","""02/01/2015 00:46""",1,151110,6,68,896619.2,1032895
"4287","""4287""","""02/01/2015 00:50""",1,265321,5,38,887579.7,1022103
"4288","""4288""","""02/01/2015 01:25""",1,91113,3,18,900025.8,1003089
"4289","""4289""","""02/01/2015 01:25""",1,91114,3,18,900025.8,1003089
"4290","""4290""","""02/01/2015 01:25""",1,266999,3,18,900025.8,1003089
"4291","""4291""","""02/01/2015 02:00""",1,91113,3,16,895498.3,1002382
"4292","""4292""","""02/01/2015 03:12""",1,265321,5,50,885772.9,1031989
"4293","""4293""","""02/01/2015 03:35""",1,265321,4,35,908726.1,1016735
"4294","""4294""","""02/01/2015 04:40""",1,266510,4,36,904845.8,1016613
"4295","""4295""","""02/01/2015 04:48""",1,71013,2,9,874305.4,1003195
"4296","""4296""","""02/01/2015 04:50""",1,52212,6,69,895354.9,1037222
"4297","""4297""","""02/01/2015 05:30""",1,65701,3,16,896685.4,1000292
"4298","""4298""","""02/01/2015 05:53""",1,72130,1,1,889449.4,990280.3
"4299","""4299""","""02/01/2015 06:25""",1,265321,5,38,887188.9,1018808
"4300","""4300""","""02/01/2015 07:00""",1,265321,3,20,905713.8,1010494
"4301","""4301""","""02/01/2015 07:45""",1,92000,5,48,881574.5,1030687
"4302","""4302""","""02/01/2015 08:40""",1,71013,3,25,894779.6,1009154
"4303","""4303""","""02/01/2015 09:00""",1,43025,3,16,893685.9,1001519
"4304","""4304""","""02/01/2015 09:15""",1,91113,1,5,887556.6,1003454
"4305","""4305""","""02/01/2015 09:30""",1,142320,2,11,880627.8,1013378
"4306","""4306""","""02/01/2015 10:00""",1,64601,5,78,885075.2,1031252
"4307","""4307""","""02/01/2015 10:00""",1,51322,3,30,894607.5,1005235
"4308","""4308""","""02/01/2015 10:15""",1,265321,4,35,909633.8,1017651
"4309","""4309""","""02/01/2015 10:30""",1,51121,5,50,886818.2,1036216
"4310","""4310""","""02/01/2015 11:00""",1,65701,3,16,895070.9,1002980
"4311","""4311""","""02/01/2015 11:00""",1,265321,2,43,875724.7,1013866
"4312","""4312""","""02/01/2015 11:00""",1,72113,5,54,890837.9,1028159
"4313","""4313""","""02/01/2015 11:07""",1,142320,6,71,896311.8,1038875
"4314","""4314""","""02/01/2015 11:30""",1,71013,2,15,892208.3,1004719
"4315","""4315""","""02/01/2015 11:42""",1,265321,6,70,887357,1043598
"4316","""4316""","""02/01/2015 12:00""",1,265321,5,38,891310.9,1021814
"4317","""4317""","""02/01/2015 12:00""",1,142320,3,22,900708.9,1006343
"4318","""4318""","""02/01/2015 12:12""",1,63701,5,38,891808.7,1022061
"4319","""4319""","""02/01/2015 12:55""",1,265321,1,16,891878.3,1001474
"4320","""4320""","""02/01/2015 13:00""",1,72113,5,53,888602.8,1030080
"4321","""4321""","""02/01/2015 13:00""",1,64601,6,73,890549.6,1049469
"4322","""4322""","""02/01/2015 13:10""",1,182400,5,48,882393.8,1031583
"4323","""4323""","""02/01/2015 13:20""",1,91113,3,18,899481.6,1002943
"4324","""4324""","""02/01/2015 13:20""",1,91113,3,18,899481.6,1002943
"4325","""4325""","""02/01/2015 13:21""",1,265321,3,19,893497,1003925
"4326","""4326""","""02/01/2015 13:30""",1,67601,1,17,894880.8,998529.6
"4327","""4327""","""02/01/2015 13:30""",1,67701,6,56,894400.6,1033099
"4328","""4328""","""02/01/2015 14:00""",1,142320,1,6,883618.6,999632.6
"4329","""4329""","""02/01/2015 14:00""",1,142320,3,24,898393.9,1012183
"4330","""4330""","""02/01/2015 14:15""",1,69603,4,35,906589.4,1016244
"4331","""4331""","""02/01/2015 14:29""",1,265321,4,35,908354.2,1020067
"4332","""4332""","""02/01/2015 14:30""",1,265321,5,51,887244.5,1030744
"4333","""4333""","""02/01/2015 14:39""",1,69702,6,69,895837.1,1036815
"4334","""4334""","""02/01/2015 14:52""",1,64601,4,35,907472.1,1015934
"4335","""4335""","""02/01/2015 15:00""",1,51312,6,76,889818.8,1046056
"4336","""4336""","""02/01/2015 15:00""",1,69602,5,47,882502.4,1026796
"4337","""4337""","""02/01/2015 15:06""",1,51322,6,74,895342.8,1048628
"4338","""4338""","""02/01/2015 15:40""",1,91113,3,19,895044.7,1003013
"4339","""4339""","""02/01/2015 16:00""",1,51311,6,71,893139.7,1038926
"4340","""4340""","""02/01/2015 16:00""",1,265321,5,48,883405.2,1030729
"4341","""4341""","""02/01/2015 16:00""",1,250000,4,62,909758.9,1019796
"4342","""4342""","""02/01/2015 16:00""",1,266999,6,71,893139.7,1038926
"4343","""4343""","""02/01/2015 16:15""",1,142320,1,1,891686.4,996347.8
"4344","""4344""","""02/01/2015 16:45""",1,265321,3,21,903298.7,1010870
"4345","""4345""","""02/01/2015 16:45""",1,182400,3,16,896685.4,1000292
"4346","""4346""","""02/01/2015 16:45""",1,42015,6,56,894483.6,1032703
"4347","""4347""","""02/01/2015 17:00""",1,65701,2,13,886953.6,1013308
"4348","""4348""","""02/01/2015 17:00""",1,265321,3,19,897783.8,1003196
"4349","""4349""","""02/01/2015 17:00""",1,51312,2,15,892460.6,1006393
"4350","""4350""","""02/01/2015 17:00""",1,67601,1,1,890516.1,994298.8
"4351","""4351""","""02/01/2015 17:00""",1,64601,2,82,881336.1,1024178
"4352","""4352""","""02/01/2015 17:00""",1,265321,6,71,896017.8,1039954
"4353","""4353""","""02/01/2015 17:00""",1,51322,3,16,894696.4,1002475
"4354","""4354""","""02/01/2015 17:30""",1,64711,4,59,901862.5,1021454
"4355","""4355""","""02/01/2015 17:30""",1,51312,3,25,894998.4,1007660
"4356","""4356""","""02/01/2015 17:34""",1,63701,1,1,888489.2,992016.4
"4357","""4357""","""02/01/2015 17:44""",1,266510,2,15,888245.1,1005060
"4358","""4358""","""02/01/2015 18:03""",1,265321,6,69,897988.4,1037636
"4359","""4359""","""02/01/2015 18:15""",1,64701,5,48,881216.5,1027231
"4360","""4360""","""02/01/2015 18:25""",1,63701,6,71,892272.6,1040231
"4361","""4361""","""02/01/2015 18:30""",1,142320,1,6,883836.3,1001294
"4362","""4362""","""02/01/2015 18:46""",1,265321,3,16,897160.4,999966.6
"4363","""4363""","""02/01/2015 19:00""",1,179210,2,39,0,0
"4364","""4364""","""02/01/2015 19:01""",1,265321,2,7,879572.7,1002646
"4365","""4365""","""02/01/2015 19:25""",1,69703,5,50,881417,1035007
"4366","""4366""","""02/01/2015 20:00""",1,51322,1,3,887668.4,995474.9
"4367","""4367""","""02/01/2015 20:20""",1,91114,4,67,901816.9,1030392
"4368","""4368""","""02/01/2015 20:30""",1,142320,4,64,909237.6,1024697
"4369","""4369""","""02/01/2015 20:30""",1,52322,4,37,895263.1,1019578
"4370","""4370""","""02/01/2015 20:58""",1,63701,1,5,885362.3,1003846
"4371","""4371""","""02/01/2015 21:00""",1,142320,6,69,897625.3,1037325
"4372","""4372""","""02/01/2015 21:14""",1,67701,2,15,890861.9,1005825
"4373","""4373""","""02/01/2015 21:35""",1,142320,1,5,887844.7,999816.1
"4374","""4374""","""02/01/2015 22:40""",1,250000,5,38,888340.1,1023682
"4375","""4375""","""02/01/2015 23:00""",1,65601,4,36,903312.8,1019042
"4376","""4376""","""02/02/2015 00:01""",1,72113,5,50,884678.3,1036452
"4377","""4377""","""02/02/2015 00:25""",1,31111,4,65,906468.6,1029947
"4378","""4378""","""02/02/2015 00:25""",1,41011,6,73,893132.9,1050084
"4379","""4379""","""02/02/2015 00:53""",1,52222,1,5,886915.1,1000092
"4380","""4380""","""02/02/2015 02:20""",1,31111,4,37,898751.9,1020493
"4381","""4381""","""02/02/2015 03:03""",1,142320,3,16,894134.1,1001956
"4382","""4382""","""02/02/2015 03:04""",1,43011,4,65,905816.8,1028631
"4383","""4383""","""02/02/2015 04:49""",1,52212,2,42,879247.9,1017486
"4384","""4384""","""02/02/2015 05:00""",1,71013,6,67,899791.1,1032727
"4385","""4385""","""02/02/2015 05:09""",1,52222,2,39,888242.8,1016952
"4386","""4386""","""02/02/2015 05:15""",1,41011,5,48,879831.6,1030237
"4387","""4387""","""02/02/2015 05:25""",1,263120,5,50,885333.7,1033709
"4388","""4388""","""02/02/2015 05:30""",1,142320,6,69,892728,1034573
"4389","""4389""","""02/02/2015 05:40""",1,51312,6,68,897043.8,1033670
"4390","""4390""","""02/02/2015 06:00""",1,65701,1,16,893257.4,995581.4
"4391","""4391""","""02/02/2015 06:20""",1,265321,6,69,895152.2,1037234
"4392","""4392""","""02/02/2015 07:00""",1,51312,3,25,894384,1006901
"4393","""4393""","""02/02/2015 07:00""",1,71013,2,42,879074.6,1018137
"4394","""4394""","""02/02/2015 07:25""",1,91113,3,16,897890.5,1001421
"4395","""4395""","""02/02/2015 07:30""",1,71030,2,8,876644.9,999564
"4396","""4396""","""02/02/2015 07:30""",1,65701,1,6,882981.2,997999.7
"4397","""4397""","""02/02/2015 07:39""",1,250000,3,20,907502.5,1012809
"4398","""4398""","""02/02/2015 08:00""",1,69702,2,10,877121.1,1013930
"4399","""4399""","""02/02/2015 08:15""",1,51112,3,30,898491.7,1006445
"4400","""4400""","""02/02/2015 08:15""",1,142320,6,73,891000.9,1047846
"4401","""4401""","""02/02/2015 08:30""",1,71013,6,72,892159.6,1045428
"4402","""4402""","""02/02/2015 08:58""",1,130000,6,68,899624.9,1033910
"4403","""4403""","""02/02/2015 09:10""",1,51112,5,56,897181.1,1027902
"4404","""4404""","""02/02/2015 09:30""",1,51112,1,17,895308,997585.2
"4405","""4405""","""02/02/2015 09:57""",1,51112,4,59,899325.2,1025244
"4406","""4406""","""02/02/2015 10:00""",1,65701,5,48,879425.1,1031441
"4407","""4407""","""02/02/2015 10:04""",1,182130,5,78,881964,1033718
"4408","""4408""","""02/02/2015 10:20""",1,51130,3,25,895076.4,1007977
"4409","""4409""","""02/02/2015 10:30""",1,266510,5,78,881894.1,1033605
"4410","""4410""","""02/02/2015 10:32""",1,265321,3,31,897494.9,1016418
"4411","""4411""","""02/02/2015 10:52""",1,63701,3,33,903270.1,1012207
"4412","""4412""","""02/02/2015 11:22""",1,130000,4,37,902243.8,1020820
"4413","""4413""","""02/02/2015 11:25""",1,265321,1,16,892179.2,1003172
"4414","""4414""","""02/02/2015 11:32""",1,36211,2,15,891583.8,1004871
"4415","""4415""","""02/02/2015 11:32""",1,266999,2,15,891583.8,1004871
"4416","""4416""","""02/02/2015 12:00""",1,67601,5,57,894865.7,1029224
"4417","""4417""","""02/02/2015 12:00""",1,71013,5,55,888692.6,1030783
"4418","""4418""","""02/02/2015 12:00""",1,67601,3,19,896189.3,1004659
"4419","""4419""","""02/02/2015 12:00""",1,67601,1,2,888318.1,988229.5
"4420","""4420""","""02/02/2015 12:00""",1,264100,3,19,896912.5,1002899
"4421","""4421""","""02/02/2015 12:00""",1,264100,5,49,883561.5,1027076
"4422","""4422""","""02/02/2015 12:00""",1,264100,3,16,897314.3,1002124
"4423","""4423""","""02/02/2015 12:27""",1,130000,1,2,888428.7,986724.1
"4424","""4424""","""02/02/2015 12:30""",1,63701,2,8,878653.4,1004650
"4425","""4425""","""02/02/2015 12:30""",1,265321,5,48,877853,1029191
"4426","""4426""","""02/02/2015 12:50""",1,91113,1,16,891696.1,997682.1
"4427","""4427""","""02/02/2015 13:00""",1,67601,1,5,886915.1,1000092
"4428","""4428""","""02/02/2015 13:40""",1,101000,3,24,899168.6,1009253
"4429","""4429""","""02/02/2015 14:00""",1,67701,4,62,908877.1,1020777
"4430","""4430""","""02/02/2015 14:01""",1,130000,6,72,891376.4,1040993
"4431","""4431""","""02/02/2015 14:03""",1,51312,3,19,895575.9,1003818
"4432","""4432""","""02/02/2015 14:10""",1,265321,6,69,894744.3,1037701
"4433","""4433""","""02/02/2015 14:30""",1,31111,4,36,904103.5,1016835
"4434","""4434""","""02/02/2015 14:30""",1,182400,1,1,889651.8,990881.3
"4435","""4435""","""02/02/2015 15:00""",1,142320,3,30,895555.3,1005809
"4436","""4436""","""02/02/2015 15:02""",1,67601,2,14,883304.8,1004438
"4437","""4437""","""02/02/2015 15:25""",1,65701,5,48,881574.5,1030687
"4438","""4438""","""02/02/2015 15:40""",1,91113,4,36,905182.1,1018907
"4439","""4439""","""02/02/2015 15:45""",1,115400,1,6,883820.6,999582.3
"4440","""4440""","""02/02/2015 15:50""",1,182400,5,38,892548.1,1020923
"4441","""4441""","""02/02/2015 16:00""",1,69602,1,16,891443,1000648
"4442","""4442""","""02/02/2015 16:12""",1,261100,5,49,884844.4,1026699
"4443","""4443""","""02/02/2015 16:15""",1,266510,4,36,904517.3,1018616
"4444","""4444""","""02/02/2015 16:20""",1,265321,6,74,896044.4,1052407
"4445","""4445""","""02/02/2015 16:52""",1,265321,1,6,882273.4,998928.7
"4446","""4446""","""02/02/2015 17:00""",1,64601,5,38,888549,1025462
"4447","""4447""","""02/02/2015 17:00""",1,142320,1,1,894357.5,994435.5
"4448","""4448""","""02/02/2015 17:00""",1,51312,1,1,889305.6,990395.6
"4449","""4449""","""02/02/2015 17:11""",1,182999,2,27,891290.9,1010845
"4450","""4450""","""02/02/2015 17:31""",1,265321,1,2,888663.9,989161.2
"4451","""4451""","""02/02/2015 17:48""",1,91113,4,36,906059.7,1018613
"4452","""4452""","""02/02/2015 17:48""",1,91303,4,36,906059.7,1018613
"4453","""4453""","""02/02/2015 18:00""",1,65701,1,3,887098.6,996488.9
"4454","""4454""","""02/02/2015 18:17""",1,63701,2,9,879014.4,1005452
"4455","""4455""","""02/02/2015 18:22""",1,265321,6,70,888467.3,1043114
"4456","""4456""","""02/02/2015 18:30""",1,142320,3,33,904206.2,1013767
"4457","""4457""","""02/02/2015 18:50""",1,250000,2,44,875494.5,1018201
"4458","""4458""","""02/02/2015 19:00""",1,67601,3,23,900417.7,1012092
"4459","""4459""","""02/02/2015 19:30""",1,91114,5,78,885893.4,1030952
"4460","""4460""","""02/02/2015 19:30""",1,265321,2,87,888323.5,1012247
"4461","""4461""","""02/02/2015 19:30""",1,266999,5,78,885893.4,1030952
"4462","""4462""","""02/02/2015 20:00""",1,69702,3,25,894999.8,1009806
"4463","""4463""","""02/02/2015 20:00""",1,142320,6,67,900383.5,1032281
"4464","""4464""","""02/02/2015 20:00""",1,71013,4,37,900393.5,1020980
"4465","""4465""","""02/02/2015 20:00""",1,72113,1,6,880879,997061.2
"4466","""4466""","""02/02/2015 20:00""",-1,72113,1,6,880879,997061.2
"4467","""4467""","""02/02/2015 20:35""",1,51212,5,56,891021.3,1029960
"4468","""4468""","""02/02/2015 21:00""",1,67701,4,35,908422.1,1017299
"4469","""4469""","""02/02/2015 21:00""",1,65701,4,77,895417.8,1021428
"4470","""4470""","""02/02/2015 21:00""",1,182130,5,48,877678,1028783
"4471","""4471""","""02/02/2015 21:25""",1,63701,2,9,879649.6,1008791
"4472","""4472""","""02/02/2015 21:50""",1,67701,2,11,880685.6,1011630
"4473","""4473""","""02/02/2015 21:50""",1,142320,5,57,893470.3,1029256
"4474","""4474""","""02/02/2015 21:56""",1,250000,4,36,906794.4,1019094
"4475","""4475""","""02/02/2015 21:56""",1,265321,3,31,895070.9,1013761
"4476","""4476""","""02/02/2015 21:57""",1,95100,2,8,877386.9,1004094
"4477","""4477""","""02/02/2015 22:00""",1,44015,3,21,903943.1,1010655
"4478","""4478""","""02/02/2015 22:12""",1,265321,5,54,889565.4,1026473
"4479","""4479""","""02/02/2015 22:41""",1,266999,6,72,889499.6,1042717
"4480","""4480""","""02/02/2015 22:55""",1,42011,5,55,890776.1,1032066
"4481","""4481""","""02/02/2015 23:33""",1,266999,6,56,898082.8,1029269
"4482","""4482""","""02/02/2015 23:50""",1,64601,1,3,888036.9,994869.5
"4483","""4483""","""02/03/2015 00:01""",1,52212,6,76,890737.8,1045164
"4484","""4484""","""02/03/2015 00:01""",1,64701,1,1,889334.6,993988.3
"4485","""4485""","""02/03/2015 00:14""",1,63701,2,15,893179.3,1004622
"4486","""4486""","""02/03/2015 02:00""",1,51230,6,68,896636.5,1034558
"4487","""4487""","""02/03/2015 02:00""",1,65601,1,3,887338.8,995319.1
"4488","""4488""","""02/03/2015 02:29""",1,142320,4,35,910429,1018494
"4489","""4489""","""02/03/2015 02:45""",1,41011,5,51,887661.3,1026321
"4490","""4490""","""02/03/2015 02:45""",1,41014,5,51,887661.3,1026321
"4491","""4491""","""02/03/2015 03:00""",1,43015,5,50,886647.9,1037023
"4492","""4492""","""02/03/2015 03:00""",1,266999,5,50,886647.9,1037023
"4493","""4493""","""02/03/2015 04:35""",1,31111,6,76,889952.3,1045606
"4494","""4494""","""02/03/2015 06:00""",1,51312,5,38,891471.8,1021359
"4495","""4495""","""02/03/2015 06:07""",1,64601,2,11,880860.7,1013686
"4496","""4496""","""02/03/2015 06:14""",1,142320,3,20,907229.8,1010030
"4497","""4497""","""02/03/2015 06:35""",1,265321,3,21,902856.8,1010867
"4498","""4498""","""02/03/2015 06:50""",1,266510,4,36,905518.4,1017446
"4499","""4499""","""02/03/2015 07:00""",1,51112,6,73,892337.2,1048009
"4500","""4500""","""02/03/2015 07:25""",1,265321,6,76,889151.9,1046796
"4501","""4501""","""02/03/2015 07:25""",1,71030,5,46,879999.1,1025126
"4502","""4502""","""02/03/2015 07:30""",1,69602,1,5,886792.4,1001145
"4503","""4503""","""02/03/2015 07:37""",1,266510,4,36,905518.4,1017446
"4504","""4504""","""02/03/2015 07:45""",1,151110,2,15,891871.9,1003773
"4505","""4505""","""02/03/2015 07:45""",1,266999,2,15,891871.9,1003773
"4506","""4506""","""02/03/2015 08:00""",1,51122,6,76,890460.1,1044937
"4507","""4507""","""02/03/2015 08:00""",1,67701,5,50,886270.5,1032266
"4508","""4508""","""02/03/2015 08:00""",1,69602,2,8,877754.1,1003572
"4509","""4509""","""02/03/2015 08:00""",1,51322,6,56,898651.3,1030291
"4510","""4510""","""02/03/2015 08:00""",-1,67701,5,50,886270.5,1032266
"4511","""4511""","""02/03/2015 08:30""",1,51112,2,42,878458.1,1017372
"4512","""4512""","""02/03/2015 08:30""",1,65701,3,22,901454.8,1006277
"4513","""4513""","""02/03/2015 09:00""",1,64711,5,38,893684.9,1021926
"4514","""4514""","""02/03/2015 09:00""",1,51130,6,73,892575.1,1047874
"4515","""4515""","""02/03/2015 09:00""",1,92000,6,70,890074.4,1037079
"4516","""4516""","""02/03/2015 09:05""",1,63701,6,69,894946.5,1033224
"4517","""4517""","""02/03/2015 09:26""",1,263299,4,35,909482.5,1017796
"4518","""4518""","""02/03/2015 10:00""",1,65701,5,50,886190.9,1036205
"4519","""4519""","""02/03/2015 10:15""",1,142320,3,22,899459.5,1008904
"4520","""4520""","""02/03/2015 10:30""",1,63701,3,19,893513.3,1004053
"4521","""4521""","""02/03/2015 10:30""",1,92000,4,35,908113.4,1017396
"4522","""4522""","""02/03/2015 10:41""",1,91114,3,16,895824,1001167
"4523","""4523""","""02/03/2015 10:45""",1,69702,4,59,902219.7,1021301
"4524","""4524""","""02/03/2015 11:00""",1,265321,1,5,888005.3,1001445
"4525","""4525""","""02/03/2015 11:00""",1,92000,6,66,903209.7,1033402
"4526","""4526""","""02/03/2015 11:26""",1,51322,3,26,897618.5,1012257
"4527","""4527""","""02/03/2015 11:40""",1,63701,2,15,886109,1008775
"4528","""4528""","""02/03/2015 11:43""",1,151110,6,76,889917.8,1047203
"4529","""4529""","""02/03/2015 11:50""",1,130000,1,5,887453.9,1003850
"4530","""4530""","""02/03/2015 12:00""",1,142320,3,24,898640.8,1011221
"4531","""4531""","""02/03/2015 12:00""",1,51122,3,25,895061.7,1007792
"4532","""4532""","""02/03/2015 12:00""",1,51312,1,17,894248.1,996715.3
"4533","""4533""","""02/03/2015 12:00""",1,265321,6,73,891000.9,1047846
"4534","""4534""","""02/03/2015 12:25""",1,142320,1,16,890823.5,998087.9
"4535","""4535""","""02/03/2015 12:29""",1,266999,4,61,906189.8,1022184
"4536","""4536""","""02/03/2015 12:40""",1,130000,4,65,904206.9,1029350
"4537","""4537""","""02/03/2015 12:53""",1,265321,3,16,894687.1,1001692
"4538","""4538""","""02/03/2015 13:00""",1,142320,5,56,891763.6,1030576
"4539","""4539""","""02/03/2015 13:20""",1,151130,3,23,899729.6,1009927
"4540","""4540""","""02/03/2015 13:20""",1,51112,4,59,901256.9,1022549
"4541","""4541""","""02/03/2015 13:31""",1,266999,3,33,904285,1014042
"4542","""4542""","""02/03/2015 13:34""",1,67601,5,50,883229.3,1035353
"4543","""4543""","""02/03/2015 13:50""",1,63701,3,18,899425.3,1004775
"4544","""4544""","""02/03/2015 14:00""",1,31422,4,35,906343.9,1016785
"4545","""4545""","""02/03/2015 14:00""",1,142320,3,21,902865.4,1008695
