"","SCHOOL_NAME","YEAR","TOTAL","Asian_Per","Black_Per","Hispanic_Per","Indian_Per","White_Per","FreeReducedLunch_FTE_Per"
"626","WOERNER ELEM. (5970)",2014,364,9.6,24.7,8.5,0,57.1,"89.4"
"627","WOERNER ELEM. (5970)",2013,366,10.7,23.2,7.4,0,58.7,"84.2"
"628","WOERNER ELEM. (5970)",2012,362,9.7,24.3,5.5,0,60.5,"87"
"629","WOERNER ELEM. (5970)",2011,358,8.4,24.6,5.3,0,61.7,"88.9"
"630","WOERNER ELEM. (5970)",2010,402,6.5,22.1,6,0.2,65.2,"86.3"
"631","WOERNER ELEM. (5970)",2009,369,6,23.8,7,0,63.1,"67.8"
"632","WOERNER ELEM. (5970)",2008,380,6.8,21.3,6.1,0,65.8,"77.2"
"633","WOODWARD ELEM. (6120)",2015,358,4.5,69.3,8.9,0,17.3,"*"
"634","WOODWARD ELEM. (6120)",2014,345,6.1,68.7,11,0,14.2,"*"
"635","WOODWARD ELEM. (6120)",2013,265,6.4,62.3,14.7,0.4,16.2,"*"
"636","WOODWARD ELEM. (6120)",2012,268,8.2,59.7,13.8,1.1,17.2,"*"
"637","WOODWARD ELEM. (6120)",2011,289,6.2,56.4,12.5,0.7,24.2,"93.1"
"638","WOODWARD ELEM. (6120)",2010,322,5.3,57.1,13,0.3,24.2,"92.4"
"639","WOODWARD ELEM. (6120)",2009,283,2.5,52.7,9.5,0.4,35,"70.6"
"640","WOODWARD ELEM. (6120)",2008,304,4.6,55.3,7.9,0.7,31.6,"70.4"
"641","WYMAN ELEM. (6140)",2008,201,5,84.1,2,0,9,"79.5"
"642","YEATMAN-LIDDELL MIDDLE SCHOOL (2080)",2015,358,0,99.4,0,0,0.6,"*"
"643","YEATMAN-LIDDELL MIDDLE SCHOOL (2080)",2014,421,0,99.8,0,0,0.2,"94.7"
"644","YEATMAN-LIDDELL MIDDLE SCHOOL (2080)",2013,391,0,99.2,0,0,0.8,"*"
"645","YEATMAN-LIDDELL MIDDLE SCHOOL (2080)",2012,354,0,99.4,0,0,0.6,"*"
"646","YEATMAN-LIDDELL MIDDLE SCHOOL (2080)",2011,267,0,99.6,0,0,0.4,"93"
"647","YEATMAN-LIDDELL MIDDLE SCHOOL (2080)",2010,239,0,99.6,0,0,0.4,"87.9"
"648","YEATMAN-LIDDELL MIDDLE SCHOOL (2080)",2009,304,0,100,0,0,0,"83.2"
"649","YEATMAN-LIDDELL MIDDLE SCHOOL (2080)",2008,317,0,99.7,0,0,0.3,"84.5"
