"","DBN","School","NumTest","NumTest5th","MeanScore","MeanScore5th","L1Num","L1Num5th","L2Num","L2Num5th","L3Num","L3Num5th","L4Num","L4Num5th","L34Num","L34Num5th","L34Pct","L34Pct5th","Improv","Improv5th"
"50","02M167","J.H.S. 167 ROBERT F. WAGNER",1258,NA,319,NA,142,NA,379,NA,463,NA,274,NA,737,NA,58.6,NA,-9.7,NA
"51","02M177","YORKVILLE EAST MIDDLE SCHOOL",54,NA,319,NA,2,NA,27,NA,11,NA,14,NA,25,NA,46.3,NA,NA,NA
"52","02M183","P.S. 183 ROBERT L. STEVENSON",273,93,329,327,30,11,53,22,104,30,86,30,190,60,69.6,64.5,-11.9,-21.4
"53","02M198","P.S. 198 ISADOR E. IDA STRAUS",207,47,306,288,55,19,67,21,52,6,33,1,85,7,41.1,14.9,-13.3,-32.5
"54","02M212","P.S. 212 MIDTOWN WEST",165,52,324,328,14,1,50,15,51,20,50,16,101,36,61.2,69.2,-17.7,-15.7
"55","02M217","P.S./I.S. 217 ROOSEVELT ISLAND",204,35,313,317,40,5,65,9,63,13,36,8,99,21,48.5,60,-7.8,-10.5
"56","02M225","ELLA BAKER SCHOOL",90,14,313,314,6,2,46,7,30,3,8,2,38,5,42.2,35.7,-4.3,-16.7
"57","02M234","P.S. 234 INDEPENDENCE SCHOOL",338,112,328,327,22,7,78,22,152,54,86,29,238,83,70.4,74.1,-22,-19.7
"58","02M255","M.S. 255 SALK SCHOOL OF SCIENCE",362,NA,343,NA,11,NA,21,NA,129,NA,201,NA,330,NA,91.2,NA,4.3,NA
"59","02M260","M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS",261,NA,329,NA,8,NA,51,NA,125,NA,77,NA,202,NA,77.4,NA,8.3,NA
"60","02M267","EAST SIDE ELEMENTARY SCHOOL  PS 267",74,NA,326,NA,4,NA,25,NA,35,NA,10,NA,45,NA,60.8,NA,NA,NA
"61","02M276","BATTERY PARK CITY SCHOOL",523,86,323,328,53,7,146,21,203,30,121,28,324,58,62,67.4,NA,NA
"62","02M289","I.S. 289",281,NA,321,NA,15,NA,83,NA,124,NA,59,NA,183,NA,65.1,NA,-22.5,NA
"63","02M290","P.S. 290 MANHATTAN NEW SCHOOL",318,120,331,332,15,5,69,23,134,46,100,46,234,92,73.6,76.7,-16.9,-10.3
"64","02M312","NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES",540,NA,339,NA,8,NA,64,NA,214,NA,254,NA,468,NA,86.7,NA,-6.2,NA
"65","02M347","THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL",29,4,293,NA,8,NA,14,NA,6,NA,1,NA,7,NA,24.1,NA,7.7,NA
"66","02M397","SPRUCE STREET SCHOOL",150,46,331,341,9,3,40,4,57,16,44,23,101,39,67.3,84.8,NA,NA
"67","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",33,NA,327,NA,1,NA,6,NA,15,NA,11,NA,26,NA,78.8,NA,5.7,NA
"68","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",82,NA,333,NA,0,NA,15,NA,44,NA,23,NA,67,NA,81.7,NA,-2.7,NA
"69","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",276,NA,318,NA,17,NA,108,NA,107,NA,44,NA,151,NA,54.7,NA,-10.5,NA
"70","02M422","QUEST TO LEARN",279,NA,312,NA,47,NA,87,NA,103,NA,42,NA,145,NA,52,NA,NA,NA
"71","02M442","BALLET TECH  NYC PUBLIC SCHOOL FOR DANCE",149,41,326,329,4,0,48,16,59,12,38,13,97,25,65.1,61,-10.1,-7.3
"72","02M655","LIFE SCIENCES SECONDARY SCHOOL",63,NA,291,NA,23,NA,31,NA,8,NA,1,NA,9,NA,14.3,NA,-32.4,NA
"73","02M896","LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL",321,NA,309,NA,54,NA,139,NA,86,NA,42,NA,128,NA,39.9,NA,-16,NA
"74","02M933","CITY KNOLL MIDDLE SCHOOL",70,NA,304,NA,15,NA,29,NA,16,NA,10,NA,26,NA,37.1,NA,NA,NA
"75","03M009","P.S. 009 SARAH ANDERSON",295,106,335,340,20,5,59,24,96,20,120,57,216,77,73.2,72.6,-1.5,-0.5
"76","03M054","J.H.S. 054 BOOKER T. WASHINGTON",767,NA,333,NA,52,NA,97,NA,309,NA,309,NA,618,NA,80.6,NA,16.1,NA
"77","03M075","P.S. 075 EMILY DICKINSON",250,97,306,308,65,23,100,43,59,18,26,13,85,31,34,32,-27.4,-28.4
"78","03M076","P.S. 076 A. PHILIP RANDOLPH",243,38,293,285,92,21,104,15,38,2,9,0,47,2,19.3,5.3,-16.7,-17.2
"79","03M084","P.S. 084 LILLIAN WEBER",181,48,310,311,43,9,58,17,58,14,22,8,80,22,44.2,45.8,5.9,20.5
"80","03M087","P.S. 087 WILLIAM SHERMAN",396,146,334,338,10,3,87,27,165,59,134,57,299,116,75.5,79.5,-8.1,-2.9
"81","03M145","P.S. 145  THE BLOOMINGDALE SCHOOL",140,50,280,283,77,24,52,19,10,6,1,1,11,7,7.9,14,-31.1,-21.8
"82","03M149","P.S. 149 SOJOURNER TRUTH",150,19,278,271,79,12,59,6,10,1,2,0,12,1,8,5.3,-12.9,-23.8
"83","03M163","P.S. 163 ALFRED E. SMITH",302,106,320,322,52,15,91,30,81,29,78,32,159,61,52.6,57.5,-6.1,0.1
"84","03M165","P.S. 165 ROBERT E. SIMON",450,74,291,290,177,28,188,31,66,14,19,1,85,15,18.9,20.3,-31.1,-27.3
"85","03M166","P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY",268,95,330,329,31,10,51,23,87,25,99,37,186,62,69.4,65.3,-4,5.6
"86","03M180","P.S. 180 HUGO NEWMAN",323,56,298,308,100,11,147,28,59,13,17,4,76,17,23.5,30.4,-26.8,-11.9
"87","03M191","P.S. 191 AMSTERDAM",256,37,284,295,112,11,114,21,25,4,5,1,30,5,11.7,13.5,-35,-22.3
"88","03M199","P.S. 199 JESSIE ISADOR STRAUS",390,130,332,330,16,6,86,25,173,62,115,37,288,99,73.8,76.2,-11.4,-6.6
"89","03M208","P.S. 208 ALAIN L. LOCKE",138,43,285,279,68,22,48,16,20,5,2,0,22,5,15.9,11.6,-19.2,-26
"90","03M241","STEM INSTITUTE OF MANHATTAN",41,8,274,289,27,4,12,3,2,1,0,0,2,1,4.9,12.5,-11.4,-13
"91","03M242","P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY",84,28,288,285,42,18,28,5,12,4,2,1,14,5,16.7,17.9,-27.9,-27.9
"92","03M243","M.S. 243 CENTER SCHOOL",215,54,339,344,0,0,27,8,85,16,103,30,188,46,87.4,85.2,0.3,-11.3
"93","03M245","M.S. M245 THE COMPUTER SCHOOL",382,NA,323,NA,22,NA,109,NA,174,NA,77,NA,251,NA,65.7,NA,3.4,NA
"94","03M247","M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL",171,NA,299,NA,35,NA,99,NA,32,NA,5,NA,37,NA,21.6,NA,-5.4,NA
"95","03M250","M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL",171,NA,303,NA,31,NA,92,NA,38,NA,10,NA,48,NA,28.1,NA,-13.7,NA
"96","03M256","M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE",125,NA,285,NA,58,NA,46,NA,19,NA,2,NA,21,NA,16.8,NA,-1.7,NA
"97","03M258","COMMUNITY ACTION SCHOOL - MS 258",207,NA,296,NA,56,NA,118,NA,30,NA,3,NA,33,NA,15.9,NA,-10.6,NA
"98","03M333","P.S. 333 MANHATTAN SCHOOL FOR CHILDREN",372,65,322,316,37,6,106,25,154,26,75,8,229,34,61.6,52.3,-4.7,-20.9
"99","03M334","THE ANDERSON SCHOOL",403,79,356,351,1,0,14,3,98,27,290,49,388,76,96.3,96.2,-2,-3.8
"100","03M415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS",33,NA,277,NA,22,NA,11,NA,0,NA,0,NA,0,NA,0,NA,-19.8,NA
"101","03M421","WEST PREP ACADEMY",163,NA,291,NA,48,NA,97,NA,17,NA,1,NA,18,NA,11,NA,NA,NA
"102","03M452","P.S. 452",97,NA,332,NA,9,NA,20,NA,36,NA,32,NA,68,NA,70.1,NA,NA,NA
"103","03M859","SPECIAL MUSIC SCHOOL",83,14,347,351,0,0,10,2,30,4,43,8,73,12,88,85.7,NA,NA
"104","03M860","FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL",64,NA,289,NA,21,NA,31,NA,11,NA,1,NA,12,NA,18.8,NA,-33.4,NA
"105","03M862","MOTT HALL II",314,NA,320,NA,18,NA,106,NA,139,NA,51,NA,190,NA,60.5,NA,-21.2,NA
"106","04M007","P.S. 007 SAMUEL STERN",208,36,295,293,63,14,102,14,36,6,7,2,43,8,20.7,22.2,-15.7,-16.3
"107","04M012","TAG YOUNG SCHOLARS",361,59,342,336,3,2,48,10,136,24,174,23,310,47,85.9,79.7,10,-18.2
"108","04M013","J.H.S. 013 JACKIE ROBINSON",30,NA,274,NA,15,NA,12,NA,2,NA,1,NA,3,NA,10,NA,0.6,NA
"109","04M037","RIVER EAST ELEMENTARY",99,31,302,296,26,13,42,10,24,5,7,3,31,8,31.3,25.8,-5.1,-24.2
"110","04M038","P.S. 38 ROBERTO CLEMENTE",111,38,282,286,57,20,44,13,9,4,1,1,10,5,9,13.2,-31.5,-23.8
"111","04M050","P.S. 050 VITO MARCANTONIO",206,34,277,266,119,25,77,8,8,1,2,0,10,1,4.9,2.9,-24.6,-17.1
"112","04M057","JAMES WELDON JOHNSON",511,95,296,299,183,35,205,36,99,18,24,6,123,24,24.1,25.3,-23.3,-19.9
"113","04M072","THE LEXINGTON ACADEMY",270,57,291,290,108,25,114,21,40,9,8,2,48,11,17.8,19.3,-39.8,-39.2
"114","04M083","P.S. 083 LUIS MUNOZ RIVERA",188,66,310,307,37,19,72,22,59,16,20,9,79,25,42,37.9,-25.2,-28.8
"115","04M096","P.S. 096 JOSEPH LANZETTA",276,43,282,278,146,28,99,14,25,1,6,0,31,1,11.2,2.3,-34,-66.3
"116","04M102","P.S. 102 JACQUES CARTIER",122,34,289,276,59,18,40,15,13,1,10,0,23,1,18.9,2.9,-24.3,-60.3
"117","04M108","P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX",432,53,287,282,185,32,182,16,61,5,4,0,65,5,15,9.4,-43.6,-48.9
"118","04M146","P.S. 146 ANN M. SHORT",169,61,282,285,94,33,56,20,16,6,3,2,19,8,11.2,13.1,-26.6,-33.6
"119","04M155","P.S. 155 WILLIAM PACA",139,48,281,284,79,27,44,14,15,7,1,0,16,7,11.5,14.6,-28.8,-22.7
"120","04M171","P.S. 171 PATRICK HENRY",451,55,312,308,67,14,170,19,156,18,58,4,214,22,47.5,40,-13.2,-21.4
"121","04M182","THE BILINGUAL BICULTURAL SCHOOL",152,58,294,294,66,25,53,23,29,9,4,1,33,10,21.7,17.2,-52.2,-55.8
"122","04M206","P.S. 206 JOSE CELSO BARBOSA",403,61,289,298,161,21,191,26,39,10,12,4,51,14,12.7,23,-27.6,-17.7
"123","04M224","M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS",148,NA,304,NA,27,NA,66,NA,50,NA,5,NA,55,NA,37.2,NA,-43.6,NA
"124","04M372","ESPERANZA PREPARATORY ACADEMY",217,NA,279,NA,114,NA,85,NA,15,NA,3,NA,18,NA,8.3,NA,NA,NA
"125","04M375","MOSAIC PREPARATORY ACADEMY",143,50,284,279,71,27,56,17,13,4,3,2,16,6,11.2,12,NA,NA
"126","04M377","RENAISSANCE SCHOOL OF THE ARTS",150,NA,289,NA,62,NA,68,NA,16,NA,4,NA,20,NA,13.3,NA,NA,NA
"127","04M381","GLOBAL NEIGHBORHOOD SECONDARY SCHOOL",137,NA,279,NA,70,NA,56,NA,11,NA,0,NA,11,NA,8,NA,NA,NA
"128","04M406","GLOBAL TECHNOLOGY PREPARATORY",144,NA,287,NA,60,NA,58,NA,22,NA,4,NA,26,NA,18.1,NA,NA,NA
"129","04M497","CENTRAL PARK EAST I",15,4,318,NA,0,NA,9,NA,6,NA,0,NA,6,NA,40,NA,6.3,NA
"130","04M610","YOUNG WOMEN'S LEADERSHIP SCHOOL",133,NA,307,NA,15,NA,72,NA,39,NA,7,NA,46,NA,34.6,NA,-25.5,NA
"131","04M825","ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE",248,NA,285,NA,114,NA,110,NA,18,NA,6,NA,24,NA,9.7,NA,-22.5,NA
"132","04M964","CENTRAL PARK EAST II",53,10,322,320,5,2,18,3,20,3,10,2,30,5,56.6,50,22.1,30.6
"133","05M030","P.S. 030 HERNANDEZ/HUGHES",130,35,286,289,59,14,54,16,14,3,3,2,17,5,13.1,14.3,-19.3,-19
"134","05M036","P.S. 036 MARGARET DOUGLAS",202,83,284,283,106,44,74,31,20,7,2,1,22,8,10.9,9.6,NA,NA
"135","05M046","P.S. 046 ARTHUR TAPPAN",494,85,277,271,277,52,140,21,71,10,6,2,77,12,15.6,14.1,-19.6,-23.4
"136","05M092","P.S. 092 MARY MCLEOD BETHUNE",107,24,286,280,54,15,39,9,10,0,4,0,14,0,13.1,0,-15.6,-21.3
"137","05M123","P.S. 123 MAHALIA JACKSON",308,43,276,284,176,18,109,20,18,2,5,3,23,5,7.5,11.6,-25.3,-18.3
"138","05M125","P.S. 125 RALPH BUNCHE",59,19,313,298,8,6,25,9,23,4,3,0,26,4,44.1,21.1,13.1,-6.3
"139","05M129","P.S. 129 JOHN H. FINLEY",293,39,292,291,124,19,115,13,39,5,15,2,54,7,18.4,17.9,-22.7,-27.3
"140","05M133","P.S. 133 FRED R MOORE",103,37,284,291,50,17,39,13,13,6,1,1,14,7,13.6,18.9,-31.9,-18.4
"141","05M148","EAGLE ACADEMY FOR YOUNG MEN OF HARLEM",111,NA,287,NA,48,NA,49,NA,11,NA,3,NA,14,NA,12.6,NA,NA,NA
"142","05M154","P.S. 154 HARRIET TUBMAN",120,34,280,277,73,26,34,4,12,4,1,0,13,4,10.8,11.8,-32.9,-31.1
"143","05M161","P.S. 161 PEDRO ALBIZU CAMPOS",600,97,285,286,272,42,251,48,63,6,14,1,77,7,12.8,7.2,-32,-34.2
"144","05M175","P.S. 175 HENRY H GARNET",173,56,280,281,97,31,59,21,14,3,3,1,17,4,9.8,7.1,-25.6,-28.7
"145","05M194","P.S. 194 COUNTEE CULLEN",70,19,270,260,45,13,20,4,5,2,0,0,5,2,7.1,10.5,-30.2,-14
"146","05M197","P.S. 197 JOHN B. RUSSWURM",136,56,282,277,67,31,46,18,17,5,6,2,23,7,16.9,12.5,-26.3,-28
"147","05M200","P.S. 200- THE JAMES MCCUNE SMITH SCHOOL",229,72,276,279,130,37,75,28,22,7,2,0,24,7,10.5,9.7,-21.1,-23.9
"148","05M286","I.S. M286 RENAISSANCE LEADERSHIP ACADEMY",159,NA,275,NA,85,NA,64,NA,8,NA,2,NA,10,NA,6.3,NA,-9.7,NA
"149","05M302","KAPPA IV",180,NA,278,NA,99,NA,65,NA,16,NA,0,NA,16,NA,8.9,NA,-47,NA
"150","05M318","THURGOOD MARSHALL ACADEMY LOWER SCHOOL",107,31,305,307,25,4,53,19,21,7,8,1,29,8,27.1,25.8,NA,NA
"151","05M362","COLUMBIA SECONDARY SCHOOL",269,NA,333,NA,8,NA,39,NA,129,NA,93,NA,222,NA,82.5,NA,NA,NA
"152","05M367","ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL",14,NA,275,NA,7,NA,5,NA,2,NA,0,NA,2,NA,14.3,NA,NA,NA
"153","05M410","THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES",88,NA,273,NA,50,NA,33,NA,3,NA,2,NA,5,NA,5.7,NA,NA,NA
"154","05M469","CHOIR ACADEMY OF HARLEM",25,NA,267,NA,18,NA,7,NA,0,NA,0,NA,0,NA,0,NA,-20,NA
"155","05M499","FREDERICK DOUGLASS ACADEMY",268,NA,290,NA,101,NA,116,NA,41,NA,10,NA,51,NA,19,NA,-42.7,NA
"156","05M514","NEW DESIGN MIDDLE SCHOOL",238,NA,274,NA,145,NA,78,NA,14,NA,1,NA,15,NA,6.3,NA,NA,NA
"157","05M670","THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE",159,NA,295,NA,58,NA,62,NA,31,NA,8,NA,39,NA,24.5,NA,-12.3,NA
"158","06M004","P.S. 004 DUKE ELLINGTON",275,77,286,284,126,34,111,38,33,5,5,0,38,5,13.8,6.5,-17.3,-23.8
"159","06M005","P.S. 005 ELLEN LURIE",287,85,275,275,163,49,93,29,26,4,5,3,31,7,10.8,8.2,-40.8,-39
"160","06M008","P.S. 008 LUIS BELLIARD",255,77,286,278,117,40,98,26,39,10,1,1,40,11,15.7,14.3,-23.7,-20.3
"161","06M018","P.S. 018 PARK TERRACE",241,40,276,268,136,26,89,12,12,2,4,0,16,2,6.6,5,-18.2,-25.8
"162","06M028","P.S. 028 WRIGHT BROTHERS",342,92,287,294,145,32,135,38,52,17,10,5,62,22,18.1,23.9,-21.7,-10.1
"163","06M048","P.S. 048 P.O. MICHAEL J. BUCZEK",259,75,287,289,115,27,101,30,42,17,1,1,43,18,16.6,24,-21.3,-14
"164","06M052","J.H.S. 052 INWOOD",446,NA,284,NA,174,NA,219,NA,46,NA,7,NA,53,NA,11.9,NA,-28.9,NA
"165","06M098","P.S. 098 SHORAC KAPPOCK",231,66,280,285,127,31,77,25,24,7,3,3,27,10,11.7,15.2,-49.7,NA
"166","06M115","P.S. 115 ALEXANDER HUMBOLDT",261,83,275,271,156,49,78,28,21,6,6,0,27,6,10.3,7.2,-30.4,-29.2
"167","06M128","P.S. 128 AUDUBON",231,63,282,272,124,39,77,21,23,2,7,1,30,3,13,4.8,-32.4,-40.9
"168","06M132","P.S. 132 JUAN PABLO DUARTE",299,93,283,276,155,52,100,34,39,7,5,0,44,7,14.7,7.5,-37.2,-40.8
"169","06M143","J.H.S. 143 ELEANOR ROOSEVELT",344,NA,271,NA,207,NA,105,NA,29,NA,3,NA,32,NA,9.3,NA,-19.9,NA
"170","06M152","P.S. 152 DYCKMAN VALLEY",261,80,286,285,134,43,95,24,28,9,4,4,32,13,12.3,16.3,-35.4,-26.8
"171","06M153","P.S. 153 ADAM CLAYTON POWELL",351,100,286,287,156,45,117,28,56,17,22,10,78,27,22.2,27,-24.8,-25.6
"172","06M173","P.S. 173",284,85,288,291,121,31,99,32,52,17,12,5,64,22,22.5,25.9,-22.3,-11.5
"173","06M178","PROFESSOR JUAN BOSCH PUBLIC SCHOOL",102,NA,306,NA,25,NA,40,NA,30,NA,7,NA,37,NA,36.3,NA,NA,NA
"174","06M187","P.S./I.S. 187 HUDSON CLIFFS",490,78,311,317,87,9,183,29,160,30,60,10,220,40,44.9,51.3,-20.6,-8.2
"175","06M189","P.S. 189",475,137,284,282,208,58,187,58,60,12,20,9,80,21,16.8,15.3,-32.5,-23.5
"176","06M192","P.S. 192 JACOB H. SCHIFF",117,35,283,288,62,14,41,15,10,4,4,2,14,6,12,17.1,-14.3,-17.1
"177","06M209","HAMILTON GRANGE MIDDLE SCHOOL",60,NA,276,NA,33,NA,25,NA,2,NA,0,NA,2,NA,3.3,NA,NA,NA
"178","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP",259,38,297,294,70,15,136,18,47,5,6,0,53,5,20.5,13.2,-22.6,-32.3
"179","06M218","I.S. 218 SALOME URENA",213,NA,269,NA,130,NA,64,NA,14,NA,5,NA,19,NA,8.9,NA,-11.3,NA
"180","06M223","THE MOTT HALL SCHOOL",271,NA,315,NA,34,NA,95,NA,92,NA,50,NA,142,NA,52.4,NA,-41.9,NA
"181","06M278","PAULA HEDBAVNY SCHOOL",342,54,308,313,61,11,155,18,92,19,34,6,126,25,36.8,46.3,5.2,3.4
"182","06M293","CITY COLLEGE ACADEMY OF THE ARTS",240,NA,308,NA,31,NA,118,NA,76,NA,15,NA,91,NA,37.9,NA,1.4,NA
"183","06M311","AMISTAD DUAL LANGUAGE SCHOOL",244,35,298,296,67,10,125,22,46,3,6,0,52,3,21.3,8.6,-27.5,-34.6
"184","06M314","MUSCOTA",102,29,318,318,19,5,26,9,39,9,18,6,57,15,55.9,51.7,-0.8,-8.3
"185","06M319","M.S. 319 - MARIA TERESA",543,NA,280,NA,271,NA,199,NA,65,NA,8,NA,73,NA,13.4,NA,-6.6,NA
"186","06M322","MIDDLE SCHOOL 322",292,NA,272,NA,168,NA,96,NA,25,NA,3,NA,28,NA,9.6,NA,-8.1,NA
"187","06M324","M.S. 324 - PATRIA MIRABAL",413,NA,286,NA,169,NA,179,NA,54,NA,11,NA,65,NA,15.7,NA,-5.9,NA
"188","06M325","P.S. 325",128,47,281,277,69,31,46,10,11,5,2,1,13,6,10.2,12.8,-16.9,-20.9
"189","06M326","M.S. 326 - WRITERS TODAY & LEADERS TOMORROW",192,NA,273,NA,102,NA,66,NA,21,NA,3,NA,24,NA,12.5,NA,-1.7,NA
"190","06M328","M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY",195,NA,262,NA,124,NA,66,NA,5,NA,0,NA,5,NA,2.6,NA,-19,NA
"191","06M346","COMMUNITY HEALTH ACADEMY OF THE HEIGHTS",244,NA,287,NA,96,NA,122,NA,22,NA,4,NA,26,NA,10.7,NA,NA,NA
"192","06M348","WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL",264,NA,295,NA,86,NA,112,NA,59,NA,7,NA,66,NA,25,NA,NA,NA
"193","06M349","HARBOR HEIGHTS",106,NA,245,NA,97,NA,9,NA,0,NA,0,NA,0,NA,0,NA,NA,NA
"194","06M366","WASHINGTON HEIGHTS ACADEMY",236,71,300,303,74,22,93,23,47,17,22,9,69,26,29.2,36.6,NA,NA
"195","06M368","HAMILTON HEIGHTS SCHOOL",51,14,284,285,29,8,13,5,7,0,2,1,9,1,17.6,7.1,NA,NA
"196","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL",176,NA,283,NA,89,NA,66,NA,19,NA,2,NA,21,NA,11.9,NA,-30.2,NA
"197","07X001","P.S. 001 COURTLANDT SCHOOL",306,95,283,281,162,56,106,30,32,6,6,3,38,9,12.4,9.5,-22.9,-24.2
"198","07X005","PS 5 PORT MORRIS",479,70,280,280,261,46,177,18,35,5,6,1,41,6,8.6,8.6,-28.5,-23.2
"199","07X018","P.S. 018 JOHN PETER ZENGER",265,83,279,273,138,54,96,22,28,7,3,0,31,7,11.7,8.4,-28.7,-30.5
"200","07X025","P.S. 025 BILINGUAL SCHOOL",173,42,294,290,68,18,66,15,33,7,6,2,39,9,22.5,21.4,-6.2,-5
"201","07X029","P.S./M.S. 029 MELROSE SCHOOL",471,64,276,281,275,39,155,18,36,5,5,2,41,7,8.7,10.9,-22.1,-22
"202","07X030","P.S. 030 WILTON",259,90,277,281,150,48,88,34,19,7,2,1,21,8,8.1,8.9,-25.6,-26.1
"203","07X031","P.S./M.S. 031 THE WILLIAM LLOYD GARRISON",411,49,273,271,264,36,123,10,16,1,8,2,24,3,5.8,6.1,-34.3,-26
"204","07X043","P.S. 043 JONAS BRONCK",203,62,289,287,87,27,87,25,26,9,3,1,29,10,14.3,16.1,-21.1,-19.8
"205","07X049","P.S. 049 WILLIS AVENUE",315,100,283,276,168,65,111,29,29,6,7,0,36,6,11.4,6,-25.7,-31
"206","07X065","P.S. 065 MOTHER HALE ACADEMY",172,57,275,276,112,40,45,12,14,5,1,0,15,5,8.7,8.8,-21.8,-12.5
"207","07X151","J.H.S. 151 LOU GEHRIG",232,NA,271,NA,141,NA,73,NA,17,NA,1,NA,18,NA,7.8,NA,-4.1,NA
"208","07X154","P.S. 154 JONATHAN D. HYATT",176,57,290,293,74,18,71,31,29,8,2,0,31,8,17.6,14,-14.6,-17.2
"209","07X157","P.S. 157 GROVE HILL",273,88,292,290,104,40,130,41,38,7,1,0,39,7,14.3,8,-15.6,-20.4
"210","07X161","P.S. 161 PONCE DE LEON",211,73,291,289,76,27,90,36,38,7,7,3,45,10,21.3,13.7,-17.6,-20
"211","07X162","J.H.S. 162 LOLA RODRIGUEZ DE TIO",318,NA,271,NA,196,NA,108,NA,14,NA,0,NA,14,NA,4.4,NA,-29.2,NA
"212","07X179","P.S. 179",154,50,287,290,64,20,62,21,26,8,2,1,28,9,18.2,18,-40.1,-24.9
"213","07X203","M.S. 203",71,NA,276,NA,38,NA,29,NA,4,NA,0,NA,4,NA,5.6,NA,-7.3,NA
"214","07X221","SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL",279,NA,286,NA,124,NA,124,NA,29,NA,2,NA,31,NA,11.1,NA,-28.1,NA
"215","07X223","M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY",274,NA,302,NA,56,NA,133,NA,69,NA,16,NA,85,NA,31,NA,13,NA
"216","07X224","P.S. / I.S. 224",324,NA,280,NA,170,NA,130,NA,20,NA,4,NA,24,NA,7.4,NA,-0.4,NA
"217","07X277","P.S. 277",192,70,289,294,92,26,73,31,25,13,2,0,27,13,14.1,18.6,-18.9,-13
"218","07X296","SOUTH BRONX ACADEMY FOR APPLIED MEDIA",314,NA,278,NA,173,NA,125,NA,13,NA,3,NA,16,NA,5.1,NA,-0.9,NA
"219","07X298","ACADEMY OF PUBLIC RELATIONS",324,NA,278,NA,184,NA,110,NA,23,NA,7,NA,30,NA,9.3,NA,-4,NA
"220","07X343","ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY",289,NA,288,NA,121,NA,113,NA,46,NA,9,NA,55,NA,19,NA,NA,NA
"221","07X359","CONCOURSE VILLAGE ELEMENTARY SCHOOL",49,NA,326,NA,2,NA,18,NA,23,NA,6,NA,29,NA,59.2,NA,NA,NA
"222","07X369","YOUNG LEADERS ELEMENTARY SCHOOL",104,43,266,268,76,29,25,13,2,1,1,0,3,1,2.9,2.3,NA,NA
"223","07X385","PERFORMANCE SCHOOL",128,62,267,267,96,46,24,11,8,5,0,0,8,5,6.3,8.1,NA,NA
"224","07X500","HOSTOS-LINCOLN ACADEMY OF SCIENCE",193,NA,286,NA,88,NA,81,NA,22,NA,2,NA,24,NA,12.4,NA,-14.5,NA
"225","07X551","THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS",239,NA,274,NA,145,NA,82,NA,10,NA,2,NA,12,NA,5,NA,NA,NA
"226","08X014","P.S. X014 SENATOR JOHN CALANDRA",304,118,302,308,85,28,120,44,80,32,19,14,99,46,32.6,39,-32.8,-19.1
"227","08X036","P.S. 036 UNIONPORT",303,96,304,309,80,20,125,37,75,29,23,10,98,39,32.3,40.6,-31.3,-28.8
"228","08X048","P.S. 048 JOSEPH R. DRAKE",318,104,276,279,193,65,97,33,23,4,5,2,28,6,8.8,5.8,-49.3,NA
"229","08X062","P.S. 062 INOCENSIO CASANOVA",304,94,281,281,168,54,108,32,22,4,6,4,28,8,9.2,8.5,-36.5,NA
"230","08X069","P.S. 069 JOURNEY PREP SCHOOL",228,71,308,299,45,25,97,25,70,15,16,6,86,21,37.7,29.6,-27.7,NA
"231","08X071","P.S. 071 ROSE E. SCALA",1115,191,303,303,269,54,480,83,264,38,102,16,366,54,32.8,28.3,-29.9,-34.7
"232","08X072","P.S. 072 DR. WILLIAM DORNEY",370,96,289,297,165,40,144,36,49,12,12,8,61,20,16.5,20.8,-28.9,-23.1
