"","DBN","School","NumTest","NumTest5th","MeanScore","MeanScore5th","L1Num","L1Num5th","L2Num","L2Num5th","L3Num","L3Num5th","L4Num","L4Num5th","L34Num","L34Num5th","L34Pct","L34Pct5th","Improv","Improv5th"
"233","08X075","P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY",238,69,286,292,112,24,97,33,22,8,7,4,29,12,12.2,17.4,-28,-20
"234","08X093","P.S. 093 ALBERT G. OLIVER",166,55,286,289,73,23,72,22,18,9,3,1,21,10,12.7,18.2,-21,-18.4
"235","08X100","P.S. 100 ISAAC CLASON",262,71,291,289,103,29,116,34,37,7,6,1,43,8,16.4,11.3,-47.2,NA
"236","08X101","M.S. X101 EDWARD R. BYRNE",477,NA,310,NA,95,NA,164,NA,136,NA,82,NA,218,NA,45.7,NA,-46.6,NA
"237","08X107","P.S. 107",211,75,285,285,111,43,73,24,26,7,1,1,27,8,12.8,10.7,-21.4,-15
"238","08X119","P.S. 119",464,144,292,292,188,65,172,48,72,22,32,9,104,31,22.4,21.5,-34.5,NA
"239","08X123","J.H.S. 123 JAMES M. KIERAN",370,NA,277,NA,201,NA,147,NA,18,NA,4,NA,22,NA,5.9,NA,-14.5,NA
"240","08X125","J.H.S. 125 HENRY HUDSON",382,NA,281,NA,200,NA,123,NA,50,NA,9,NA,59,NA,15.4,NA,-20.4,NA
"241","08X130","P.S. 130 ABRAM STEVENS HEWITT",213,66,277,275,135,43,56,17,22,6,0,0,22,6,10.3,9.1,-35.5,NA
"242","08X131","J.H.S. 131 ALBERT EINSTEIN",551,NA,282,NA,275,NA,208,NA,59,NA,9,NA,68,NA,12.3,NA,-26.8,NA
"243","08X138","P.S. 138 SAMUEL RANDALL",378,121,288,286,166,52,135,50,64,15,13,4,77,19,20.4,15.7,-29.3,NA
"244","08X140","P.S. X140 THE EAGLE SCHOOL",280,90,282,280,155,51,97,31,22,6,6,2,28,8,10,8.9,-30.6,-30.9
"245","08X146","P.S. 146 EDWARD COLLINS",155,57,288,280,73,35,57,16,25,6,0,0,25,6,16.1,10.5,-12.2,-11.2
"246","08X152","P.S. 152 EVERGREEN",412,120,283,283,208,56,156,53,40,10,8,1,48,11,11.7,9.2,-22.1,-19.5
"247","08X182","P.S. 182",422,110,301,299,134,36,157,43,86,23,45,8,131,31,31,28.2,-35.3,NA
"248","08X269","BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",211,NA,283,NA,95,NA,89,NA,25,NA,2,NA,27,NA,12.8,NA,-18.3,NA
"249","08X301","M.S. 301 PAUL L. DUNBAR",186,NA,265,NA,148,NA,32,NA,5,NA,1,NA,6,NA,3.2,NA,-9.2,NA
"250","08X302","M.S. 302 LUISA DESSUS CRUZ",496,NA,280,NA,251,NA,187,NA,47,NA,11,NA,58,NA,11.7,NA,-13.9,NA
"251","08X304","P.S. 304 EARLY CHILDHOOD SCHOOL",234,74,315,316,38,12,78,21,81,27,37,14,118,41,50.4,55.4,-13,7.3
"252","08X333","P.S. 333 - THE MUSEUM SCHOOL",164,42,289,288,75,19,72,17,13,4,4,2,17,6,10.4,14.3,-31.9,NA
"253","08X335","THE ACADEMY OF THE ARTS",121,39,288,288,55,18,45,16,19,4,2,1,21,5,17.4,12.8,-3.9,-10.9
"254","08X337","THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE",365,NA,303,NA,86,NA,161,NA,85,NA,33,NA,118,NA,32.3,NA,-5.1,NA
"255","08X366","URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEMENT",158,NA,280,NA,89,NA,55,NA,10,NA,4,NA,14,NA,8.9,NA,NA,NA
"256","08X367","ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOGY APPLICATIONS",255,NA,294,NA,94,NA,99,NA,52,NA,10,NA,62,NA,24.3,NA,NA,NA
"257","08X371","URBAN INSTITUTE OF MATHEMATICS",282,NA,304,NA,53,NA,127,NA,79,NA,23,NA,102,NA,36.2,NA,NA,NA
"258","08X375","THE BRONX MATHEMATICS PREPARATORY SCHOOL",253,NA,279,NA,144,NA,89,NA,17,NA,3,NA,20,NA,7.9,NA,NA,NA
"259","08X376","ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL",195,NA,287,NA,87,NA,76,NA,28,NA,4,NA,32,NA,16.4,NA,NA,NA
"260","08X424","THE HUNTS POINT SCHOOL",298,NA,272,NA,190,NA,86,NA,20,NA,2,NA,22,NA,7.4,NA,NA,NA
"261","08X448","SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP",335,NA,286,NA,153,NA,131,NA,43,NA,8,NA,51,NA,15.2,NA,NA,NA
"262","08X467","MOTT HALL COMMUNITY SCHOOL",202,NA,283,NA,97,NA,71,NA,31,NA,3,NA,34,NA,16.8,NA,NA,NA
"263","08X562","BLUEPRINT MIDDLE SCHOOL",286,NA,281,NA,145,NA,106,NA,32,NA,3,NA,35,NA,12.2,NA,NA,NA
"264","09X004","P.S./M.S. 004 CROTONA PARK WEST",308,44,284,276,138,25,134,18,27,0,9,1,36,1,11.7,2.3,-20,-38.9
"265","09X011","P.S. 011 HIGHBRIDGE",357,121,288,286,152,53,146,52,51,13,8,3,59,16,16.5,13.2,-35.2,NA
"266","09X022","J.H.S. 022 JORDAN L. MOTT",424,NA,270,NA,277,NA,127,NA,18,NA,2,NA,20,NA,4.7,NA,-18,NA
"267","09X028","P.S. 028 MOUNT HOPE",305,84,284,289,134,34,122,30,38,14,11,6,49,20,16.1,23.8,-25.2,-8.8
"268","09X035","P.S. 035 FRANZ SIEGEL",321,86,288,290,142,39,136,36,40,11,3,0,43,11,13.4,12.8,-52.6,NA
"269","09X042","P.S. 042 CLAREMONT",188,50,282,289,96,22,68,18,22,9,2,1,24,10,12.8,20,-30.8,-19.5
"270","09X053","P.S. 053 BASHEER QUISIM",581,202,294,296,222,82,238,76,88,24,33,20,121,44,20.8,21.8,-20.6,-18.6
"271","09X055","P.S. 055 BENJAMIN FRANKLIN",343,107,273,278,212,60,106,38,22,8,3,1,25,9,7.3,8.4,-21.7,-16.3
"272","09X058","P.S. 058",168,51,281,271,88,32,62,15,15,4,3,0,18,4,10.7,7.8,-25.2,-29
"273","09X063","P.S. 063 AUTHOR'S ACADEMY",222,59,300,297,61,17,101,30,52,10,8,2,60,12,27,20.3,-14.6,-14.9
"274","09X064","P.S. 064 PURA BELPRE",266,119,267,268,187,83,65,29,10,5,4,2,14,7,5.3,5.9,-31.2,-30
"275","09X070","P.S. 070 MAX SCHOENFELD",633,189,275,269,393,132,181,46,51,9,8,2,59,11,9.3,5.8,-37.7,-40.9
"276","09X073","P.S. 073 BRONX",346,127,275,275,217,78,106,41,22,8,1,0,23,8,6.6,6.3,-24.3,-22.4
"277","09X088","P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL",36,NA,304,NA,8,NA,18,NA,10,NA,0,NA,10,NA,27.8,NA,-11.2,NA
"278","09X109","P.S. 109 SEDGWICK",379,128,280,283,203,65,128,45,44,16,4,2,48,18,12.7,14.1,-30.7,-24
"279","09X110","P.S. 110 THEODORE SCHOENFELD",196,63,289,281,83,34,73,14,37,14,3,1,40,15,20.4,23.8,-20,-9
"280","09X114","P.S. X114 - LUIS LLORENS TORRES SCHOOLS",410,154,272,273,266,98,109,43,31,10,4,3,35,13,8.5,8.4,-30.4,NA
"281","09X117","I.S. 117 JOSEPH H. WADE",547,NA,270,NA,356,NA,166,NA,24,NA,1,NA,25,NA,4.6,NA,-19.2,NA
"282","09X126","P.S. 126 DR MARJORIE H DUNBAR",293,83,288,284,137,42,116,33,37,7,3,1,40,8,13.7,9.6,-21,-23.4
"283","09X128","MOTT HALL III",341,NA,304,NA,59,NA,162,NA,92,NA,28,NA,120,NA,35.2,NA,-48.1,NA
"284","09X132","P.S. 132 GARRET A. MORGAN",207,66,274,287,134,31,57,28,15,7,1,0,16,7,7.7,10.6,-26.9,-22.3
"285","09X145","J.H.S. 145 ARTURO TOSCANINI",311,NA,270,NA,190,NA,104,NA,14,NA,3,NA,17,NA,5.5,NA,-27.4,NA
"286","09X163","P.S. 163 ARTHUR A. SCHOMBURG",281,92,286,283,119,48,117,33,38,8,7,3,45,11,16,12,-29.9,-44.5
"287","09X199","P.S. 199X - THE SHAKESPEARE SCHOOL",359,116,281,278,202,63,103,43,44,7,10,3,54,10,15,8.6,-25.1,-31.4
"288","09X204","P.S. 204 MORRIS HEIGHTS",251,81,296,291,85,33,110,38,44,7,12,3,56,10,22.3,12.3,-46,-42.2
"289","09X215","KAPPA",289,38,295,299,95,13,125,16,53,5,16,4,69,9,23.9,23.7,-46.9,-54.6
"290","09X218","P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL",574,94,295,297,192,34,258,39,104,13,20,8,124,21,21.6,22.3,-33.5,-30.6
"291","09X219","I.S. 219 NEW VENTURE SCHOOL",284,NA,265,NA,195,NA,86,NA,3,NA,0,NA,3,NA,1.1,NA,-17.9,NA
"292","09X229","I.S. 229 ROLAND PATTERSON",224,NA,275,NA,135,NA,72,NA,14,NA,3,NA,17,NA,7.6,NA,-12.4,NA
"293","09X230","P.S. 230 DR ROLAND N. PATTERSON",143,70,290,286,58,32,56,24,26,13,3,1,29,14,20.3,20,-21.2,NA
"294","09X231","EAGLE ACADEMY FOR YOUNG MEN",190,NA,285,NA,95,NA,74,NA,18,NA,3,NA,21,NA,11.1,NA,NA,NA
"295","09X232","I.S. 232",518,NA,277,NA,289,NA,183,NA,37,NA,9,NA,46,NA,8.9,NA,-11.6,NA
"296","09X236","P.S. 236 LANGSTON HUGHES",203,52,283,281,99,25,77,21,25,5,2,1,27,6,13.3,11.5,NA,NA
"297","09X241","URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE  THE",264,NA,283,NA,130,NA,114,NA,16,NA,4,NA,20,NA,7.6,NA,-47.9,NA
"298","09X274","THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK",101,NA,284,NA,54,NA,36,NA,10,NA,1,NA,11,NA,10.9,NA,NA,NA
"299","09X294","THE WALTON AVENUE SCHOOL",77,NA,289,NA,35,NA,31,NA,11,NA,0,NA,11,NA,14.3,NA,NA,NA
"300","09X303","I.S. X303 LEADERSHIP & COMMUNITY SERVICE",269,NA,286,NA,106,NA,133,NA,23,NA,7,NA,30,NA,11.2,NA,-27.4,NA
"301","09X311","LUCERO ELEMENTARY SCHOOL",74,NA,269,NA,49,NA,19,NA,5,NA,1,NA,6,NA,8.1,NA,NA,NA
"302","09X313","I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT",283,NA,270,NA,184,NA,83,NA,13,NA,3,NA,16,NA,5.7,NA,-9.5,NA
"303","09X323","BRONX WRITING ACADEMY",418,NA,280,NA,208,NA,164,NA,39,NA,7,NA,46,NA,11,NA,-19,NA
"304","09X324","BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING",210,NA,280,NA,111,NA,79,NA,20,NA,0,NA,20,NA,9.5,NA,NA,NA
"305","09X325","URBAN SCIENCE ACADEMY",288,NA,264,NA,207,NA,67,NA,13,NA,1,NA,14,NA,4.9,NA,-18.9,NA
"306","09X327","COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327",302,NA,302,NA,72,NA,138,NA,72,NA,20,NA,92,NA,30.5,NA,-28.3,NA
"307","09X328","NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL",161,NA,273,NA,96,NA,56,NA,9,NA,0,NA,9,NA,5.6,NA,-7.1,NA
"308","09X339","I.S. 339",498,NA,271,NA,315,NA,158,NA,23,NA,2,NA,25,NA,5,NA,-16.9,NA
"309","09X350","NEW DIRECTIONS SECONDARY SCHOOL",88,NA,257,NA,73,NA,12,NA,3,NA,0,NA,3,NA,3.4,NA,NA,NA
"310","09X361","THE HIGHBRIDGE GREEN SCHOOL",254,NA,286,NA,107,NA,125,NA,16,NA,6,NA,22,NA,8.7,NA,NA,NA
"311","09X413","BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",164,NA,300,NA,41,NA,71,NA,45,NA,7,NA,52,NA,31.7,NA,-26.4,NA
"312","09X443","THE FAMILY SCHOOL",229,70,282,273,121,48,70,15,34,5,4,2,38,7,16.6,10,NA,NA
"313","09X449","GRANT AVENUE ELEMENTARY SCHOOL",190,59,279,277,106,33,64,19,19,7,1,0,20,7,10.5,11.9,NA,NA
"314","09X454","SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL",412,NA,298,NA,108,NA,190,NA,84,NA,30,NA,114,NA,27.7,NA,NA,NA
"315","09X457","SHERIDAN ACADEMY FOR YOUNG LEADERS",263,80,278,280,162,47,73,23,26,9,2,1,28,10,10.6,12.5,NA,NA
"316","09X505","BRONX SCHOOL FOR LAW  GOVERNMENT AND JUSTICE",262,NA,302,NA,58,NA,122,NA,62,NA,20,NA,82,NA,31.3,NA,-25.2,NA
"317","09X555","MOUNT EDEN CHILDREN'S ACADEMY",57,NA,300,NA,18,NA,27,NA,12,NA,0,NA,12,NA,21.1,NA,NA,NA
"318","09X568","YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX",218,NA,308,NA,23,NA,113,NA,65,NA,17,NA,82,NA,37.6,NA,NA,NA
"319","10X003","P.S. 3 RAUL JULIA MICRO SOCIETY",182,24,293,276,58,14,89,9,33,1,2,0,35,1,19.2,4.2,-21.6,-43.7
"320","10X007","MILTON FEIN SCHOOL",458,146,302,303,150,44,159,55,88,28,61,19,149,47,32.5,32.2,-20.6,-21.3
"321","10X008","P.S. 008 ISSAC VARIAN",506,164,294,299,190,55,194,63,100,36,22,10,122,46,24.1,28,-28,-26.7
"322","10X009","P.S. 9 RYER AVENUE ELEMENTARY SCHOOL",369,120,281,284,207,61,119,44,40,14,3,1,43,15,11.7,12.5,-30.3,-27.5
"323","10X015","P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING",343,61,299,292,104,24,139,28,70,7,30,2,100,9,29.2,14.8,-24.8,-45.6
"324","10X020","PS/MS 20 P.O.GEORGE J. WERDANN  III",637,129,289,290,269,55,271,58,85,14,12,2,97,16,15.2,12.4,-30.4,-35.7
"325","10X023","P.S. 023 THE NEW CHILDREN'S SCHOOL",256,76,279,271,140,52,85,18,27,5,4,1,31,6,12.1,7.9,NA,NA
"326","10X024","P.S. 024 SPUYTEN DUYVIL",410,124,314,311,78,24,141,50,129,35,62,15,191,50,46.6,40.3,-36.7,-39.9
"327","10X032","P.S. 032 BELMONT",384,132,289,287,172,53,148,63,56,15,8,1,64,16,16.7,12.1,-45,-53.1
"328","10X033","P.S. 033 TIMOTHY DWIGHT",458,136,281,279,258,79,151,47,42,9,7,1,49,10,10.7,7.4,-36.4,-34.5
"329","10X037","P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL",426,69,290,279,174,40,176,23,63,3,13,3,76,6,17.8,8.7,-21.7,-43.7
"330","10X045","THOMAS C. GIORDANO MIDDLE SCHOOL 45",677,NA,282,NA,319,NA,273,NA,73,NA,12,NA,85,NA,12.6,NA,-32,NA
"331","10X046","P.S. 046 EDGAR ALLAN POE",600,203,272,274,369,128,171,59,53,12,7,4,60,16,10,7.9,-37.2,-40.8
"332","10X051","P.S. 051 BRONX NEW SCHOOL",101,39,298,295,36,18,39,15,20,4,6,2,26,6,25.7,15.4,-41.9,-45.2
"333","10X054","P.S. / I.S. 54",204,66,286,290,101,31,73,27,23,5,7,3,30,8,14.7,12.1,-17.5,-19.8
"334","10X056","P.S. 056 NORWOOD HEIGHTS",344,89,305,315,89,18,132,32,86,19,37,20,123,39,35.8,43.8,-11.8,-2
"335","10X059","P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY",229,53,279,288,135,25,70,19,22,8,2,1,24,9,10.5,17,-29.2,-16.6
"336","10X080","J.H.S. 080 THE MOSHOLU PARKWAY",569,NA,277,NA,313,NA,208,NA,43,NA,5,NA,48,NA,8.4,NA,-15.8,NA
"337","10X081","P.S. 081 ROBERT J. CHRISTEN",240,75,311,309,43,12,99,34,69,22,29,7,98,29,40.8,38.7,-42.7,-51.4
"338","10X085","P.S. 085 GREAT EXPECTATIONS",483,162,271,264,318,121,140,38,23,3,2,0,25,3,5.2,1.9,-32.4,-33.7
"339","10X086","P.S. 086 KINGSBRIDGE HEIGHTS",855,208,294,294,319,81,306,70,166,34,64,23,230,57,26.9,27.4,-24.3,-20.7
"340","10X091","P.S. 091 BRONX",296,64,290,290,129,31,107,21,51,8,9,4,60,12,20.3,18.8,-31.9,-25.1
"341","10X094","P.S. 094 KINGS COLLEGE SCHOOL",543,186,280,276,288,108,200,69,41,4,14,5,55,9,10.1,4.8,-38.2,-43.8
"342","10X095","P.S. 095 SHEILA MENCHER",805,125,293,295,296,41,355,61,124,18,30,5,154,23,19.1,18.4,-33,-30.3
"343","10X118","J.H.S. 118 WILLIAM W. NILES",1105,NA,293,NA,403,NA,378,NA,232,NA,92,NA,324,NA,29.3,NA,-23.8,NA
"344","10X141","RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)",637,NA,305,NA,148,NA,259,NA,160,NA,70,NA,230,NA,36.1,NA,-27.4,NA
"345","10X159","P.S. 159 LUIS MUNOZ MARIN BILING",91,30,292,291,39,15,35,10,14,4,3,1,17,5,18.7,16.7,-41.3,-42.6
"346","10X205","P.S. 205 FIORELLO LAGUARDIA",490,156,294,293,178,64,207,67,91,21,14,4,105,25,21.4,16,-43.7,-47.3
"347","10X206","I.S. 206 ANN MERSEREAU",252,NA,272,NA,164,NA,82,NA,5,NA,1,NA,6,NA,2.4,NA,-32.2,NA
"348","10X225","THEATRE ARTS PRODUCTION COMPANY SCHOOL",205,NA,290,NA,84,NA,80,NA,36,NA,5,NA,41,NA,20,NA,-31.5,NA
"349","10X226","P.S. 226",226,72,285,292,106,23,92,39,26,9,2,1,28,10,12.4,13.9,-26.5,NA
"350","10X228","JONAS BRONCK ACADEMY",254,NA,306,NA,43,NA,124,NA,71,NA,16,NA,87,NA,34.3,NA,0.3,NA
"351","10X243","WEST BRONX ACADEMY FOR THE FUTURE",247,NA,289,NA,96,NA,108,NA,38,NA,5,NA,43,NA,17.4,NA,-11.6,NA
"352","10X244","THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM",738,NA,295,NA,236,NA,326,NA,140,NA,36,NA,176,NA,23.8,NA,-2.2,NA
"353","10X246","P.S. 246 POE CENTER",327,114,280,282,189,63,109,37,25,11,4,3,29,14,8.9,12.3,-28.2,-25.3
"354","10X254","I.S. 254",447,NA,278,NA,239,NA,159,NA,42,NA,7,NA,49,NA,11,NA,-13.7,NA
"355","10X279","P.S. 279 CAPTAIN MANUEL RIVERA  JR.",659,108,283,285,312,62,244,28,87,15,16,3,103,18,15.6,16.7,-20.5,-23.1
"356","10X280","P.S./M.S. 280 MOSHOLU PARKWAY",584,102,295,296,208,41,229,34,125,21,22,6,147,27,25.2,26.5,-42.4,-40.2
"357","10X291","P.S. 291",331,115,294,290,136,54,123,41,59,17,13,3,72,20,21.8,17.4,-42.5,NA
"358","10X306","P.S. 306",349,108,282,290,177,44,124,43,42,18,6,3,48,21,13.8,19.4,-14.6,-6.6
"359","10X307","LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY",174,59,287,290,78,23,69,24,26,11,1,1,27,12,15.5,20.3,-69.5,NA
"360","10X308","BRONX DANCE ACADEMY SCHOOL",249,NA,299,NA,60,NA,128,NA,53,NA,8,NA,61,NA,24.5,NA,-12.7,NA
"361","10X310","P.S. 310 MARBLE HILL",322,99,285,280,153,54,140,40,25,4,4,1,29,5,9,5.1,-41.5,-51.6
"362","10X315","P.S. 315 LAB SCHOOL",196,29,293,297,76,12,69,11,39,4,12,2,51,6,26,20.7,-16.8,-31.7
"363","10X331","THE BRONX SCHOOL OF YOUNG LEADERS",352,NA,280,NA,173,NA,143,NA,30,NA,6,NA,36,NA,10.2,NA,-22.4,NA
"364","10X340","P.S. 340",270,89,288,289,124,42,105,33,34,10,7,4,41,14,15.2,15.7,-47.5,-40.8
"365","10X342","INTERNATIONAL SCHOOL FOR LIBERAL ARTS",143,NA,272,NA,86,NA,39,NA,14,NA,4,NA,18,NA,12.6,NA,NA,NA
"366","10X344","AMPARK NEIGHBORHOOD",156,40,309,315,37,7,50,13,53,15,16,5,69,20,44.2,50,NA,NA
"367","10X360","P.S. 360",185,58,282,285,96,30,59,19,27,8,3,1,30,9,16.2,15.5,-33.3,-32.6
"368","10X363","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE",375,NA,282,NA,186,NA,151,NA,36,NA,2,NA,38,NA,10.1,NA,NA,NA
"369","10X368","IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)",430,NA,288,NA,169,NA,190,NA,58,NA,13,NA,71,NA,16.5,NA,-23.2,NA
"370","10X382","ELEMENTARY SCHOOL FOR MATH  SCIENCE  AND TECHNOLOGY",141,44,282,283,75,22,46,15,19,7,1,0,20,7,14.2,15.9,NA,NA
"371","10X386","SCHOOL FOR ENVIRONMENTAL CITIZENSHIP",209,66,283,276,102,36,75,25,30,4,2,1,32,5,15.3,7.6,NA,NA
"372","10X390","M.S. 390",346,NA,277,NA,190,NA,128,NA,22,NA,6,NA,28,NA,8.1,NA,-22.4,NA
"373","10X391","THE ANGELO PATRI MIDDLE SCHOOL",463,NA,270,NA,304,NA,122,NA,29,NA,8,NA,37,NA,8,NA,-13.8,NA
"374","10X396","P.S. 396",161,51,287,287,73,20,61,23,21,7,6,1,27,8,16.8,15.7,-29.2,NA
"375","10X447","CRESTON ACADEMY",443,NA,286,NA,204,NA,169,NA,61,NA,9,NA,70,NA,15.8,NA,NA,NA
"376","10X459","EAST FORDHAM ACADEMY FOR THE ARTS",332,NA,276,NA,191,NA,112,NA,28,NA,1,NA,29,NA,8.7,NA,NA,NA
"377","11X016","P.S. 016 WAKEFIELD",255,91,287,287,106,40,118,39,25,10,6,2,31,12,12.2,13.2,-39.3,-36.3
"378","11X019","P.S. 019 JUDITH K. WEISS",314,48,308,312,60,11,123,18,88,9,43,10,131,19,41.7,39.6,-34.5,-50.9
"379","11X021","P.S. 021 PHILIP H. SHERIDAN",320,102,286,282,158,60,116,31,43,10,3,1,46,11,14.4,10.8,-31.2,-42.5
"380","11X041","P.S. 041 GUN HILL ROAD",449,133,290,293,194,51,141,50,82,21,32,11,114,32,25.4,24.1,-27.3,-28.6
"381","11X068","P.S. 068 BRONX",358,105,291,292,143,38,149,49,58,15,8,3,66,18,18.4,17.1,-35.6,-30.8
"382","11X076","P.S. 076 THE BENNINGTON SCHOOL",511,166,284,284,253,83,177,56,69,22,12,5,81,27,15.9,16.3,-46.1,-41.8
"383","11X078","P.S. 078 ANNE HUTCHINSON",342,114,282,287,186,54,111,48,42,9,3,3,45,12,13.2,10.5,-33,-42.3
"384","11X083","P.S. 083 DONALD HERTZ",1169,190,300,299,313,64,502,69,265,37,89,20,354,57,30.3,30,-23.6,-25.8
"385","11X087","P.S. 087 BRONX",320,101,290,293,134,42,135,43,45,13,6,3,51,16,15.9,15.8,-26.8,-26.2
"386","11X089","P.S. 089 BRONX",877,124,284,278,413,70,306,41,141,12,17,1,158,13,18,10.5,-22.4,-36
"387","11X096","P.S. 096 RICHARD RODGERS",493,169,293,291,212,69,161,58,102,36,18,6,120,42,24.3,24.9,-38.4,-40.2
"388","11X097","P.S. 097 BRONX",306,98,300,298,89,29,133,44,69,23,15,2,84,25,27.5,25.5,-34.7,-37
"389","11X103","P.S. 103 HECTOR FONTANEZ",493,158,290,292,212,63,188,70,78,21,15,4,93,25,18.9,15.8,-23.2,-24
"390","11X105","P.S. 105 SEN ABRAHAM BERNSTEIN",609,207,294,294,220,71,264,96,101,33,24,7,125,40,20.5,19.3,-32.6,-33.9
"391","11X106","P.S. 106 PARKCHESTER",557,177,299,295,164,63,249,75,116,28,28,11,144,39,25.9,22,-44.8,NA
"392","11X108","P.S. 108 PHILIP J. ABINANTI",237,66,306,309,51,14,103,27,64,17,19,8,83,25,35,37.9,-40.8,-49.1
"393","11X111","P.S. 111 SETON FALLS",328,85,278,283,204,48,89,23,31,11,4,3,35,14,10.7,16.5,-32.8,-27.8
"394","11X112","P.S. 112 BRONXWOOD",195,69,279,279,124,45,62,23,9,1,0,0,9,1,4.6,1.4,-30,-36.4
"395","11X121","P.S. 121 THROOP",471,158,294,295,195,55,158,68,81,24,37,11,118,35,25.1,22.2,-34,-38.5
"396","11X127","J.H.S. 127 THE CASTLE HILL",701,NA,294,NA,231,NA,306,NA,131,NA,33,NA,164,NA,23.4,NA,-10.7,NA
"397","11X142","MS 142 JOHN PHILIP SOUSA",108,NA,281,NA,55,NA,44,NA,9,NA,0,NA,9,NA,8.3,NA,-15.4,NA
"398","11X144","J.H.S. 144 MICHELANGELO",512,NA,286,NA,239,NA,203,NA,60,NA,10,NA,70,NA,13.7,NA,-14.2,NA
"399","11X153","P.S. 153 HELEN KELLER",347,83,309,302,80,22,125,39,96,8,46,14,142,22,40.9,26.5,-23.7,NA
"400","11X160","P.S. 160 WALT DISNEY",160,45,289,289,73,23,57,12,25,9,5,1,30,10,18.8,22.2,-43.4,NA
"401","11X169","BAYCHESTER ACADEMY",221,79,297,300,80,23,82,30,47,21,12,5,59,26,26.7,32.9,NA,NA
"402","11X175","P.S. 175 CITY ISLAND",220,43,312,309,35,10,85,15,71,12,29,6,100,18,45.5,41.9,-31.1,-37.6
"403","11X178","P.S. 178 - DR. SELMAN WAKSMAN",241,74,294,298,89,25,102,32,40,10,10,7,50,17,20.7,23,-24.1,NA
"404","11X180","M.S. 180 DR. DANIEL HALE WILLIAMS",842,NA,304,NA,169,NA,383,NA,222,NA,68,NA,290,NA,34.4,NA,-14.8,NA
"405","11X181","I.S. 181 PABLO CASALS",837,NA,300,NA,249,NA,291,NA,214,NA,83,NA,297,NA,35.5,NA,-15.6,NA
"406","11X189","CORNERSTONE ACADEMY FOR SOCIAL ACTION",168,58,293,290,64,27,74,21,27,10,3,0,30,10,17.9,17.2,NA,NA
"407","11X194","PS/MS 194",919,151,296,294,307,61,376,53,171,26,65,11,236,37,25.7,24.5,-26.1,-34.8
"408","11X272","GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH",219,NA,274,NA,134,NA,69,NA,16,NA,0,NA,16,NA,7.3,NA,-25.1,NA
"409","11X287","THE FORWARD SCHOOL",239,NA,277,NA,132,NA,92,NA,13,NA,2,NA,15,NA,6.3,NA,-28.9,NA
"410","11X289","THE YOUNG SCHOLARS ACADEMY OF THE BRONX",315,NA,278,NA,167,NA,124,NA,23,NA,1,NA,24,NA,7.6,NA,-35.4,NA
"411","11X326","BRONX GREEN MIDDLE SCHOOL",384,NA,286,NA,171,NA,172,NA,33,NA,8,NA,41,NA,10.7,NA,NA,NA
"412","11X355","BRONX ALLIANCE MIDDLE SCHOOL",199,NA,273,NA,133,NA,51,NA,14,NA,1,NA,15,NA,7.5,NA,NA,NA
"413","11X370","SCHOOL OF DIPLOMACY",217,NA,274,NA,131,NA,60,NA,26,NA,0,NA,26,NA,12,NA,NA,NA
"414","11X462","CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA)",231,NA,296,NA,62,NA,116,NA,44,NA,9,NA,53,NA,22.9,NA,NA,NA
"415","11X468","PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT",325,NA,294,NA,105,NA,158,NA,49,NA,13,NA,62,NA,19.1,NA,NA,NA
"416","11X498","PS/MS 11X498 - VAN NEST ACADEMY",407,43,304,307,88,12,187,17,101,9,31,5,132,14,32.4,32.6,NA,NA
