"","DBN","School.Name","Grade","Year","Category","Number.Tested","Mean.Scale.Score","L1.","L1..1","L2.","L2..1","L3.","L3..1","L4.","L4..1","L3.4.","L3.4..1"
"2350","06M192","P.S. 192 JACOB H. SCHIFF","5",2013,"All Students",44,"292","21","47.7","12","27.3","9","20.5","2","4.5","11","25"
"2351","06M192","P.S. 192 JACOB H. SCHIFF","5",2014,"All Students",32,"283","17","53.1","11","34.4","4","12.5","0","0","4","12.5"
"2352","06M192","P.S. 192 JACOB H. SCHIFF","5",2015,"All Students",35,"288","14","40","15","42.9","4","11.4","2","5.7","6","17.1"
"2353","06M192","P.S. 192 JACOB H. SCHIFF","All Grades",2013,"All Students",157,"286","76","48.4","57","36.3","22","14","2","1.3","24","15.3"
"2354","06M192","P.S. 192 JACOB H. SCHIFF","All Grades",2014,"All Students",150,"283","78","52","52","34.7","18","12","2","1.3","20","13.3"
"2355","06M192","P.S. 192 JACOB H. SCHIFF","All Grades",2015,"All Students",117,"283","62","53","41","35","10","8.5","4","3.4","14","12"
"2356","06M209","HAMILTON GRANGE MIDDLE SCHOOL","6",2015,"All Students",60,"276","33","55","25","41.7","2","3.3","0","0","2","3.3"
"2357","06M209","HAMILTON GRANGE MIDDLE SCHOOL","All Grades",2015,"All Students",60,"276","33","55","25","41.7","2","3.3","0","0","2","3.3"
"2358","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","3",2013,"All Students",45,"295","17","37.8","21","46.7","7","15.6","0","0","7","15.6"
"2359","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","3",2014,"All Students",41,"296","14","34.1","22","53.7","4","9.8","1","2.4","5","12.2"
"2360","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","3",2015,"All Students",41,"307","8","19.5","21","51.2","12","29.3","0","0","12","29.3"
"2361","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","4",2013,"All Students",41,"288","16","39","20","48.8","5","12.2","0","0","5","12.2"
"2362","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","4",2014,"All Students",44,"293","17","38.6","18","40.9","7","15.9","2","4.5","9","20.5"
"2363","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","4",2015,"All Students",42,"297","12","28.6","21","50","7","16.7","2","4.8","9","21.4"
"2364","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","5",2013,"All Students",34,"295","14","41.2","12","35.3","7","20.6","1","2.9","8","23.5"
"2365","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","5",2014,"All Students",35,"296","13","37.1","15","42.9","5","14.3","2","5.7","7","20"
"2366","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","5",2015,"All Students",38,"294","15","39.5","18","47.4","5","13.2","0","0","5","13.2"
"2367","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","6",2013,"All Students",52,"291","16","30.8","25","48.1","10","19.2","1","1.9","11","21.2"
"2368","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","6",2014,"All Students",50,"285","20","40","25","50","4","8","1","2","5","10"
"2369","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","6",2015,"All Students",44,"294","11","25","26","59.1","5","11.4","2","4.5","7","15.9"
"2370","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","7",2013,"All Students",57,"292","19","33.3","31","54.4","6","10.5","1","1.8","7","12.3"
"2371","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","7",2014,"All Students",49,"293","14","28.6","24","49","10","20.4","1","2","11","22.4"
"2372","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","7",2015,"All Students",47,"295","14","29.8","27","57.4","6","12.8","0","0","6","12.8"
"2373","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","8",2013,"All Students",50,"294","15","30","24","48","9","18","2","4","11","22"
"2374","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","8",2014,"All Students",52,"293","16","30.8","28","53.8","6","11.5","2","3.8","8","15.4"
"2375","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","8",2015,"All Students",47,"298","10","21.3","23","48.9","12","25.5","2","4.3","14","29.8"
"2376","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","All Grades",2013,"All Students",279,"292","97","34.8","133","47.7","44","15.8","5","1.8","49","17.6"
"2377","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","All Grades",2014,"All Students",271,"292","94","34.7","132","48.7","36","13.3","9","3.3","45","16.6"
"2378","06M210","P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP","All Grades",2015,"All Students",259,"297","70","27","136","52.5","47","18.1","6","2.3","53","20.5"
"2379","06M218","I.S. 218 SALOME URENA","6",2013,"All Students",69,"264","48","69.6","19","27.5","1","1.4","1","1.4","2","2.9"
"2380","06M218","I.S. 218 SALOME URENA","6",2014,"All Students",59,"269","35","59.3","21","35.6","2","3.4","1","1.7","3","5.1"
"2381","06M218","I.S. 218 SALOME URENA","6",2015,"All Students",65,"277","35","53.8","22","33.8","5","7.7","3","4.6","8","12.3"
"2382","06M218","I.S. 218 SALOME URENA","7",2013,"All Students",80,"272","53","66.3","24","30","3","3.8","0","0","3","3.8"
"2383","06M218","I.S. 218 SALOME URENA","7",2014,"All Students",72,"270","46","63.9","20","27.8","6","8.3","0","0","6","8.3"
"2384","06M218","I.S. 218 SALOME URENA","7",2015,"All Students",70,"259","50","71.4","18","25.7","2","2.9","0","0","2","2.9"
"2385","06M218","I.S. 218 SALOME URENA","8",2013,"All Students",108,"264","70","64.8","35","32.4","3","2.8","0","0","3","2.8"
"2386","06M218","I.S. 218 SALOME URENA","8",2014,"All Students",91,"275","46","50.5","39","42.9","6","6.6","0","0","6","6.6"
"2387","06M218","I.S. 218 SALOME URENA","8",2015,"All Students",78,"272","45","57.7","24","30.8","7","9","2","2.6","9","11.5"
"2388","06M218","I.S. 218 SALOME URENA","All Grades",2013,"All Students",257,"266","171","66.5","78","30.4","7","2.7","1","0.4","8","3.1"
"2389","06M218","I.S. 218 SALOME URENA","All Grades",2014,"All Students",222,"272","127","57.2","80","36","14","6.3","1","0.5","15","6.8"
"2390","06M218","I.S. 218 SALOME URENA","All Grades",2015,"All Students",213,"269","130","61","64","30","14","6.6","5","2.3","19","8.9"
"2391","06M223","THE MOTT HALL SCHOOL","6",2013,"All Students",101,"309","17","16.8","49","48.5","23","22.8","12","11.9","35","34.7"
"2392","06M223","THE MOTT HALL SCHOOL","6",2014,"All Students",98,"312","11","11.2","49","50","23","23.5","15","15.3","38","38.8"
"2393","06M223","THE MOTT HALL SCHOOL","6",2015,"All Students",90,"317","6","6.7","44","48.9","22","24.4","18","20","40","44.4"
"2394","06M223","THE MOTT HALL SCHOOL","7",2013,"All Students",86,"320","7","8.1","25","29.1","41","47.7","13","15.1","54","62.8"
"2395","06M223","THE MOTT HALL SCHOOL","7",2014,"All Students",95,"310","14","14.7","38","40","38","40","5","5.3","43","45.3"
"2396","06M223","THE MOTT HALL SCHOOL","7",2015,"All Students",91,"308","17","18.7","34","37.4","29","31.9","11","12.1","40","44"
"2397","06M223","THE MOTT HALL SCHOOL","8",2013,"All Students",106,"311","7","6.6","53","50","40","37.7","6","5.7","46","43.4"
"2398","06M223","THE MOTT HALL SCHOOL","8",2014,"All Students",83,"320","6","7.2","22","26.5","39","47","16","19.3","55","66.3"
"2399","06M223","THE MOTT HALL SCHOOL","8",2015,"All Students",90,"320","11","12.2","17","18.9","41","45.6","21","23.3","62","68.9"
"2400","06M223","THE MOTT HALL SCHOOL","All Grades",2013,"All Students",293,"313","31","10.6","127","43.3","104","35.5","31","10.6","135","46.1"
"2401","06M223","THE MOTT HALL SCHOOL","All Grades",2014,"All Students",276,"314","31","11.2","109","39.5","100","36.2","36","13","136","49.3"
"2402","06M223","THE MOTT HALL SCHOOL","All Grades",2015,"All Students",271,"315","34","12.5","95","35.1","92","33.9","50","18.5","142","52.4"
"2403","06M278","PAULA HEDBAVNY SCHOOL","3",2013,"All Students",54,"314","11","20.4","17","31.5","23","42.6","3","5.6","26","48.1"
"2404","06M278","PAULA HEDBAVNY SCHOOL","3",2014,"All Students",53,"301","22","41.5","16","30.2","13","24.5","2","3.8","15","28.3"
"2405","06M278","PAULA HEDBAVNY SCHOOL","3",2015,"All Students",47,"306","14","29.8","16","34","12","25.5","5","10.6","17","36.2"
"2406","06M278","PAULA HEDBAVNY SCHOOL","4",2013,"All Students",63,"298","20","31.7","29","46","11","17.5","3","4.8","14","22.2"
"2407","06M278","PAULA HEDBAVNY SCHOOL","4",2014,"All Students",55,"312","10","18.2","21","38.2","15","27.3","9","16.4","24","43.6"
"2408","06M278","PAULA HEDBAVNY SCHOOL","4",2015,"All Students",52,"310","13","25","21","40.4","10","19.2","8","15.4","18","34.6"
"2409","06M278","PAULA HEDBAVNY SCHOOL","5",2013,"All Students",52,"299","12","23.1","31","59.6","9","17.3","0","0","9","17.3"
"2410","06M278","PAULA HEDBAVNY SCHOOL","5",2014,"All Students",65,"300","20","30.8","31","47.7","10","15.4","4","6.2","14","21.5"
"2411","06M278","PAULA HEDBAVNY SCHOOL","5",2015,"All Students",54,"313","11","20.4","18","33.3","19","35.2","6","11.1","25","46.3"
"2412","06M278","PAULA HEDBAVNY SCHOOL","6",2013,"All Students",61,"293","18","29.5","33","54.1","9","14.8","1","1.6","10","16.4"
"2413","06M278","PAULA HEDBAVNY SCHOOL","6",2014,"All Students",62,"306","9","14.5","34","54.8","13","21","6","9.7","19","30.6"
"2414","06M278","PAULA HEDBAVNY SCHOOL","6",2015,"All Students",67,"308","9","13.4","36","53.7","11","16.4","11","16.4","22","32.8"
"2415","06M278","PAULA HEDBAVNY SCHOOL","7",2013,"All Students",63,"296","18","28.6","36","57.1","7","11.1","2","3.2","9","14.3"
"2416","06M278","PAULA HEDBAVNY SCHOOL","7",2014,"All Students",63,"301","14","22.2","27","42.9","21","33.3","1","1.6","22","34.9"
"2417","06M278","PAULA HEDBAVNY SCHOOL","7",2015,"All Students",59,"304","7","11.9","34","57.6","18","30.5","0","0","18","30.5"
"2418","06M278","PAULA HEDBAVNY SCHOOL","8",2013,"All Students",64,"300","16","25","30","46.9","14","21.9","4","6.3","18","28.1"
"2419","06M278","PAULA HEDBAVNY SCHOOL","8",2014,"All Students",62,"303","8","12.9","40","64.5","11","17.7","3","4.8","14","22.6"
"2420","06M278","PAULA HEDBAVNY SCHOOL","8",2015,"All Students",63,"309","7","11.1","30","47.6","22","34.9","4","6.3","26","41.3"
"2421","06M278","PAULA HEDBAVNY SCHOOL","All Grades",2013,"All Students",357,"300","95","26.6","176","49.3","73","20.4","13","3.6","86","24.1"
"2422","06M278","PAULA HEDBAVNY SCHOOL","All Grades",2014,"All Students",360,"304","83","23.1","169","46.9","83","23.1","25","6.9","108","30"
"2423","06M278","PAULA HEDBAVNY SCHOOL","All Grades",2015,"All Students",342,"308","61","17.8","155","45.3","92","26.9","34","9.9","126","36.8"
"2424","06M293","CITY COLLEGE ACADEMY OF THE ARTS","6",2013,"All Students",76,"298","22","28.9","38","50","10","13.2","6","7.9","16","21.1"
"2425","06M293","CITY COLLEGE ACADEMY OF THE ARTS","6",2014,"All Students",85,"304","9","10.6","56","65.9","14","16.5","6","7.1","20","23.5"
"2426","06M293","CITY COLLEGE ACADEMY OF THE ARTS","6",2015,"All Students",83,"306","13","15.7","44","53","16","19.3","10","12","26","31.3"
"2427","06M293","CITY COLLEGE ACADEMY OF THE ARTS","7",2013,"All Students",90,"302","16","17.8","53","58.9","19","21.1","2","2.2","21","23.3"
"2428","06M293","CITY COLLEGE ACADEMY OF THE ARTS","7",2014,"All Students",76,"299","16","21.1","47","61.8","12","15.8","1","1.3","13","17.1"
"2429","06M293","CITY COLLEGE ACADEMY OF THE ARTS","7",2015,"All Students",84,"306","13","15.5","41","48.8","29","34.5","1","1.2","30","35.7"
"2430","06M293","CITY COLLEGE ACADEMY OF THE ARTS","8",2013,"All Students",86,"302","15","17.4","51","59.3","16","18.6","4","4.7","20","23.3"
"2431","06M293","CITY COLLEGE ACADEMY OF THE ARTS","8",2014,"All Students",86,"312","7","8.1","40","46.5","31","36","8","9.3","39","45.3"
"2432","06M293","CITY COLLEGE ACADEMY OF THE ARTS","8",2015,"All Students",73,"313","5","6.8","33","45.2","31","42.5","4","5.5","35","47.9"
"2433","06M293","CITY COLLEGE ACADEMY OF THE ARTS","All Grades",2013,"All Students",252,"301","53","21","142","56.3","45","17.9","12","4.8","57","22.6"
"2434","06M293","CITY COLLEGE ACADEMY OF THE ARTS","All Grades",2014,"All Students",247,"305","32","13","143","57.9","57","23.1","15","6.1","72","29.1"
"2435","06M293","CITY COLLEGE ACADEMY OF THE ARTS","All Grades",2015,"All Students",240,"308","31","12.9","118","49.2","76","31.7","15","6.3","91","37.9"
"2436","06M311","AMISTAD DUAL LANGUAGE SCHOOL","3",2013,"All Students",47,"296","17","36.2","21","44.7","9","19.1","0","0","9","19.1"
"2437","06M311","AMISTAD DUAL LANGUAGE SCHOOL","3",2014,"All Students",48,"293","23","47.9","15","31.3","10","20.8","0","0","10","20.8"
"2438","06M311","AMISTAD DUAL LANGUAGE SCHOOL","3",2015,"All Students",43,"297","15","34.9","23","53.5","4","9.3","1","2.3","5","11.6"
"2439","06M311","AMISTAD DUAL LANGUAGE SCHOOL","4",2013,"All Students",40,"297","11","27.5","21","52.5","6","15","2","5","8","20"
"2440","06M311","AMISTAD DUAL LANGUAGE SCHOOL","4",2014,"All Students",42,"299","9","21.4","24","57.1","7","16.7","2","4.8","9","21.4"
"2441","06M311","AMISTAD DUAL LANGUAGE SCHOOL","4",2015,"All Students",48,"294","16","33.3","23","47.9","8","16.7","1","2.1","9","18.8"
"2442","06M311","AMISTAD DUAL LANGUAGE SCHOOL","5",2013,"All Students",43,"295","14","32.6","18","41.9","10","23.3","1","2.3","11","25.6"
"2443","06M311","AMISTAD DUAL LANGUAGE SCHOOL","5",2014,"All Students",40,"294","12","30","22","55","5","12.5","1","2.5","6","15"
"2444","06M311","AMISTAD DUAL LANGUAGE SCHOOL","5",2015,"All Students",35,"296","10","28.6","22","62.9","3","8.6","0","0","3","8.6"
"2445","06M311","AMISTAD DUAL LANGUAGE SCHOOL","6",2013,"All Students",48,"298","16","33.3","20","41.7","6","12.5","6","12.5","12","25"
"2446","06M311","AMISTAD DUAL LANGUAGE SCHOOL","6",2014,"All Students",44,"301","7","15.9","24","54.5","11","25","2","4.5","13","29.5"
"2447","06M311","AMISTAD DUAL LANGUAGE SCHOOL","6",2015,"All Students",39,"297","9","23.1","23","59","5","12.8","2","5.1","7","17.9"
"2448","06M311","AMISTAD DUAL LANGUAGE SCHOOL","7",2013,"All Students",42,"309","6","14.3","20","47.6","15","35.7","1","2.4","16","38.1"
"2449","06M311","AMISTAD DUAL LANGUAGE SCHOOL","7",2014,"All Students",46,"308","7","15.2","21","45.7","16","34.8","2","4.3","18","39.1"
"2450","06M311","AMISTAD DUAL LANGUAGE SCHOOL","7",2015,"All Students",42,"300","12","28.6","17","40.5","13","31","0","0","13","31"
"2451","06M311","AMISTAD DUAL LANGUAGE SCHOOL","8",2013,"All Students",39,"296","12","30.8","17","43.6","8","20.5","2","5.1","10","25.6"
"2452","06M311","AMISTAD DUAL LANGUAGE SCHOOL","8",2014,"All Students",40,"311","4","10","16","40","17","42.5","3","7.5","20","50"
"2453","06M311","AMISTAD DUAL LANGUAGE SCHOOL","8",2015,"All Students",37,"305","5","13.5","17","45.9","13","35.1","2","5.4","15","40.5"
"2454","06M311","AMISTAD DUAL LANGUAGE SCHOOL","All Grades",2013,"All Students",259,"298","76","29.3","117","45.2","54","20.8","12","4.6","66","25.5"
