"","DBN","School","NumTest","NumTest5th","MeanScore","MeanScore5th","L1Num","L1Num5th","L2Num","L2Num5th","L3Num","L3Num5th","L4Num","L4Num5th","L34Num","L34Num5th","L34Pct","L34Pct5th","Improv","Improv5th"
"887","26Q178","P.S./ IS 178 HOLLISWOOD",290,61,328,333,27,3,70,14,101,22,92,22,193,44,66.6,72.1,-18.3,-17.7
"888","26Q186","P.S. 186 CASTLEWOOD",149,58,329,338,10,2,29,6,67,33,43,17,110,50,73.8,86.2,-16.1,0.3
"889","26Q188","P.S. 188 KINGSBURY",272,86,352,351,4,2,30,13,63,21,175,50,238,71,87.5,82.6,-12.1,-17.4
"890","26Q191","P.S. 191 MAYFLOWER",177,67,325,326,13,2,53,19,64,34,47,12,111,46,62.7,68.7,-34.5,-29.4
"891","26Q203","P.S. 203 OAKLAND GARDENS",403,147,352,353,6,4,40,18,100,38,257,87,357,125,88.6,85,-5.8,-8.6
"892","26Q205","P.S. 205 ALEXANDER GRAHAM BELL",139,52,349,360,6,2,18,4,23,8,92,38,115,46,82.7,88.5,-15.1,-7.7
"893","26Q213","P.S. 213 THE CARL ULLMAN SCHOOL",170,58,333,338,15,5,32,7,52,21,71,25,123,46,72.4,79.3,-19.8,-5.7
"894","26Q216","J.H.S. 216 GEORGE J. RYAN",1171,NA,331,NA,84,NA,322,NA,366,NA,399,NA,765,NA,65.3,NA,-13.2,NA
"895","26Q221","P.S. 221 THE NORTH HILLS SCHOOL",314,118,342,343,15,9,37,15,103,39,159,55,262,94,83.4,79.7,-14.2,-16.8
"896","26Q266","P.S. / I.S. 266",432,56,330,334,23,2,122,13,145,19,142,22,287,41,66.4,73.2,-25.3,-17.3
"897","27Q042","P.S./M.S 042 R. VERNAM",361,56,266,268,268,44,76,10,13,1,4,1,17,2,4.7,3.6,-37.6,-36.7
"898","27Q043","P.S. 043",548,106,285,282,275,67,176,24,76,12,21,3,97,15,17.7,14.2,-39.6,-46.3
"899","27Q045","P.S. 045 CLARENCE WITHERSPOON",184,52,292,280,72,35,64,8,36,7,12,2,48,9,26.1,17.3,-34.3,-33.4
"900","27Q047","P.S. 047 CHRIS GALAS",116,24,325,321,8,3,41,8,40,9,27,4,67,13,57.8,54.2,-25.3,-28.6
"901","27Q053","M.S. 053 BRIAN PICCOLO",341,NA,270,NA,237,NA,85,NA,16,NA,3,NA,19,NA,5.6,NA,-18.7,NA
"902","27Q056","P.S. 056 HARRY EICHLER",307,101,306,313,78,24,98,22,93,45,38,10,131,55,42.7,54.5,-34.5,-17.7
"903","27Q060","P.S. 060 WOODHAVEN",550,195,322,325,66,22,144,48,199,81,141,44,340,125,61.8,64.1,-22.8,-14.7
"904","27Q062","P. S. 62 - CHESTER PARK SCHOOL",437,154,302,304,134,53,140,45,105,34,58,22,163,56,37.3,36.4,-49.7,-48.6
"905","27Q063","P.S. 063 OLD SOUTH",666,203,314,321,119,33,214,63,199,62,134,45,333,107,50,52.7,-33.3,-25.4
"906","27Q064","P.S. 064 JOSEPH P. ADDABBO",330,108,307,310,75,25,121,39,98,34,36,10,134,44,40.6,40.7,-47.2,-41.8
"907","27Q065","P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL",252,91,308,313,53,21,98,31,73,27,28,12,101,39,40.1,42.9,-40.4,-32.7
"908","27Q066","P.S. 066 JACQUELINE KENNEDY ONASSIS",248,88,315,323,34,8,93,31,69,29,52,20,121,49,48.8,55.7,-41.9,-29.4
"909","27Q090","P.S. 090 HORACE MANN",373,109,310,312,77,27,126,33,105,32,65,17,170,49,45.6,45,-41.8,-35.7
"910","27Q096","P.S. 096",125,40,313,331,16,2,56,13,29,12,24,13,53,25,42.4,62.5,-33.6,-7.8
"911","27Q097","P.S. 097 FOREST PARK",317,109,313,317,63,21,97,33,89,33,68,22,157,55,49.5,50.5,-31.4,-25.4
"912","27Q100","P.S. 100 GLEN MORRIS",464,152,317,317,71,28,157,48,127,52,109,24,236,76,50.9,50,-33.7,-30.1
"913","27Q104","P.S. 104 THE BAYS WATER",287,104,284,285,137,54,94,28,38,17,18,5,56,22,19.5,21.2,-43.1,-34.9
"914","27Q105","P.S. 105 THE BAY SCHOOL",476,80,282,277,272,58,147,17,48,5,9,0,57,5,12,6.3,-45.2,-51.3
"915","27Q106","P.S. 106",93,32,273,272,67,25,18,4,8,3,0,0,8,3,8.6,9.4,-71.9,-67
"916","27Q108","P.S. 108 CAPTAIN VINCENT G. FOWLER",634,210,317,318,98,39,201,69,199,64,136,38,335,102,52.8,48.6,-35.1,-40.8
"917","27Q114","P.S. / M.S. 114 BELLE HARBOR",372,78,320,329,50,8,103,18,133,30,86,22,219,52,58.9,66.7,-31.4,-27.1
"918","27Q123","P.S. 123",292,85,296,296,99,35,115,35,61,10,17,5,78,15,26.7,17.6,-34,-35.6
"919","27Q124","P.S. 124 OSMOND A CHURCH",858,148,310,309,211,48,298,36,198,37,151,27,349,64,40.7,43.2,-45.1,-41.5
"920","27Q137","M.S. 137 AMERICA'S SCHOOL OF HEROES",1701,NA,305,NA,487,NA,651,NA,344,NA,219,NA,563,NA,33.1,NA,-22.4,NA
"921","27Q146","P.S. 146 HOWARD BEACH",419,95,310,313,86,22,141,30,135,31,57,12,192,43,45.8,45.3,-32.3,-28.2
"922","27Q155","P.S. 155",241,81,309,305,55,25,88,31,63,21,35,4,98,25,40.7,30.9,-34.7,-38.9
"923","27Q183","P.S. 183 DR. RICHARD R. GREEN",340,59,271,268,226,45,84,11,23,1,7,2,30,3,8.8,5.1,-41.9,-63.5
"924","27Q197","P.S. 197 THE OCEAN SCHOOL",216,77,280,289,122,39,62,25,28,12,4,1,32,13,14.8,16.9,-37.1,-20.1
"925","27Q202","J.H.S. 202 ROBERT H. GODDARD",945,NA,298,NA,323,NA,377,NA,166,NA,79,NA,245,NA,25.9,NA,-29.9,NA
"926","27Q207","P.S. 207 ROCKWOOD PARK",452,102,319,324,68,13,124,23,162,42,98,24,260,66,57.5,64.7,-18.8,-18.6
"927","27Q210","J.H.S. 210 ELIZABETH BLACKWELL",1687,NA,300,NA,556,NA,643,NA,314,NA,174,NA,488,NA,28.9,NA,-25.8,NA
"928","27Q215","P.S. 215 LUCRETIA MOTT",63,63,283,283,41,41,14,14,8,8,0,0,8,8,12.7,12.7,-50.2,-41.3
"929","27Q223","P.S. 223 LYNDON B. JOHNSON",277,93,293,289,122,51,76,19,38,17,41,6,79,23,28.5,24.7,-37.2,-35.3
"930","27Q226","J.H.S. 226 VIRGIL I. GRISSOM",1032,NA,288,NA,491,NA,355,NA,136,NA,50,NA,186,NA,18,NA,-21.5,NA
"931","27Q232","P.S. 232 LINDENWOOD",654,125,314,318,124,27,231,29,168,40,131,29,299,69,45.7,55.2,-38.5,-24.5
"932","27Q253","P.S. 253",222,70,295,299,84,28,69,14,44,18,25,10,69,28,31.1,40,-50,NA
"933","27Q254","P.S. 254 - THE ROSA PARKS SCHOOL",268,91,327,328,20,11,67,17,90,35,91,28,181,63,67.5,69.2,-14.7,NA
"934","27Q262","CHANNEL VIEW SCHOOL FOR RESEARCH",193,NA,301,NA,47,NA,99,NA,40,NA,7,NA,47,NA,24.4,NA,-43.8,NA
"935","27Q273","P.S. 273",105,NA,303,NA,23,NA,41,NA,30,NA,11,NA,41,NA,39,NA,NA,NA
"936","27Q282","KNOWLEDGE AND POWER PREPARATORY ACADEMY VI",175,NA,299,NA,58,NA,78,NA,30,NA,9,NA,39,NA,22.3,NA,NA,NA
"937","27Q297","HAWTREE CREEK MIDDLE SCHOOL",244,NA,297,NA,90,NA,103,NA,39,NA,12,NA,51,NA,20.9,NA,NA,NA
"938","27Q306","NEW YORK CITY ACADEMY FOR DISCOVERY",222,86,303,307,64,21,74,31,58,26,26,8,84,34,37.8,39.5,NA,NA
"939","27Q309","ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL",188,NA,280,NA,112,NA,63,NA,12,NA,1,NA,13,NA,6.9,NA,NA,NA
"940","27Q317","WATERSIDE CHILDREN'S STUDIO SCHOOL",200,67,295,289,69,34,78,20,40,12,13,1,53,13,26.5,19.4,NA,NA
"941","27Q318","WATERSIDE SCHOOL FOR LEADERSHIP",189,NA,280,NA,113,NA,57,NA,17,NA,2,NA,19,NA,10.1,NA,NA,NA
"942","27Q319","VILLAGE ACADEMY",297,NA,281,NA,162,NA,110,NA,24,NA,1,NA,25,NA,8.4,NA,NA,NA
"943","27Q323","SCHOLARS' ACADEMY",521,NA,347,NA,2,NA,49,NA,192,NA,278,NA,470,NA,90.2,NA,-5.4,NA
"944","27Q333","GOLDIE MAPLE ACADEMY",244,46,299,295,85,20,94,18,45,6,20,2,65,8,26.6,17.4,NA,NA
"945","27Q362","WAVE PREPARATORY ELEMENTARY SCHOOL",142,NA,286,NA,61,NA,56,NA,19,NA,6,NA,25,NA,17.6,NA,NA,NA
"946","28Q008","J.H.S. 008 RICHARD S. GROSSLEY",441,NA,276,NA,270,NA,151,NA,16,NA,4,NA,20,NA,4.5,NA,-27.8,NA
"947","28Q040","P.S. 040 SAMUEL HUNTINGTON",265,86,288,294,119,32,93,38,36,12,17,4,53,16,20,18.6,-22.8,-17.3
"948","28Q048","P.S. 048 WILLIAM WORDSWORTH",209,62,297,287,85,34,73,21,21,4,30,3,51,7,24.4,11.3,-52.5,-65.9
"949","28Q050","P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL",345,100,305,316,114,22,89,28,80,29,62,21,142,50,41.2,50,-25.8,-5.6
"950","28Q054","P.S. 054 HILLSIDE",262,96,305,306,60,21,111,46,62,20,29,9,91,29,34.7,30.2,-33.8,-36.8
"951","28Q055","P.S. 055 MAURE",219,67,308,305,54,25,71,16,54,12,40,14,94,26,42.9,38.8,-27,-34.1
"952","28Q072","CATHERINE & COUNT BASIE MIDDLE SCHOOL 72",710,NA,283,NA,407,NA,203,NA,69,NA,31,NA,100,NA,14.1,NA,-31.5,NA
"953","28Q080","PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION",247,83,293,299,98,31,88,30,49,17,12,5,61,22,24.7,26.5,-33.5,-30
"954","28Q082","P.S. 082 HAMMOND",312,103,292,296,131,42,115,38,36,13,30,10,66,23,21.2,22.3,-64.1,-61.4
"955","28Q086","P.S. Q086",329,108,311,325,79,20,100,25,75,30,75,33,150,63,45.6,58.3,-31.3,-10.3
"956","28Q099","P.S. 099 KEW GARDENS",443,119,324,328,53,15,113,24,143,44,134,36,277,80,62.5,67.2,-20,-12.1
"957","28Q101","P.S. 101 SCHOOL IN THE GARDENS",300,86,336,342,20,8,46,7,95,30,139,41,234,71,78,82.6,-12.1,-7.9
"958","28Q117","P.S. 117 J. KELD / BRIARWOOD SCHOOL",462,140,310,321,98,18,152,41,135,54,77,27,212,81,45.9,57.9,-40.6,-28.7
"959","28Q121","P.S. 121 QUEENS",385,122,324,331,39,10,110,29,128,46,108,37,236,83,61.3,68,-23.3,-19.9
"960","28Q139","P.S. 139 REGO PARK",424,137,322,325,54,20,115,33,136,47,119,37,255,84,60.1,61.3,-28.1,-24.7
"961","28Q140","P.S. 140 EDWARD K ELLINGTON",252,80,280,277,129,51,88,21,26,8,9,0,35,8,13.9,10,-42.9,-46.9
"962","28Q144","P.S. 144 COL JEROMUS REMSEN",331,92,331,342,39,8,68,12,94,31,130,41,224,72,67.7,78.3,-20.1,-15.2
"963","28Q157","J.H.S. 157 STEPHEN A. HALSEY",1212,NA,322,NA,207,NA,366,NA,287,NA,352,NA,639,NA,52.7,NA,-15.8,NA
"964","28Q160","P.S. 160 WALTER FRANCIS BISHOP",303,95,292,304,122,29,124,44,41,13,16,9,57,22,18.8,23.2,-53.7,-36.6
"965","28Q161","P.S. 161 ARTHUR ASHE SCHOOL",293,96,315,319,41,14,104,36,95,29,53,17,148,46,50.5,47.9,-27.2,-11
"966","28Q167","METROPOLITAN EXPEDITIONARY LEARNING SCHOOL",289,NA,303,NA,74,NA,123,NA,68,NA,24,NA,92,NA,31.8,NA,NA,NA
"967","28Q174","P.S. 174 WILLIAM SIDNEY MOUNT",309,103,327,332,36,14,68,21,100,33,105,35,205,68,66.3,66,-14.5,-11.4
"968","28Q175","P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL",322,109,319,320,46,21,102,27,99,39,75,22,174,61,54,56,-27.8,-23.8
"969","28Q182","P.S. 182 SAMANTHA SMITH",504,147,289,290,227,68,173,46,73,27,31,6,104,33,20.6,22.4,NA,NA
"970","28Q190","J.H.S. 190 RUSSELL SAGE",1002,NA,320,NA,200,NA,302,NA,218,NA,282,NA,500,NA,49.9,NA,-19.7,NA
"971","28Q196","P.S. 196 GRAND CENTRAL PARKWAY",361,105,347,354,13,6,38,8,101,26,209,65,310,91,85.9,86.7,-9,-12.1
"972","28Q206","P.S. 206 THE HORACE HARDING SCHOOL",272,88,298,311,105,28,71,19,67,27,29,14,96,41,35.3,46.6,-45.1,-27.9
"973","28Q217","J.H.S. 217 ROBERT A. VAN WYCK",1095,NA,301,NA,370,NA,347,NA,228,NA,150,NA,378,NA,34.5,NA,-19,NA
"974","28Q220","P.S. 220 EDWARD MANDEL",338,110,313,316,76,28,100,27,74,27,88,28,162,55,47.9,50,-38.2,-37.7
"975","28Q284","YORK EARLY COLLEGE ACADEMY",214,NA,321,NA,32,NA,60,NA,67,NA,55,NA,122,NA,57,NA,NA,NA
"976","28Q287","THE EMERSON SCHOOL",214,NA,288,NA,98,NA,85,NA,25,NA,6,NA,31,NA,14.5,NA,NA,NA
"977","28Q303","THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS",41,NA,346,NA,0,NA,4,NA,13,NA,24,NA,37,NA,90.2,NA,NA,NA
"978","28Q310","QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL",211,NA,295,NA,81,NA,82,NA,36,NA,12,NA,48,NA,22.7,NA,NA,NA
"979","28Q332","REDWOOD MIDDLE SCHOOL",87,NA,290,NA,33,NA,37,NA,12,NA,5,NA,17,NA,19.5,NA,NA,NA
"980","28Q354","PS 354",236,66,291,281,97,41,91,18,38,7,10,0,48,7,20.3,10.6,NA,NA
"981","28Q680","QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL",272,NA,343,NA,9,NA,42,NA,86,NA,135,NA,221,NA,81.3,NA,-10.8,NA
"982","28Q896","YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS",214,NA,319,NA,26,NA,77,NA,68,NA,43,NA,111,NA,51.9,NA,NA,NA
"983","29Q015","P.S. 015 JACKIE ROBINSON",211,64,303,302,68,26,63,18,51,14,29,6,80,20,37.9,31.3,-31.2,-34.4
"984","29Q033","P.S. 033 EDWARD M. FUNK",519,156,302,303,152,53,174,48,139,47,54,8,193,55,37.2,35.3,-37.5,-27.7
"985","29Q034","P.S. 034 JOHN HARVARD",269,91,301,305,79,24,102,37,61,25,27,5,88,30,32.7,33,-31.9,-29.8
"986","29Q035","P.S. 035 NATHANIEL WOODHULL",315,102,302,306,94,35,106,26,67,21,48,20,115,41,36.5,40.2,-33.3,-27.1
"987","29Q036","P.S. 036 SAINT ALBANS SCHOOL",238,63,296,298,89,28,78,20,51,14,20,1,71,15,29.8,23.8,-45.6,-49.3
"988","29Q037","CYNTHIA JENKINS SCHOOL",246,76,290,299,123,37,56,14,41,13,26,12,67,25,27.2,32.9,-19.8,0.2
"989","29Q038","P.S. 038 ROSEDALE",113,43,301,312,33,7,48,19,27,14,5,3,32,17,28.3,39.5,-42.8,-29.6
"990","29Q052","P.S. 052 QUEENS",212,55,286,295,99,20,72,26,33,6,8,3,41,9,19.3,16.4,-36.7,-36.5
"991","29Q059","I.S. 059 SPRINGFIELD GARDENS",488,NA,288,NA,244,NA,161,NA,63,NA,20,NA,83,NA,17,NA,-17,NA
"992","29Q095","P.S. 095 EASTWOOD",721,244,307,319,208,53,208,59,156,71,149,61,305,132,42.3,54.1,-34.1,-19.2
"993","29Q109","JEAN NUZZI INTERMEDIATE SCHOOL",897,NA,294,NA,372,NA,305,NA,164,NA,56,NA,220,NA,24.5,NA,-24,NA
"994","29Q116","PS/IS 116 WILLIAM C. HUGHLEY",382,76,283,288,198,35,131,31,44,9,9,1,53,10,13.9,13.2,-29.6,-13.3
"995","29Q118","P.S. 118 LORRAINE HANSBERRY",239,77,294,291,91,38,94,26,35,11,19,2,54,13,22.6,16.9,-47.3,-44.9
"996","29Q131","P.S. 131 ABIGAIL ADAMS",423,144,328,334,42,15,88,22,139,53,154,54,293,107,69.3,74.3,-15.6,-6.3
"997","29Q132","P.S. 132 RALPH BUNCHE",129,41,309,310,33,13,41,12,38,12,17,4,55,16,42.6,39,-28,-25.3
"998","29Q134","P.S. 134 HOLLIS",204,84,286,286,96,45,76,27,26,11,6,1,32,12,15.7,14.3,-45.7,-29.3
"999","29Q135","THE BELLAIRE SCHOOL",440,145,304,311,121,30,163,56,91,38,65,21,156,59,35.5,40.7,-40.4,-28.6
"1000","29Q136","P.S. 136 ROY WILKINS",246,75,290,290,97,36,112,31,32,8,5,0,37,8,15,10.7,-39.5,-29.6
"1001","29Q138","P.S./ M.S.138 SUNRISE",466,81,276,267,279,63,137,13,38,5,12,0,50,5,10.7,6.2,-46.2,-46
"1002","29Q147","PS/MS 147 RONALD MCNAIR",421,72,287,292,207,36,148,18,50,15,16,3,66,18,15.7,25,-32.4,-17.3
"1003","29Q156","P.S. 156 LAURELTON",211,60,286,293,102,28,82,23,21,7,6,2,27,9,12.8,15,-42,-35.4
"1004","29Q176","P.S. 176 CAMBRIA HEIGHTS",368,101,312,306,68,26,115,32,120,35,65,8,185,43,50.3,42.6,-18.7,-28.1
"1005","29Q181","P.S. 181 BROOKFIELD",161,47,291,306,58,11,68,20,27,12,8,4,35,16,21.7,34,-31.2,1.5
"1006","29Q192","I.S. 192 THE LINDEN",509,NA,278,NA,296,NA,179,NA,29,NA,5,NA,34,NA,6.7,NA,-16.8,NA
"1007","29Q195","P.S. 195 WILLIAM HABERLE",302,109,282,280,167,75,93,22,33,9,9,3,42,12,13.9,11,-47.6,-48.5
"1008","29Q208","P.S. / I.S. 208",488,86,314,308,75,21,181,29,152,29,80,7,232,36,47.5,41.9,-26.5,-42.2
"1009","29Q238","I.S. 238 - SUSAN B. ANTHONY ACADEMY",1454,NA,285,NA,731,NA,544,NA,141,NA,38,NA,179,NA,12.3,NA,-33.4,NA
"1010","29Q251","P.S. 251 QUEENS",65,NA,301,NA,17,NA,29,NA,12,NA,7,NA,19,NA,29.2,NA,-55.4,NA
"1011","29Q259","PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL",202,NA,288,NA,89,NA,90,NA,21,NA,2,NA,23,NA,11.4,NA,-38.6,NA
"1012","29Q268","PS/IS 268",329,67,306,307,70,17,140,25,84,17,35,8,119,25,36.2,37.3,-30,-17.1
"1013","29Q270","THE GORDON PARKS SCHOOL",435,86,302,300,123,30,180,34,89,18,43,4,132,22,30.3,25.6,-44.5,-39.9
"1014","29Q283","PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL",168,NA,306,NA,45,NA,70,NA,34,NA,19,NA,53,NA,31.5,NA,NA,NA
"1015","29Q289","QUEENS UNITED MIDDLE SCHOOL",145,NA,280,NA,79,NA,51,NA,13,NA,2,NA,15,NA,10.3,NA,NA,NA
"1016","29Q295","P.S./I.S. 295",336,62,312,324,61,8,129,16,95,26,51,12,146,38,43.5,61.3,NA,NA
"1017","29Q327","EAGLE ACADEMY FOR YOUNG MEN III",241,NA,294,NA,83,NA,113,NA,37,NA,8,NA,45,NA,18.7,NA,NA,NA
"1018","29Q355","COLLABORATIVE ARTS MIDDLE SCHOOL",429,NA,280,NA,259,NA,131,NA,32,NA,7,NA,39,NA,9.1,NA,NA,NA
"1019","29Q356","COMMUNITY VOICES MIDDLE SCHOOL",421,NA,278,NA,256,NA,133,NA,27,NA,5,NA,32,NA,7.6,NA,NA,NA
"1020","30Q002","P.S. 002 ALFRED ZIMBERG",315,93,316,318,55,19,91,27,92,27,77,20,169,47,53.7,50.5,-31.2,-29.1
"1021","30Q010","I.S. 010 HORACE GREELEY",840,NA,310,NA,206,NA,317,NA,187,NA,130,NA,317,NA,37.7,NA,-9.2,NA
"1022","30Q011","P.S. 011 KATHRYN PHELAN",726,173,313,316,144,35,233,59,177,46,172,33,349,79,48.1,45.7,-36,-42.4
"1023","30Q017","P.S. 017 HENRY DAVID THOREAU",217,55,292,300,87,18,69,21,44,12,17,4,61,16,28.1,29.1,-36.6,-33.3
"1024","30Q069","P.S. 069 JACKSON HEIGHTS",624,225,319,326,86,30,201,62,186,68,151,65,337,133,54,59.1,-34.3,-21.1
"1025","30Q070","P.S. 070",443,139,312,318,93,26,147,47,113,38,90,28,203,66,45.8,47.5,-33.5,-10.6
"1026","30Q076","P.S. 076 WILLIAM HALLET",204,58,289,294,94,28,59,14,40,13,11,3,51,16,25,27.6,-39.4,-29.7
"1027","30Q078","P.S./I.S. 78Q",197,34,317,332,27,4,71,4,55,16,44,10,99,26,50.3,76.5,-24.2,4.6
"1028","30Q084","P.S. 084 STEINWAY",162,39,305,314,40,9,59,10,47,13,16,7,63,20,38.9,51.3,-39.2,-21.9
"1029","30Q085","P.S. 085 JUDGE CHARLES VALLONE",223,72,332,331,34,13,37,14,54,19,98,26,152,45,68.2,62.5,-10.6,-6.3
"1030","30Q092","P.S. 092 HARRY T. STEWART SR.",398,135,291,296,170,54,149,52,65,26,14,3,79,29,19.8,21.5,-48.2,-42.6
"1031","30Q111","P.S. 111 JACOB BLACKWELL",208,27,271,266,146,22,49,5,10,0,3,0,13,0,6.3,0,-37.8,-42.7
"1032","30Q112","P.S. 112 DUTCH KILLS",211,62,298,306,71,15,69,23,50,18,21,6,71,24,33.6,38.7,-33.1,-23.3
"1033","30Q122","P.S. 122 MAMIE FAY",695,154,335,329,77,29,114,29,170,40,334,56,504,96,72.5,62.3,-18.1,-20.3
"1034","30Q126","ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS",544,NA,296,NA,214,NA,189,NA,78,NA,63,NA,141,NA,25.9,NA,-8.4,NA
"1035","30Q127","P.S. 127 AEROSPACE SCIENCE MAGNE",854,152,292,292,351,75,319,42,132,26,52,9,184,35,21.5,23,-48.4,-41.4
"1036","30Q141","I.S. 141 THE STEINWAY",1035,NA,315,NA,167,NA,410,NA,267,NA,191,NA,458,NA,44.3,NA,-16,NA
"1037","30Q145","I.S. 145 JOSEPH PULITZER",1969,NA,302,NA,598,NA,809,NA,385,NA,177,NA,562,NA,28.5,NA,-13.6,NA
"1038","30Q148","P.S. 148 QUEENS",455,127,304,303,118,37,174,53,108,33,55,4,163,37,35.8,29.1,-43.3,-42.5
"1039","30Q149","P.S. 149 CHRISTA MCAULIFFE",754,273,309,307,178,92,258,78,189,56,129,47,318,103,42.2,37.7,-24,-8.8
"1040","30Q150","P.S. 150 QUEENS",590,157,327,334,69,19,146,34,169,47,206,57,375,104,63.6,66.2,-18.3,-10.4
"1041","30Q151","P.S. 151 MARY D. CARTER",154,48,292,287,65,31,54,8,17,4,18,5,35,9,22.7,18.8,-29.5,-19
"1042","30Q152","P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL",639,162,315,315,121,35,187,41,187,61,144,25,331,86,51.8,53.1,-30.7,-27.5
"1043","30Q166","P.S. 166 HENRY GRADSTEIN",567,170,318,316,96,39,164,48,146,38,161,45,307,83,54.1,48.8,-27.2,-22.4
"1044","30Q171","P.S. 171 PETER G. VAN ALST",239,82,291,299,104,32,78,25,37,20,20,5,57,25,23.8,30.5,-35.5,-14.4
"1045","30Q204","I.S. 204 OLIVER W. HOLMES",501,NA,297,NA,186,NA,195,NA,84,NA,36,NA,120,NA,24,NA,-10.9,NA
"1046","30Q212","P.S. 212",367,107,313,317,50,17,147,35,110,43,60,12,170,55,46.3,51.4,-35.4,-22.7
"1047","30Q227","I.S. 227 LOUIS ARMSTRONG",1438,161,328,337,79,5,435,29,549,70,375,57,924,127,64.3,78.9,-10.7,-18.3
"1048","30Q230","I.S. 230",1054,NA,322,NA,120,NA,345,NA,339,NA,250,NA,589,NA,55.9,NA,-5.7,NA
"1049","30Q234","P.S. 234",277,82,303,304,69,29,102,19,72,21,34,13,106,34,38.3,41.5,-46.7,-46.3
"1050","30Q235","ACADEMY FOR NEW AMERICANS",189,NA,282,NA,105,NA,57,NA,18,NA,9,NA,27,NA,14.3,NA,-10,NA
"1051","30Q280","P.S. 280",221,NA,294,NA,75,NA,72,NA,49,NA,25,NA,74,NA,33.5,NA,NA,NA
"1052","30Q286","YOUNG WOMEN'S LEADERSHIP SCHOOL  ASTORIA",239,NA,315,NA,30,NA,109,NA,63,NA,37,NA,100,NA,41.8,NA,NA,NA
"1053","30Q291","HUNTERS POINT COMMUNITY MIDDLE SCHOOL",222,NA,309,NA,51,NA,80,NA,66,NA,25,NA,91,NA,41,NA,NA,NA
"1054","30Q300","THE 30TH AVENUE SCHOOL (G&T CITYWIDE)",25,NA,367,NA,0,NA,1,NA,0,NA,24,NA,24,NA,96,NA,NA,NA
"1055","30Q580","BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION",80,NA,362,NA,0,NA,0,NA,11,NA,69,NA,80,NA,100,NA,4.7,NA
"1056","31R001","P.S. 001 TOTTENVILLE",230,78,308,315,46,15,91,24,56,21,37,18,93,39,40.4,50,-49.8,-34.5
"1057","31R002","I.S. R002 GEORGE L. EGBERT",664,NA,295,NA,237,NA,284,NA,96,NA,47,NA,143,NA,21.5,NA,-28.3,NA
"1058","31R003","P.S. 003 THE MARGARET GIOIOSA SCHOOL",497,178,322,326,73,25,144,44,122,58,158,51,280,109,56.3,61.2,-37.7,-30
"1059","31R004","P.S. 004 MAURICE WOLLIN",368,123,309,310,71,32,137,44,113,32,47,15,160,47,43.5,38.2,-45,-53.5
"1060","31R005","P.S. 005 HUGUENOT",91,28,328,334,2,1,24,5,38,15,27,7,65,22,71.4,78.6,-18.2,1.1
"1061","31R006","P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL",348,129,310,310,68,27,110,46,112,43,58,13,170,56,48.9,43.4,-34.7,-35.3
"1062","31R007","I.S. 007 ELIAS BERNSTEIN",1066,NA,323,NA,114,NA,371,NA,325,NA,256,NA,581,NA,54.5,NA,-17.7,NA
"1063","31R008","P.S. 8 SHIRLEE SOLOMON",186,53,318,319,20,10,60,13,60,18,46,12,106,30,57,56.6,-26,-18.4
"1064","31R011","P.S. 11 THOMAS DONGAN SCHOOL",107,32,298,297,35,12,36,9,25,8,11,3,36,11,33.6,34.4,-25,-24.9
"1065","31R013","P.S. 013 M. L. LINDEMEYER",415,139,304,314,101,28,153,47,110,41,51,23,161,64,38.8,46,-36.5,-23.8
"1066","31R014","P.S. 014 CORNELIUS VANDERBILT",105,105,287,287,58,58,29,29,14,14,4,4,18,18,17.1,17.1,-36,-19.7
"1067","31R016","P.S. 016 JOHN J. DRISCOLL",319,106,280,281,181,65,95,30,34,9,9,2,43,11,13.5,10.4,-44.6,-47.6
"1068","31R018","P.S. 018 JOHN G. WHITTIER",258,84,288,297,115,33,96,30,41,21,6,0,47,21,18.2,25,-26.3,-13.2
"1069","31R019","P.S. 019 THE CURTIS SCHOOL",272,84,296,304,81,21,122,39,58,20,11,4,69,24,25.4,28.6,-50.8,-54.7
"1070","31R020","P.S. 020 PORT RICHMOND",238,72,287,294,107,31,91,26,34,14,6,1,40,15,16.8,20.8,-40.8,-28.4
"1071","31R021","P.S. 21 MARGARET EMERY-ELM PARK",212,70,287,291,107,31,62,25,30,10,13,4,43,14,20.3,20,-52.1,-47.5
