"","DBN","School","NumTest","NumTest5th","MeanScore","MeanScore5th","L1Num","L1Num5th","L2Num","L2Num5th","L3Num","L3Num5th","L4Num","L4Num5th","L34Num","L34Num5th","L34Pct","L34Pct5th","Improv","Improv5th"
"701","20K264","P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS",132,NA,313,NA,25,NA,37,NA,40,NA,30,NA,70,NA,53,NA,NA,NA
"702","20K310","THE SCHOOL FOR FUTURE LEADERS",172,29,333,335,14,3,28,4,53,9,77,13,130,22,75.6,75.9,NA,NA
"703","20K503","PS 503: THE SCHOOL OF DISCOVERY",477,155,294,295,194,73,150,37,92,32,41,13,133,45,27.9,29,NA,NA
"704","20K506","P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY",394,123,305,307,103,38,140,38,92,29,59,18,151,47,38.3,38.2,NA,NA
"705","20K609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",153,NA,300,NA,50,NA,58,NA,34,NA,11,NA,45,NA,29.4,NA,NA,NA
"706","20K682","THE ACADEMY OF TALENTED SCHOLARS",172,62,335,335,9,3,31,15,59,18,73,26,132,44,76.7,71,NA,NA
"707","20K686","BROOKLYN SCHOOL OF INQUIRY",249,81,344,343,2,0,31,13,84,32,132,36,216,68,86.7,84,NA,NA
"708","20K748","P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS",223,49,345,367,9,0,22,2,59,6,133,41,192,47,86.1,95.9,NA,NA
"709","20K971","SCHOOL OF MATH  SCIENCE  AND HEALTHY LIVING",114,NA,307,NA,30,NA,29,NA,35,NA,20,NA,55,NA,48.2,NA,NA,NA
"710","21K090","P.S. 90 EDNA COHEN SCHOOL",263,85,300,315,83,15,95,33,49,24,36,13,85,37,32.3,43.5,-42.7,-28.9
"711","21K095","P.S. 095 THE GRAVESEND",487,116,316,331,100,16,155,26,112,35,120,39,232,74,47.6,63.8,-21.2,-9.9
"712","21K096","I.S. 096 SETH LOW",584,NA,301,NA,197,NA,194,NA,123,NA,70,NA,193,NA,33,NA,-11.8,NA
"713","21K097","P.S. 97 THE HIGHLAWN",385,120,324,328,56,21,95,27,101,32,133,40,234,72,60.8,60,-28.3,-26.1
"714","21K098","I.S. 98 BAY ACADEMY",1401,NA,350,NA,5,NA,137,NA,440,NA,819,NA,1259,NA,89.9,NA,3.5,NA
"715","21K099","P.S. 099 ISAAC ASIMOV",471,86,308,328,132,19,137,18,104,21,98,28,202,49,42.9,57,-11.8,-21.8
"716","21K100","P.S. 100 THE CONEY ISLAND SCHOOL",310,107,327,333,24,6,77,26,107,38,102,37,209,75,67.4,70.1,-17.8,-11.7
"717","21K101","P.S. 101 THE VERRAZANO",462,151,326,326,60,23,103,29,128,48,171,51,299,99,64.7,65.6,-22.6,-17.9
"718","21K121","P.S. 121 NELSON A. ROCKEFELLER",200,25,316,322,35,5,61,6,65,8,39,6,104,14,52,56,-5.3,-22.1
"719","21K128","P.S. 128 BENSONHURST",210,73,306,311,49,19,75,24,55,19,31,11,86,30,41,41.1,-41.5,-37.6
"720","21K153","P.S. 153 HOMECREST",251,87,309,309,62,27,80,23,66,23,43,14,109,37,43.4,42.5,-45.8,-50.4
"721","21K177","P.S. 177 THE MARLBORO",450,156,308,318,116,31,139,48,113,42,82,35,195,77,43.3,49.4,-42.4,-28.9
"722","21K188","P.S. 188 MICHAEL E. BERDY",226,66,290,303,96,23,72,19,38,15,20,9,58,24,25.7,36.4,-35,-7.8
"723","21K199","P.S. 199 FREDERICK WACHTEL",213,76,317,329,39,10,50,9,72,35,52,22,124,57,58.2,75,-35.3,-16.5
"724","21K209","P.S. 209 MARGARET MEAD",376,76,308,316,83,15,139,21,108,30,46,10,154,40,41,52.6,-29.2,-29.9
"725","21K212","P.S. 212 LADY DEBORAH MOODY",264,76,303,315,69,18,104,26,56,16,35,16,91,32,34.5,42.1,-39.8,-33.7
"726","21K215","P.S. 215 MORRIS H. WEISS",380,108,328,328,48,16,94,30,92,30,146,32,238,62,62.6,57.4,-23.4,-22.3
"727","21K216","P.S. 216 ARTURO TOSCANINI",253,83,309,322,53,17,89,16,75,31,36,19,111,50,43.9,60.2,-41.7,-16.8
"728","21K225","P.S. K225 - THE EILEEN E. ZAGLIN",621,88,302,312,197,24,223,25,125,26,76,13,201,39,32.4,44.3,-30.7,-33.8
"729","21K226","P.S. 226 ALFRED DE B.MASON",558,102,312,318,130,26,197,24,108,26,123,26,231,52,41.4,51,-30.4,-22.3
"730","21K228","I.S. 228 DAVID A. BOODY",1213,NA,309,NA,276,NA,469,NA,277,NA,191,NA,468,NA,38.6,NA,-22,NA
"731","21K238","P.S. 238 ANNE SULLIVAN",280,45,295,298,108,20,99,15,54,10,19,0,73,10,26.1,22.2,-44.9,-52.3
"732","21K239","MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED",976,NA,348,NA,25,NA,147,NA,254,NA,550,NA,804,NA,82.4,NA,-11,NA
"733","21K253","P.S. 253",365,128,315,315,57,20,128,52,109,41,71,15,180,56,49.3,43.8,-18.3,-24.8
"734","21K281","I.S. 281 JOSEPH B CAVALLARO",1123,NA,318,NA,195,NA,383,NA,295,NA,250,NA,545,NA,48.5,NA,-8.7,NA
"735","21K288","P.S. 288 THE SHIRLEY TANYHILL",263,48,279,283,149,32,79,11,27,3,8,2,35,5,13.3,10.4,-31.6,-22.9
"736","21K303","I.S. 303 HERBERT S. EISENBERG",458,NA,302,NA,144,NA,165,NA,104,NA,45,NA,149,NA,32.5,NA,-36.1,NA
"737","21K329","P.S. 329 SURFSIDE",205,63,286,296,101,30,59,14,39,19,6,0,45,19,22,30.2,-37.8,-23
"738","21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL",172,NA,298,NA,45,NA,90,NA,27,NA,10,NA,37,NA,21.5,NA,NA,NA
"739","21K690","BROOKLYN STUDIO SECONDARY SCHOOL",219,NA,305,NA,48,NA,109,NA,50,NA,12,NA,62,NA,28.3,NA,-27.6,NA
"740","22K014","J.H.S. 014 SHELL BANK",515,NA,293,NA,209,NA,204,NA,67,NA,35,NA,102,NA,19.8,NA,-22.6,NA
"741","22K052","P.S. 052 SHEEPSHEAD BAY",375,115,316,322,85,25,87,21,98,38,105,31,203,69,54.1,60,-19.5,-7.5
"742","22K078","J.H.S. 078 ROY H. MANN",735,NA,284,NA,370,NA,251,NA,89,NA,25,NA,114,NA,15.5,NA,-26.4,NA
"743","22K109","P.S. 109",390,41,283,278,201,31,142,4,38,6,9,0,47,6,12.1,14.6,-33.4,-26.8
"744","22K119","P.S. 119 AMERSFORT",268,113,296,310,99,28,98,42,54,30,17,13,71,43,26.5,38.1,-53.7,-30.7
"745","22K134","P.S. K134",234,64,327,333,15,3,74,19,66,21,79,21,145,42,62,65.6,-19.3,-6.9
"746","22K139","P.S. 139 ALEXINE A. FENTY",463,160,301,305,140,44,171,57,95,46,57,13,152,59,32.8,36.9,-31.9,-20.3
"747","22K152","SCHOOL OF SCIENCE & TECHNOLOGY",402,134,290,294,178,64,146,39,67,26,11,5,78,31,19.4,23.1,-44,-25.7
"748","22K193","P.S. 193 GIL HODGES",437,135,306,312,107,29,149,44,123,45,58,17,181,62,41.4,45.9,-39.4,-24.7
"749","22K194","P.S. 194 RAOUL WALLENBERG",189,60,291,297,78,25,64,20,35,12,12,3,47,15,24.9,25,-40.4,-31.9
"750","22K195","P.S. 195 MANHATTAN BEACH",207,62,334,328,7,4,47,19,71,23,82,16,153,39,73.9,62.9,-21,-30.1
"751","22K197","P.S. 197 - THE KINGS HIGHWAY ACADEMY",265,89,311,320,57,20,84,23,74,23,50,23,124,46,46.8,51.7,-28.9,-9.1
"752","22K198","P.S. 198 BROOKLYN",225,69,294,300,78,24,92,28,45,16,10,1,55,17,24.4,24.6,-33.4,-14.7
"753","22K203","P.S. 203 FLOYD BENNETT SCHOOL",327,87,299,293,100,42,127,25,72,16,28,4,100,20,30.6,23,-35.6,-30
"754","22K206","P.S. 206 JOSEPH F LAMB",782,165,325,332,84,21,222,32,239,49,237,63,476,112,60.9,67.9,-25.8,-16.2
"755","22K207","P.S. 207 ELIZABETH G. LEARY",794,158,316,329,112,14,295,41,225,60,162,43,387,103,48.7,65.2,-43.5,-22.7
"756","22K217","P.S. 217 COLONEL DAVID MARCUS SCHOOL",573,170,311,318,121,42,186,48,170,48,96,32,266,80,46.4,47.1,-36.3,-36.7
"757","22K222","P.S. 222 KATHERINE R. SNYDER",357,111,327,325,24,11,84,27,124,44,125,29,249,73,69.7,65.8,-23.7,-25.3
"758","22K234","J.H.S. 234 ARTHUR W. CUNNINGHAM",1846,NA,331,NA,170,NA,500,NA,465,NA,711,NA,1176,NA,63.7,NA,-13.7,NA
"759","22K236","P.S. 236 MILL BASIN",244,66,332,334,12,5,67,13,70,28,95,20,165,48,67.6,72.7,-21,-13.2
"760","22K240","ANDRIES HUDDE",853,NA,294,NA,340,NA,321,NA,126,NA,66,NA,192,NA,22.5,NA,-36.7,NA
"761","22K245","P.S. 245",125,39,314,314,19,10,46,14,35,9,25,6,60,15,48,38.5,-19.6,-7
"762","22K251","P.S. 251 PAERDEGAT",238,76,287,291,106,31,86,28,37,17,9,0,46,17,19.3,22.4,-53.3,-48.1
"763","22K254","P.S. 254 DAG HAMMARSKJOLD",307,88,333,337,19,5,57,12,108,36,123,35,231,71,75.2,80.7,-14.5,-8.7
"764","22K255","P.S. 255 BARBARA REING SCHOOL",425,145,323,325,44,19,114,34,147,57,120,35,267,92,62.8,63.4,-19.7,-13.7
"765","22K269","P.S. 269 NOSTRAND",358,109,271,273,250,82,80,23,24,4,4,0,28,4,7.8,3.7,-43.7,-40.1
"766","22K277","P.S. 277 GERRITSEN BEACH",209,67,319,320,33,14,57,17,58,18,61,18,119,36,56.9,53.7,-41.5,-44.5
"767","22K278","J.H.S. 278 MARINE PARK",928,NA,305,NA,231,NA,407,NA,211,NA,79,NA,290,NA,31.3,NA,-12,NA
"768","22K312","P.S. 312 BERGEN BEACH",402,143,316,318,55,21,130,49,132,38,85,35,217,73,54,51,-36.3,-39.6
"769","22K315","P.S. K315",350,106,292,299,149,42,118,38,67,21,16,5,83,26,23.7,24.5,-46.1,-43.2
"770","22K381","I. S. 381",315,NA,290,NA,152,NA,114,NA,34,NA,15,NA,49,NA,15.6,NA,-35.7,NA
"771","23K041","P.S. 041 FRANCIS WHITE",324,71,276,286,196,40,102,24,21,6,5,1,26,7,8,9.9,-38,-19.5
"772","23K073","P.S. 073 THOMAS S. BOYLAND",86,30,282,288,46,16,30,8,8,5,2,1,10,6,11.6,20,-36.8,-26.9
"773","23K137","P.S./I.S. 137 RACHEL JEAN MITCHELL",149,28,289,279,65,17,49,8,26,3,9,0,35,3,23.5,10.7,-44.6,-51.5
"774","23K150","P.S. 150 CHRISTOPHER",88,26,270,275,65,20,16,5,4,1,3,0,7,1,8,3.8,-32.8,-44.8
"775","23K155","P.S./ I.S. 155 NICHOLAS HERKIMER",294,37,278,285,179,20,85,15,24,1,6,1,30,2,10.2,5.4,-38.8,-29.2
"776","23K156","P.S. 156 WAVERLY",359,130,283,295,200,60,86,36,51,26,22,8,73,34,20.3,26.2,-40.8,-20.9
"777","23K165","P.S. 165 IDA POSNER",238,42,267,275,174,33,45,5,16,3,3,1,19,4,8,9.5,-50.2,-33.4
"778","23K178","P.S. 178 SAINT CLAIR MCKELWAY",208,30,287,275,103,22,68,7,27,1,10,0,37,1,17.8,3.3,-47.1,-59
"779","23K184","P.S. 184 NEWPORT",267,50,283,279,146,37,88,12,30,1,3,0,33,1,12.4,2,-24.7,-27.3
"780","23K284","P.S. 284 LEW WALLACE",363,52,273,277,235,33,89,15,33,3,6,1,39,4,10.7,7.7,-31.7,-24.1
"781","23K298","P.S. 298 DR. BETTY SHABAZZ",89,27,264,283,62,15,21,9,6,3,0,0,6,3,6.7,11.1,-43.9,-31.8
"782","23K323","P.S./I.S. 323",269,54,286,285,128,31,104,18,30,5,7,0,37,5,13.8,9.3,-50.3,-87.8
"783","23K327","P.S. 327 DR. ROSE B. ENGLISH",347,60,267,272,238,34,97,21,12,5,0,0,12,5,3.5,8.3,-58,-46.1
"784","23K363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL",127,NA,270,NA,88,NA,33,NA,5,NA,1,NA,6,NA,4.7,NA,NA,NA
"785","23K392","I.S. 392",230,NA,315,NA,23,NA,104,NA,73,NA,30,NA,103,NA,44.8,NA,-53.8,NA
"786","23K401","CHRISTOPHER AVENUE COMMUNITY SCHOOL",106,24,281,278,62,14,30,8,9,2,5,0,14,2,13.2,8.3,NA,NA
"787","23K446","RIVERDALE AVENUE COMMUNITY SCHOOL",24,NA,293,NA,8,NA,9,NA,6,NA,1,NA,7,NA,29.2,NA,NA,NA
"788","23K518","KAPPA V",154,NA,290,NA,66,NA,75,NA,11,NA,2,NA,13,NA,8.4,NA,-49.9,NA
"789","23K522","MOTT HALL IV",150,NA,277,NA,91,NA,53,NA,6,NA,0,NA,6,NA,4,NA,-65.4,NA
"790","23K599","BROOKLYN LANDMARK ELEMENTARY SCHOOL",33,NA,319,NA,5,NA,6,NA,14,NA,8,NA,22,NA,66.7,NA,NA,NA
"791","23K631","GENERAL D. CHAPPIE JAMES ELEMENTARY SCHOOL OF SCIENCE",47,47,287,287,24,24,14,14,8,8,1,1,9,9,19.1,19.1,NA,NA
"792","23K634","GENERAL D. CHAPPIE JAMES MIDDLE SCHOOL OF SCIENCE",23,NA,253,NA,18,NA,5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA
"793","23K644","EAGLE ACADEMY FOR YOUNG MEN II",194,NA,293,NA,69,NA,89,NA,32,NA,4,NA,36,NA,18.6,NA,NA,NA
"794","23K664","BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES)",73,NA,270,NA,54,NA,15,NA,4,NA,0,NA,4,NA,5.5,NA,NA,NA
"795","23K668","RIVERDALE AVENUE MIDDLE SCHOOL",74,NA,285,NA,43,NA,19,NA,11,NA,1,NA,12,NA,16.2,NA,NA,NA
"796","23K671","MOTT HALL BRIDGES ACADEMY",183,NA,295,NA,57,NA,104,NA,15,NA,7,NA,22,NA,12,NA,NA,NA
"797","23K697","TEACHERS PREPARATORY HIGH SCHOOL",64,NA,294,NA,27,NA,24,NA,10,NA,3,NA,13,NA,20.3,NA,-31.6,NA
"798","24Q005","I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL",1636,NA,314,NA,303,NA,584,NA,450,NA,299,NA,749,NA,45.8,NA,-9.7,NA
"799","24Q007","P.S. 007 LOUIS F. SIMEONE",257,NA,313,NA,40,NA,85,NA,79,NA,53,NA,132,NA,51.4,NA,-36.1,NA
"800","24Q012","P.S. 012 JAMES B. COLGATE",643,222,324,325,71,30,172,62,207,73,193,57,400,130,62.2,58.6,-21.9,-21.7
"801","24Q013","P.S. 013 CLEMENT C. MOORE",768,226,311,318,165,50,268,61,188,62,147,53,335,115,43.6,50.9,-36.9,-25.8
"802","24Q014","P.S. 014 FAIRVIEW",901,296,293,296,347,119,301,102,187,61,66,14,253,75,28.1,25.3,-42.5,-38.2
"803","24Q016","P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL",1015,303,307,311,269,83,363,99,211,72,172,49,383,121,37.7,39.9,-43.7,-32.6
"804","24Q019","P.S. 019 MARINO JEANTET",898,285,303,309,231,79,365,96,196,65,106,45,302,110,33.6,38.6,-37.1,-26.3
"805","24Q049","P.S. 049 DOROTHY BONAWIT KOLE",727,124,318,328,96,11,238,34,241,46,152,33,393,79,54.1,63.7,-33.1,-18.8
"806","24Q058","P.S. 58 - THE SCHOOL OF HEROES",537,150,318,324,91,26,167,37,141,51,138,36,279,87,52,58,-29.3,-28.6
"807","24Q061","I.S. 061 LEONARDO DA VINCI",2223,NA,294,NA,883,NA,871,NA,326,NA,143,NA,469,NA,21.1,NA,-9,NA
"808","24Q068","P.S. 068 CAMBRIDGE",320,97,298,311,105,23,114,28,68,32,33,14,101,46,31.6,47.4,-45.9,-29
"809","24Q071","P.S. 071 FOREST",419,149,313,314,95,34,121,44,121,48,82,23,203,71,48.4,47.7,-25,-21.3
"810","24Q073","I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL",1867,NA,316,NA,339,NA,684,NA,463,NA,381,NA,844,NA,45.2,NA,-6.6,NA
"811","24Q077","I.S. 077",979,NA,288,NA,443,NA,375,NA,116,NA,45,NA,161,NA,16.4,NA,-32.2,NA
"812","24Q081","P.S. 81Q JEAN PAUL RICHTER",491,166,306,309,122,40,170,59,134,52,65,15,199,67,40.5,40.4,-32.4,-21.9
"813","24Q087","P.S. / I.S. 087 MIDDLE VILLAGE",299,52,305,320,72,5,120,20,76,15,31,12,107,27,35.8,51.9,-32,-16.7
"814","24Q088","P.S. 088 SENECA",488,156,304,303,142,54,156,53,118,35,72,14,190,49,38.9,31.4,-36,-34.9
"815","24Q089","P.S. 089 ELMHURST",979,320,311,320,213,60,325,88,267,109,174,63,441,172,45,53.8,-20.7,-4.5
"816","24Q091","P.S. 091 RICHARD ARKWRIGHT",357,126,305,308,98,41,126,36,74,25,59,24,133,49,37.3,38.9,-36.5,-27.5
"817","24Q093","I.S. 093 RIDGEWOOD",1038,NA,299,NA,340,NA,456,NA,153,NA,89,NA,242,NA,23.3,NA,-29.3,NA
"818","24Q102","P.S. 102 BAYVIEW",813,159,316,320,147,35,267,40,207,44,192,40,399,84,49.1,52.8,-29.2,-15.2
"819","24Q113","P.S./I.S. 113 ANTHONY J. PRANZO",659,133,323,327,71,15,203,34,230,51,155,33,385,84,58.4,63.2,-38.3,-32.2
"820","24Q119","I.S. 119 THE GLENDALE",600,NA,325,NA,121,NA,136,NA,100,NA,243,NA,343,NA,57.2,NA,0.6,NA
"821","24Q125","I.S. 125 THOM J. MCCANN WOODSIDE",1257,NA,313,NA,229,NA,495,NA,329,NA,204,NA,533,NA,42.4,NA,-13.1,NA
"822","24Q128","P.S. 128 THE LORRAINE TUZZO  JUNIPER VALLEY ELEMENTARY SCHOOL",538,101,324,332,55,10,165,20,170,39,148,32,318,71,59.1,70.3,-38.1,-27.9
"823","24Q143","P.S. 143 LOUIS ARMSTRONG",918,294,289,301,406,109,291,94,166,67,55,24,221,91,24.1,31,-44.1,-26.3
"824","24Q153","P.S. 153 MASPETH ELEM",744,205,320,324,125,43,199,45,192,60,228,57,420,117,56.5,57.1,-12.8,-2.9
"825","24Q199","P.S. 199 MAURICE A. FITZGERALD",535,160,305,316,154,34,171,49,125,48,85,29,210,77,39.3,48.1,-42.9,NA
"826","24Q229","P.S. 229 EMANUEL KAPLAN",628,204,324,331,76,28,175,38,185,66,192,72,377,138,60,67.6,-19.3,-4.9
"827","24Q239","P.S. 239",320,105,296,296,112,40,121,37,60,20,27,8,87,28,27.2,26.7,-41.2,-21.1
"828","24Q290","A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS",158,NA,321,NA,25,NA,32,NA,46,NA,55,NA,101,NA,63.9,NA,NA,NA
"829","24Q305","LEARNERS AND LEADERS",72,NA,315,NA,11,NA,25,NA,17,NA,19,NA,36,NA,50,NA,NA,NA
"830","24Q307","PIONEER ACADEMY",523,187,300,304,161,54,195,68,126,54,41,11,167,65,31.9,34.8,NA,NA
"831","24Q311","CORONA ARTS AND SCIENCES ACADEMY",206,NA,300,NA,63,NA,94,NA,38,NA,11,NA,49,NA,23.8,NA,NA,NA
"832","24Q330","P.S. 330",183,NA,298,NA,45,NA,82,NA,42,NA,14,NA,56,NA,30.6,NA,NA,NA
"833","24Q560","ROBERT F. WAGNER  JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",90,NA,326,NA,4,NA,27,NA,49,NA,10,NA,59,NA,65.6,NA,9.1,NA
"834","24Q877","THE 51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE)",534,281,327,333,74,37,115,53,161,88,184,103,345,191,64.6,68,-11.2,-7
"835","25Q020","P.S. 020 JOHN BOWNE",694,231,326,334,76,19,171,47,201,75,246,90,447,165,64.4,71.4,-24.5,-15.5
"836","25Q021","P.S. 021 EDWARD HART",631,218,327,334,81,22,138,44,195,76,217,76,412,152,65.3,69.7,-16.1,-7.8
"837","25Q022","P.S. 022 THOMAS JEFFERSON",364,111,329,329,28,9,87,27,122,39,127,36,249,75,68.4,67.6,-20.7,-18.4
"838","25Q024","P.S. 024 ANDREW JACKSON",531,176,331,342,36,9,114,29,184,60,197,78,381,138,71.8,78.4,-17.6,-8.3
"839","25Q025","I.S. 025 ADRIEN BLOCK",771,NA,329,NA,72,NA,238,NA,196,NA,265,NA,461,NA,59.8,NA,-14,NA
"840","25Q029","P.S. 029 QUEENS",360,126,308,304,84,42,123,42,97,26,56,16,153,42,42.5,33.3,-44.8,-42
"841","25Q032","P.S. 032 STATE STREET",448,145,340,343,35,11,68,23,118,37,227,74,345,111,77,76.6,-11.6,-7.2
"842","25Q079","P.S. 079 FRANCIS LEWIS",457,145,331,338,36,10,104,26,142,54,175,55,317,109,69.4,75.2,-18.6,-15
"843","25Q107","P.S. 107 THOMAS A DOOLEY",420,138,322,331,53,15,126,40,115,37,126,46,241,83,57.4,60.1,-31.7,-25.4
"844","25Q120","P.S. 120 QUEENS",475,171,326,333,57,15,116,28,133,62,169,66,302,128,63.6,74.9,-16.5,2.2
"845","25Q129","P.S. 129 PATRICIA LARKIN",463,147,326,330,46,14,124,41,134,36,159,56,293,92,63.3,62.6,-20,-23.4
"846","25Q130","P.S. 130",57,NA,321,NA,5,NA,19,NA,18,NA,15,NA,33,NA,57.9,NA,-42.1,NA
"847","25Q154","P.S. 154 QUEENS",358,115,313,323,67,16,116,27,101,43,74,29,175,72,48.9,62.6,-38.3,-17.1
"848","25Q163","P.S. 163 FLUSHING HEIGHTS",279,92,329,333,24,9,63,18,90,32,102,33,192,65,68.8,70.7,-14.8,-14.8
"849","25Q164","P.S. 164 QUEENS VALLEY",360,49,325,336,30,4,126,8,113,17,91,20,204,37,56.7,75.5,-20.1,5.7
"850","25Q165","P.S. 165 EDITH K. BERGTRAUM",275,80,319,330,61,15,58,14,60,17,96,34,156,51,56.7,63.8,-21.2,-15.8
"851","25Q169","P.S. 169 BAY TERRACE",159,48,321,333,21,4,42,8,61,22,35,14,96,36,60.4,75,-24.4,-10.1
"852","25Q184","P.S. 184 FLUSHING MANOR",244,88,326,331,20,9,65,19,84,31,75,29,159,60,65.2,68.2,-22.1,-14.8
"853","25Q185","J.H.S. 185 EDWARD BLEEKER",1429,NA,329,NA,174,NA,386,NA,367,NA,502,NA,869,NA,60.8,NA,-8.3,NA
"854","25Q189","J.H.S. 189 DANIEL CARTER BEARD",595,NA,311,NA,133,NA,218,NA,131,NA,113,NA,244,NA,41,NA,-22.6,NA
"855","25Q193","P.S. 193 ALFRED J. KENNEDY",183,54,324,333,17,5,50,11,65,18,51,20,116,38,63.4,70.4,-24,-16.3
"856","25Q194","J.H.S. 194 WILLIAM CARR",1020,NA,319,NA,196,NA,300,NA,236,NA,288,NA,524,NA,51.4,NA,-13.6,NA
"857","25Q200","PS/MS 200 - THE POMONOK SCHOOL & STAR ACADEMY",295,54,301,317,86,7,119,23,71,17,19,7,90,24,30.5,44.4,-46.4,-25.6
"858","25Q201","P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH",198,79,304,306,61,25,66,26,37,20,34,8,71,28,35.9,35.4,-24.1,-13.2
"859","25Q209","P.S. 209 CLEARVIEW GARDENS",330,107,339,341,23,9,65,20,81,35,161,43,242,78,73.3,72.9,-23.5,-24.8
"860","25Q214","P.S. 214 CADWALLADER COLDEN",225,83,319,328,35,11,68,23,60,22,62,27,122,49,54.2,59,-33.5,-21
"861","25Q219","P.S. 219 PAUL KLAPPER",327,48,315,318,60,10,102,13,91,13,74,12,165,25,50.5,52.1,-20.6,-20.2
"862","25Q237","I.S. 237",1165,NA,326,NA,169,NA,301,NA,326,NA,369,NA,695,NA,59.7,NA,1.9,NA
"863","25Q242","P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOOL",76,NA,332,NA,3,NA,16,NA,25,NA,32,NA,57,NA,75,NA,-18.9,NA
"864","25Q244","THE ACTIVE LEARNING ELEMENTARY SCHOOL",68,NA,339,NA,1,NA,12,NA,17,NA,38,NA,55,NA,80.9,NA,NA,NA
"865","25Q250","I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL",343,NA,296,NA,125,NA,143,NA,44,NA,31,NA,75,NA,21.9,NA,-57.3,NA
"866","25Q252","QUEENS SCHOOL OF INQUIRY  THE",213,NA,308,NA,44,NA,102,NA,37,NA,30,NA,67,NA,31.5,NA,-55.1,NA
"867","25Q281","EAST-WEST SCHOOL OF INTERNATIONAL STUDIES",222,NA,329,NA,24,NA,54,NA,66,NA,78,NA,144,NA,64.9,NA,NA,NA
"868","25Q285","WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL",146,NA,315,NA,21,NA,60,NA,46,NA,19,NA,65,NA,44.5,NA,NA,NA
"869","25Q294","BELL ACADEMY",290,NA,317,NA,55,NA,85,NA,81,NA,69,NA,150,NA,51.7,NA,NA,NA
"870","25Q499","THE QUEENS COLLEGE SCHOOL FOR MATH  SCIENCE AND TECHNOLOGY",307,50,336,336,14,2,63,9,109,25,121,14,230,39,74.9,78,-11.9,-15.6
"871","26Q018","P.S. 018 WINCHESTER",267,82,326,321,25,12,68,21,78,28,96,21,174,49,65.2,59.8,-30,-33.9
"872","26Q026","P.S. 026 RUFUS KING",294,111,325,327,31,17,77,26,97,33,89,35,186,68,63.3,61.3,-27,-24.6
"873","26Q031","P.S. 031 BAYSIDE",245,78,331,340,25,5,55,15,74,29,91,29,165,58,67.3,74.4,-18.3,-4.5
"874","26Q041","P.S. 041 CROCHERON",261,91,338,341,13,7,46,10,74,32,128,42,202,74,77.4,81.3,-17.5,-11.2
"875","26Q046","P.S. 046 ALLEY POND",289,94,338,346,16,5,35,12,92,26,146,51,238,77,82.4,81.9,-11.5,-14.8
"876","26Q067","J.H.S. 067 LOUIS PASTEUR",516,NA,341,NA,24,NA,92,NA,149,NA,251,NA,400,NA,77.5,NA,-6.3,NA
"877","26Q074","J.H.S. 074 NATHANIEL HAWTHORNE",897,NA,338,NA,63,NA,178,NA,245,NA,411,NA,656,NA,73.1,NA,-8.3,NA
"878","26Q094","P.S. 094 DAVID D. PORTER",198,73,328,327,17,8,43,8,63,38,75,19,138,57,69.7,78.1,-29.8,-21.9
"879","26Q098","P.S. 098 THE DOUGLASTON SCHOOL",89,40,336,342,5,2,16,7,28,12,40,19,68,31,76.4,77.5,-23,-20.4
"880","26Q115","P.S. 115 THE JAMES J. AMBROSE SCHOOL",259,79,344,349,10,5,45,14,65,24,139,36,204,60,78.8,75.9,-11.8,-13.7
"881","26Q133","P.S. 133 QUEENS",185,63,334,338,11,4,33,7,62,26,79,26,141,52,76.2,82.5,-13.7,-5.4
"882","26Q158","M.S. 158 MARIE CURIE",872,NA,332,NA,69,NA,225,NA,266,NA,312,NA,578,NA,66.3,NA,-7.6,NA
"883","26Q159","P.S. 159",310,114,333,342,18,5,61,22,106,38,125,49,231,87,74.5,76.3,-18.9,-22.5
"884","26Q162","P.S. 162 JOHN GOLDEN",367,126,338,347,12,4,64,14,116,41,175,67,291,108,79.3,85.7,-18.8,-11.7
"885","26Q172","IRWIN ALTMAN MIDDLE SCHOOL 172",791,NA,318,NA,129,NA,266,NA,216,NA,180,NA,396,NA,50.1,NA,-30.2,NA
"886","26Q173","P.S. 173 FRESH MEADOWS",468,162,336,351,27,4,93,15,128,40,220,103,348,143,74.4,88.3,-21.1,-5.4
