"","DBN","Grade","Year","Category","Number.Tested","Mean.Scale.Score","L1Num","L1Pct","L2Num","L2Pct","L3Num","L3Pct","L4Num","L4Pct","L34Num","L34Pct"
"1","01M015","3",2006,"All Students",39,"667","2","5.1","11","28.2","20","51.3","6","15.4","26","66.7"
"2","01M015","3",2007,"All Students",31,"672","2","6.5","3","9.7","22","71","4","12.9","26","83.9"
"3","01M015","3",2008,"All Students",37,"668","0","0","6","16.2","29","78.4","2","5.4","31","83.8"
"4","01M015","3",2009,"All Students",33,"668","0","0","4","12.1","28","84.8","1","3","29","87.9"
"5","01M015","3",2010,"All Students",26,"677","6","23.1","12","46.2","6","23.1","2","7.7","8","30.8"
"6","01M015","3",2011,"All Students",28,"671","10","35.7","13","46.4","5","17.9","0","0","5","17.9"
"7","01M015","3",2012,"All Students",21,"678","2","9.5","12","57.1","7","33.3","0","0","7","33.3"
"8","01M015","4",2006,"All Students",49,"629","20","40.8","18","36.7","10","20.4","1","2","11","22.4"
"9","01M015","4",2007,"All Students",40,"659","4","10","13","32.5","18","45","5","12.5","23","57.5"
"10","01M015","4",2008,"All Students",41,"655","5","12.2","15","36.6","18","43.9","3","7.3","21","51.2"
"11","01M015","4",2009,"All Students",39,"655","4","10.3","15","38.5","18","46.2","2","5.1","20","51.3"
"12","01M015","4",2010,"All Students",29,"663","7","24.1","12","41.4","9","31","1","3.4","10","34.5"
"13","01M015","4",2011,"All Students",28,"668","3","10.7","14","50","9","32.1","2","7.1","11","39.3"
"14","01M015","4",2012,"All Students",23,"670","1","4.3","11","47.8","10","43.5","1","4.3","11","47.8"
"15","01M015","5",2006,"All Students",31,"630","12","38.7","9","29","10","32.3","0","0","10","32.3"
"16","01M015","5",2007,"All Students",50,"637","10","20","24","48","15","30","1","2","16","32"
"17","01M015","5",2008,"All Students",36,"660","3","8.3","11","30.6","19","52.8","3","8.3","22","61.1"
"18","01M015","5",2009,"All Students",39,"661","2","5.1","14","35.9","16","41","7","17.9","23","59"
"19","01M015","5",2010,"All Students",35,"662","6","17.1","19","54.3","9","25.7","1","2.9","10","28.6"
"20","01M015","5",2011,"All Students",25,"667","5","20","8","32","12","48","0","0","12","48"
"21","01M015","5",2012,"All Students",21,"667","4","19","9","42.9","5","23.8","3","14.3","8","38.1"
"22","01M015","6",2006,"All Students",39,"639","10","25.6","12","30.8","17","43.6","0","0","17","43.6"
"23","01M015","All Grades",2006,"All Students",158,"","44","27.8","50","31.6","57","36.1","7","4.4","64","40.5"
"24","01M015","All Grades",2007,"All Students",121,"","16","13.2","40","33.1","55","45.5","10","8.3","65","53.7"
"25","01M015","All Grades",2008,"All Students",114,"","8","7","32","28.1","66","57.9","8","7","74","64.9"
"26","01M015","All Grades",2009,"All Students",111,"","6","5.4","33","29.7","62","55.9","10","9","72","64.9"
"27","01M015","All Grades",2010,"All Students",90,"","19","21.1","43","47.8","24","26.7","4","4.4","28","31.1"
"28","01M015","All Grades",2011,"All Students",81,"669","18","22.2","35","43.2","26","32.1","2","2.5","28","34.6"
"29","01M015","All Grades",2012,"All Students",65,"672","7","10.8","32","49.2","22","33.8","4","6.2","26","40"
"30","01M019","3",2006,"All Students",66,"673","7","10.6","10","15.2","34","51.5","15","22.7","49","74.2"
"31","01M019","3",2007,"All Students",44,"678","2","4.5","4","9.1","30","68.2","8","18.2","38","86.4"
"32","01M019","3",2008,"All Students",51,"676","0","0","10","19.6","34","66.7","7","13.7","41","80.4"
"33","01M019","3",2009,"All Students",48,"687","0","0","3","6.3","36","75","9","18.8","45","93.8"
"34","01M019","3",2010,"All Students",36,"682","3","8.3","16","44.4","14","38.9","3","8.3","17","47.2"
"35","01M019","3",2011,"All Students",34,"679","2","5.9","23","67.6","7","20.6","2","5.9","9","26.5"
"36","01M019","3",2012,"All Students",47,"682","5","10.6","21","44.7","16","34","5","10.6","21","44.7"
"37","01M019","4",2006,"All Students",61,"659","6","9.8","15","24.6","31","50.8","9","14.8","40","65.6"
"38","01M019","4",2007,"All Students",49,"664","8","16.3","8","16.3","23","46.9","10","20.4","33","67.3"
"39","01M019","4",2008,"All Students",49,"666","4","8.2","8","16.3","31","63.3","6","12.2","37","75.5"
"40","01M019","4",2009,"All Students",42,"695","2","4.8","1","2.4","20","47.6","19","45.2","39","92.9"
"41","01M019","4",2010,"All Students",41,"679","1","2.4","17","41.5","17","41.5","6","14.6","23","56.1"
"42","01M019","4",2011,"All Students",39,"681","2","5.1","11","28.2","22","56.4","4","10.3","26","66.7"
"43","01M019","4",2012,"All Students",38,"678","1","2.6","17","44.7","17","44.7","3","7.9","20","52.6"
"44","01M019","5",2006,"All Students",64,"645","13","20.3","21","32.8","26","40.6","4","6.3","30","46.9"
"45","01M019","5",2007,"All Students",53,"666","4","7.5","12","22.6","25","47.2","12","22.6","37","69.8"
"46","01M019","5",2008,"All Students",64,"668","5","7.8","10","15.6","36","56.3","13","20.3","49","76.6"
"47","01M019","5",2009,"All Students",42,"691","2","4.8","2","4.8","20","47.6","18","42.9","38","90.5"
"48","01M019","5",2010,"All Students",38,"688","1","2.6","8","21.1","19","50","10","26.3","29","76.3"
"49","01M019","5",2011,"All Students",39,"688","0","0","12","30.8","19","48.7","8","20.5","27","69.2"
"50","01M019","5",2012,"All Students",36,"696","1","2.8","5","13.9","20","55.6","10","27.8","30","83.3"
"51","01M019","6",2006,"All Students",47,"654","5","10.6","15","31.9","21","44.7","6","12.8","27","57.4"
"52","01M019","7",2006,"All Students",1,"s","s","s","s","s","s","s","s","s","s","s"
"53","01M019","All Grades",2006,"All Students",239,"","31","13","62","25.9","112","46.9","34","14.2","146","61.1"
"54","01M019","All Grades",2007,"All Students",146,"","14","9.6","24","16.4","78","53.4","30","20.5","108","74"
"55","01M019","All Grades",2008,"All Students",164,"","9","5.5","28","17.1","101","61.6","26","15.9","127","77.4"
"56","01M019","All Grades",2009,"All Students",132,"","4","3","6","4.5","76","57.6","46","34.8","122","92.4"
"57","01M019","All Grades",2010,"All Students",115,"","5","4.3","41","35.7","50","43.5","19","16.5","69","60"
"58","01M019","All Grades",2011,"All Students",112,"683","4","3.6","46","41.1","48","42.9","14","12.5","62","55.4"
"59","01M019","All Grades",2012,"All Students",121,"685","7","5.8","43","35.5","53","43.8","18","14.9","71","58.7"
"60","01M020","3",2006,"All Students",115,"674","3","2.6","16","13.9","70","60.9","26","22.6","96","83.5"
"61","01M020","3",2007,"All Students",106,"681","3","2.8","10","9.4","69","65.1","24","22.6","93","87.7"
"62","01M020","3",2008,"All Students",82,"685","2","2.4","2","2.4","60","73.2","18","22","78","95.1"
"63","01M020","3",2009,"All Students",101,"684","3","3","5","5","78","77.2","15","14.9","93","92.1"
"64","01M020","3",2010,"All Students",95,"685","12","12.6","33","34.7","37","38.9","13","13.7","50","52.6"
"65","01M020","3",2011,"All Students",81,"682","7","8.6","29","35.8","39","48.1","6","7.4","45","55.6"
"66","01M020","3",2012,"All Students",84,"686","6","7.1","29","34.5","43","51.2","6","7.1","49","58.3"
"67","01M020","4",2006,"All Students",105,"676","3","2.9","13","12.4","65","61.9","24","22.9","89","84.8"
"68","01M020","4",2007,"All Students",105,"672","3","2.9","22","21","64","61","16","15.2","80","76.2"
"69","01M020","4",2008,"All Students",98,"673","4","4.1","11","11.2","71","72.4","12","12.2","83","84.7"
"70","01M020","4",2009,"All Students",78,"686","3","3.8","5","6.4","47","60.3","23","29.5","70","89.7"
"71","01M020","4",2010,"All Students",94,"679","5","5.3","36","38.3","37","39.4","16","17","53","56.4"
"72","01M020","4",2011,"All Students",95,"679","7","7.4","36","37.9","36","37.9","16","16.8","52","54.7"
"73","01M020","4",2012,"All Students",82,"681","2","2.4","36","43.9","33","40.2","11","13.4","44","53.7"
"74","01M020","5",2006,"All Students",100,"670","7","7","19","19","53","53","21","21","74","74"
"75","01M020","5",2007,"All Students",94,"675","3","3.2","14","14.9","56","59.6","21","22.3","77","81.9"
"76","01M020","5",2008,"All Students",93,"676","1","1.1","11","11.8","65","69.9","16","17.2","81","87.1"
"77","01M020","5",2009,"All Students",84,"684","0","0","4","4.8","60","71.4","20","23.8","80","95.2"
"78","01M020","5",2010,"All Students",75,"688","3","4","21","28","28","37.3","23","30.7","51","68"
"79","01M020","5",2011,"All Students",82,"687","5","6.1","22","26.8","34","41.5","21","25.6","55","67.1"
"80","01M020","5",2012,"All Students",84,"673","11","13.1","33","39.3","28","33.3","12","14.3","40","47.6"
"81","01M020","6",2006,"All Students",125,"664","10","8","26","20.8","73","58.4","16","12.8","89","71.2"
"82","01M020","All Grades",2006,"All Students",445,"","23","5.2","74","16.6","261","58.7","87","19.6","348","78.2"
"83","01M020","All Grades",2007,"All Students",305,"","9","3","46","15.1","189","62","61","20","250","82"
"84","01M020","All Grades",2008,"All Students",273,"","7","2.6","24","8.8","196","71.8","46","16.8","242","88.6"
"85","01M020","All Grades",2009,"All Students",263,"","6","2.3","14","5.3","185","70.3","58","22.1","243","92.4"
"86","01M020","All Grades",2010,"All Students",264,"","20","7.6","90","34.1","102","38.6","52","19.7","154","58.3"
"87","01M020","All Grades",2011,"All Students",258,"682","19","7.4","87","33.7","109","42.2","43","16.7","152","58.9"
"88","01M020","All Grades",2012,"All Students",250,"680","19","7.6","98","39.2","104","41.6","29","11.6","133","53.2"
"89","01M034","3",2006,"All Students",35,"660","3","8.6","7","20","21","60","4","11.4","25","71.4"
"90","01M034","3",2007,"All Students",43,"660","3","7","10","23.3","26","60.5","4","9.3","30","69.8"
"91","01M034","3",2008,"All Students",34,"671","2","5.9","4","11.8","24","70.6","4","11.8","28","82.4"
"92","01M034","3",2009,"All Students",37,"688","0","0","2","5.4","27","73","8","21.6","35","94.6"
"93","01M034","3",2010,"All Students",32,"721","0","0","5","15.6","10","31.3","17","53.1","27","84.4"
"94","01M034","3",2011,"All Students",27,"708","0","0","0","0","17","63","10","37","27","100"
"95","01M034","3",2012,"All Students",46,"680","5","10.9","21","45.7","19","41.3","1","2.2","20","43.5"
"96","01M034","4",2006,"All Students",40,"652","8","20","7","17.5","22","55","3","7.5","25","62.5"
"97","01M034","4",2007,"All Students",33,"668","4","12.1","6","18.2","18","54.5","5","15.2","23","69.7"
"98","01M034","4",2008,"All Students",43,"663","1","2.3","12","27.9","26","60.5","4","9.3","30","69.8"
"99","01M034","4",2009,"All Students",36,"690","2","5.6","3","8.3","21","58.3","10","27.8","31","86.1"
"100","01M034","4",2010,"All Students",38,"679","1","2.6","18","47.4","12","31.6","7","18.4","19","50"
"101","01M034","4",2011,"All Students",35,"685","0","0","14","40","14","40","7","20","21","60"
"102","01M034","4",2012,"All Students",30,"710","0","0","3","10","11","36.7","16","53.3","27","90"
"103","01M034","5",2006,"All Students",56,"645","6","10.7","25","44.6","24","42.9","1","1.8","25","44.6"
"104","01M034","5",2007,"All Students",37,"647","7","18.9","11","29.7","18","48.6","1","2.7","19","51.4"
"105","01M034","5",2008,"All Students",31,"665","3","9.7","5","16.1","19","61.3","4","12.9","23","74.2"
"106","01M034","5",2009,"All Students",44,"672","1","2.3","6","13.6","31","70.5","6","13.6","37","84.1"
"107","01M034","5",2010,"All Students",34,"682","1","2.9","15","44.1","11","32.4","7","20.6","18","52.9"
"108","01M034","5",2011,"All Students",37,"675","2","5.4","15","40.5","16","43.2","4","10.8","20","54.1"
"109","01M034","5",2012,"All Students",40,"688","1","2.5","13","32.5","18","45","8","20","26","65"
"110","01M034","6",2006,"All Students",54,"641","8","14.8","27","50","15","27.8","4","7.4","19","35.2"
"111","01M034","6",2007,"All Students",64,"643","11","17.2","23","35.9","29","45.3","1","1.6","30","46.9"
"112","01M034","6",2008,"All Students",59,"645","10","16.9","22","37.3","24","40.7","3","5.1","27","45.8"
"113","01M034","6",2009,"All Students",51,"653","6","11.8","17","33.3","25","49","3","5.9","28","54.9"
"114","01M034","6",2010,"All Students",56,"662","7","12.5","30","53.6","15","26.8","4","7.1","19","33.9"
"115","01M034","6",2011,"All Students",44,"682","2","4.5","9","20.5","24","54.5","9","20.5","33","75"
"116","01M034","6",2012,"All Students",46,"683","1","2.2","14","30.4","19","41.3","12","26.1","31","67.4"
"117","01M034","7",2006,"All Students",48,"634","7","14.6","24","50","17","35.4","0","0","17","35.4"
"118","01M034","7",2007,"All Students",56,"642","8","14.3","22","39.3","22","39.3","4","7.1","26","46.4"
"119","01M034","7",2008,"All Students",69,"663","1","1.4","15","21.7","47","68.1","6","8.7","53","76.8"
"120","01M034","7",2009,"All Students",60,"656","5","8.3","16","26.7","34","56.7","5","8.3","39","65"
"121","01M034","7",2010,"All Students",51,"660","10","19.6","22","43.1","16","31.4","3","5.9","19","37.3"
"122","01M034","7",2011,"All Students",55,"664","6","10.9","24","43.6","22","40","3","5.5","25","45.5"
"123","01M034","7",2012,"All Students",42,"684","1","2.4","9","21.4","18","42.9","14","33.3","32","76.2"
"124","01M034","8",2006,"All Students",66,"617","29","43.9","28","42.4","9","13.6","0","0","9","13.6"
"125","01M034","8",2007,"All Students",48,"636","15","31.3","18","37.5","13","27.1","2","4.2","15","31.3"
"126","01M034","8",2008,"All Students",54,"648","3","5.6","26","48.1","23","42.6","2","3.7","25","46.3"
"127","01M034","8",2009,"All Students",67,"653","8","11.9","18","26.9","39","58.2","2","3","41","61.2"
"128","01M034","8",2010,"All Students",59,"651","16","27.1","36","61","6","10.2","1","1.7","7","11.9"
"129","01M034","8",2011,"All Students",48,"646","15","31.3","22","45.8","11","22.9","0","0","11","22.9"
"130","01M034","8",2012,"All Students",54,"678","2","3.7","19","35.2","26","48.1","7","13","33","61.1"
"131","01M034","All Grades",2006,"All Students",299,"","61","20.4","118","39.5","108","36.1","12","4","120","40.1"
"132","01M034","All Grades",2007,"All Students",281,"","48","17.1","90","32","126","44.8","17","6","143","50.9"
"133","01M034","All Grades",2008,"All Students",290,"","20","6.9","84","29","163","56.2","23","7.9","186","64.1"
"134","01M034","All Grades",2009,"All Students",295,"","22","7.5","62","21","177","60","34","11.5","211","71.5"
"135","01M034","All Grades",2010,"All Students",270,"","35","13","126","46.7","70","25.9","39","14.4","109","40.4"
"136","01M034","All Grades",2011,"All Students",246,"673","25","10.2","84","34.1","104","42.3","33","13.4","137","55.7"
"137","01M034","All Grades",2012,"All Students",258,"685","10","3.9","79","30.6","111","43","58","22.5","169","65.5"
"138","01M063","3",2006,"All Students",34,"655","5","14.7","8","23.5","19","55.9","2","5.9","21","61.8"
"139","01M063","3",2007,"All Students",34,"675","1","2.9","2","5.9","26","76.5","5","14.7","31","91.2"
"140","01M063","3",2008,"All Students",34,"671","1","2.9","8","23.5","22","64.7","3","8.8","25","73.5"
"141","01M063","3",2009,"All Students",44,"678","0","0","2","4.5","37","84.1","5","11.4","42","95.5"
"142","01M063","3",2010,"All Students",19,"698","3","15.8","4","21.1","8","42.1","4","21.1","12","63.2"
"143","01M063","3",2011,"All Students",23,"682","0","0","13","56.5","9","39.1","1","4.3","10","43.5"
"144","01M063","3",2012,"All Students",26,"683","3","11.5","9","34.6","13","50","1","3.8","14","53.8"
"145","01M063","4",2006,"All Students",31,"677","1","3.2","6","19.4","18","58.1","6","19.4","24","77.4"
"146","01M063","4",2007,"All Students",30,"661","4","13.3","4","13.3","20","66.7","2","6.7","22","73.3"
"147","01M063","4",2008,"All Students",30,"671","0","0","7","23.3","18","60","5","16.7","23","76.7"
"148","01M063","4",2009,"All Students",32,"659","5","15.6","7","21.9","15","46.9","5","15.6","20","62.5"
"149","01M063","4",2010,"All Students",43,"697","3","7","4","9.3","23","53.5","13","30.2","36","83.7"
"150","01M063","4",2011,"All Students",21,"696","1","4.8","5","23.8","5","23.8","10","47.6","15","71.4"
"151","01M063","4",2012,"All Students",23,"689","0","0","6","26.1","14","60.9","3","13","17","73.9"
"152","01M063","5",2006,"All Students",32,"656","4","12.5","9","28.1","15","46.9","4","12.5","19","59.4"
"153","01M063","5",2007,"All Students",34,"670","1","2.9","8","23.5","18","52.9","7","20.6","25","73.5"
"154","01M063","5",2008,"All Students",23,"657","1","4.3","6","26.1","15","65.2","1","4.3","16","69.6"
"155","01M063","5",2009,"All Students",28,"676","0","0","4","14.3","20","71.4","4","14.3","24","85.7"
"156","01M063","5",2010,"All Students",24,"673","3","12.5","10","41.7","8","33.3","3","12.5","11","45.8"
"157","01M063","5",2011,"All Students",33,"688","3","9.1","8","24.2","10","30.3","12","36.4","22","66.7"
"158","01M063","5",2012,"All Students",25,"681","0","0","13","52","8","32","4","16","12","48"
"159","01M063","6",2006,"All Students",27,"672","0","0","5","18.5","18","66.7","4","14.8","22","81.5"
"160","01M063","All Grades",2006,"All Students",124,"","10","8.1","28","22.6","70","56.5","16","12.9","86","69.4"
"161","01M063","All Grades",2007,"All Students",98,"","6","6.1","14","14.3","64","65.3","14","14.3","78","79.6"
"162","01M063","All Grades",2008,"All Students",87,"","2","2.3","21","24.1","55","63.2","9","10.3","64","73.6"
"163","01M063","All Grades",2009,"All Students",104,"","5","4.8","13","12.5","72","69.2","14","13.5","86","82.7"
"164","01M063","All Grades",2010,"All Students",86,"","9","10.5","18","20.9","39","45.3","20","23.3","59","68.6"
"165","01M063","All Grades",2011,"All Students",77,"689","4","5.2","26","33.8","24","31.2","23","29.9","47","61"
"166","01M063","All Grades",2012,"All Students",74,"684","3","4.1","28","37.8","35","47.3","8","10.8","43","58.1"
"167","01M064","3",2006,"All Students",49,"668","1","2","10","20.4","33","67.3","5","10.2","38","77.6"
"168","01M064","3",2007,"All Students",38,"681","1","2.6","2","5.3","30","78.9","5","13.2","35","92.1"
"169","01M064","3",2008,"All Students",34,"680","0","0","1","2.9","30","88.2","3","8.8","33","97.1"
"170","01M064","3",2009,"All Students",43,"676","0","0","3","7","35","81.4","5","11.6","40","93"
"171","01M064","3",2010,"All Students",46,"678","5","10.9","25","54.3","12","26.1","4","8.7","16","34.8"
"172","01M064","3",2011,"All Students",33,"673","9","27.3","14","42.4","10","30.3","0","0","10","30.3"
"173","01M064","3",2012,"All Students",43,"679","3","7","23","53.5","17","39.5","0","0","17","39.5"
"174","01M064","4",2006,"All Students",42,"659","2","4.8","16","38.1","23","54.8","1","2.4","24","57.1"
"175","01M064","4",2007,"All Students",46,"659","2","4.3","14","30.4","28","60.9","2","4.3","30","65.2"
"176","01M064","4",2008,"All Students",47,"672","1","2.1","7","14.9","33","70.2","6","12.8","39","83"
"177","01M064","4",2009,"All Students",36,"690","0","0","0","0","27","75","9","25","36","100"
"178","01M064","4",2010,"All Students",48,"674","2","4.2","22","45.8","21","43.8","3","6.3","24","50"
"179","01M064","4",2011,"All Students",47,"666","4","8.5","27","57.4","14","29.8","2","4.3","16","34"
"180","01M064","4",2012,"All Students",39,"686","2","5.1","13","33.3","13","33.3","11","28.2","24","61.5"
"181","01M064","5",2006,"All Students",37,"661","1","2.7","9","24.3","24","64.9","3","8.1","27","73"
"182","01M064","5",2007,"All Students",48,"667","0","0","12","25","32","66.7","4","8.3","36","75"
"183","01M064","5",2008,"All Students",41,"672","0","0","6","14.6","29","70.7","6","14.6","35","85.4"
"184","01M064","5",2009,"All Students",44,"673","1","2.3","6","13.6","31","70.5","6","13.6","37","84.1"
"185","01M064","5",2010,"All Students",33,"683","2","6.1","12","36.4","13","39.4","6","18.2","19","57.6"
"186","01M064","5",2011,"All Students",49,"677","4","8.2","18","36.7","20","40.8","7","14.3","27","55.1"
"187","01M064","5",2012,"All Students",42,"677","5","11.9","15","35.7","16","38.1","6","14.3","22","52.4"
"188","01M064","6",2006,"All Students",55,"627","21","38.2","18","32.7","15","27.3","1","1.8","16","29.1"
"189","01M064","All Grades",2006,"All Students",183,"","25","13.7","53","29","95","51.9","10","5.5","105","57.4"
"190","01M064","All Grades",2007,"All Students",132,"","3","2.3","28","21.2","90","68.2","11","8.3","101","76.5"
"191","01M064","All Grades",2008,"All Students",122,"","1","0.8","14","11.5","92","75.4","15","12.3","107","87.7"
"192","01M064","All Grades",2009,"All Students",123,"","1","0.8","9","7.3","93","75.6","20","16.3","113","91.9"
"193","01M064","All Grades",2010,"All Students",127,"","9","7.1","59","46.5","46","36.2","13","10.2","59","46.5"
"194","01M064","All Grades",2011,"All Students",129,"672","17","13.2","59","45.7","44","34.1","9","7","53","41.1"
"195","01M064","All Grades",2012,"All Students",124,"681","10","8.1","51","41.1","46","37.1","17","13.7","63","50.8"
"196","01M110","3",2006,"All Students",76,"691","2","2.6","6","7.9","42","55.3","26","34.2","68","89.5"
"197","01M110","3",2007,"All Students",53,"695","0","0","2","3.8","38","71.7","13","24.5","51","96.2"
"198","01M110","3",2008,"All Students",83,"698","1","1.2","4","4.8","50","60.2","28","33.7","78","94"
"199","01M110","3",2009,"All Students",63,"702","0","0","0","0","39","61.9","24","38.1","63","100"
"200","01M110","3",2010,"All Students",82,"703","10","12.2","16","19.5","23","28","33","40.2","56","68.3"
"201","01M110","3",2011,"All Students",69,"695","0","0","18","26.1","34","49.3","17","24.6","51","73.9"
"202","01M110","3",2012,"All Students",52,"691","7","13.5","16","30.8","20","38.5","9","17.3","29","55.8"
"203","01M110","4",2006,"All Students",80,"683","3","3.8","10","12.5","42","52.5","25","31.3","67","83.8"
"204","01M110","4",2007,"All Students",75,"695","2","2.7","11","14.7","36","48","26","34.7","62","82.7"
"205","01M110","4",2008,"All Students",55,"687","1","1.8","11","20","27","49.1","16","29.1","43","78.2"
"206","01M110","4",2009,"All Students",80,"695","3","3.8","9","11.3","31","38.8","37","46.3","68","85"
"207","01M110","4",2010,"All Students",61,"701","1","1.6","12","19.7","21","34.4","27","44.3","48","78.7"
"208","01M110","4",2011,"All Students",73,"697","4","5.5","16","21.9","18","24.7","35","47.9","53","72.6"
"209","01M110","4",2012,"All Students",72,"701","0","0","11","15.3","31","43.1","30","41.7","61","84.7"
"210","01M110","5",2006,"All Students",66,"683","2","3","9","13.6","37","56.1","18","27.3","55","83.3"
"211","01M110","5",2007,"All Students",71,"679","1","1.4","12","16.9","39","54.9","19","26.8","58","81.7"
"212","01M110","5",2008,"All Students",70,"680","1","1.4","9","12.9","44","62.9","16","22.9","60","85.7"
"213","01M110","5",2009,"All Students",52,"679","0","0","9","17.3","32","61.5","11","21.2","43","82.7"
"214","01M110","5",2010,"All Students",72,"686","4","5.6","23","31.9","23","31.9","22","30.6","45","62.5"
"215","01M110","5",2011,"All Students",53,"696","0","0","13","24.5","22","41.5","18","34","40","75.5"
"216","01M110","5",2012,"All Students",70,"691","10","14.3","11","15.7","19","27.1","30","42.9","49","70"
"217","01M110","6",2006,"All Students",53,"666","1","1.9","11","20.8","33","62.3","8","15.1","41","77.4"
"218","01M110","7",2006,"All Students",56,"656","4","7.1","13","23.2","33","58.9","6","10.7","39","69.6"
"219","01M110","8",2006,"All Students",45,"645","6","13.3","22","48.9","14","31.1","3","6.7","17","37.8"
"220","01M110","All Grades",2006,"All Students",376,"","18","4.8","71","18.9","201","53.5","86","22.9","287","76.3"
"221","01M110","All Grades",2007,"All Students",199,"","3","1.5","25","12.6","113","56.8","58","29.1","171","85.9"
"222","01M110","All Grades",2008,"All Students",208,"","3","1.4","24","11.5","121","58.2","60","28.8","181","87"
"223","01M110","All Grades",2009,"All Students",195,"","3","1.5","18","9.2","102","52.3","72","36.9","174","89.2"
"224","01M110","All Grades",2010,"All Students",215,"","15","7","51","23.7","67","31.2","82","38.1","149","69.3"
"225","01M110","All Grades",2011,"All Students",195,"696","4","2.1","47","24.1","74","37.9","70","35.9","144","73.8"
"226","01M110","All Grades",2012,"All Students",194,"695","17","8.8","38","19.6","70","36.1","69","35.6","139","71.6"
"227","01M134","3",2006,"All Students",53,"654","7","13.2","17","32.1","24","45.3","5","9.4","29","54.7"
"228","01M134","3",2007,"All Students",48,"688","2","4.2","4","8.3","27","56.3","15","31.3","42","87.5"
"229","01M134","3",2008,"All Students",61,"680","1","1.6","8","13.1","44","72.1","8","13.1","52","85.2"
"230","01M134","3",2009,"All Students",56,"691","0","0","7","12.5","33","58.9","16","28.6","49","87.5"
"231","01M134","3",2010,"All Students",47,"685","5","10.6","17","36.2","19","40.4","6","12.8","25","53.2"
"232","01M134","3",2011,"All Students",57,"682","5","8.8","28","49.1","21","36.8","3","5.3","24","42.1"
"233","01M134","3",2012,"All Students",58,"690","1","1.7","20","34.5","32","55.2","5","8.6","37","63.8"
"234","01M134","4",2006,"All Students",46,"667","3","6.5","9","19.6","26","56.5","8","17.4","34","73.9"
"235","01M134","4",2007,"All Students",43,"670","2","4.7","10","23.3","22","51.2","9","20.9","31","72.1"
"236","01M134","4",2008,"All Students",44,"690","1","2.3","3","6.8","25","56.8","15","34.1","40","90.9"
"237","01M134","4",2009,"All Students",61,"680","4","6.6","5","8.2","37","60.7","15","24.6","52","85.2"
"238","01M134","4",2010,"All Students",59,"691","2","3.4","21","35.6","20","33.9","16","27.1","36","61"
"239","01M134","4",2011,"All Students",40,"687","1","2.5","11","27.5","19","47.5","9","22.5","28","70"
"240","01M134","4",2012,"All Students",46,"682","3","6.5","17","37","18","39.1","8","17.4","26","56.5"
"241","01M134","5",2006,"All Students",45,"651","5","11.1","15","33.3","23","51.1","2","4.4","25","55.6"
"242","01M134","5",2007,"All Students",43,"674","2","4.7","7","16.3","25","58.1","9","20.9","34","79.1"
"243","01M134","5",2008,"All Students",47,"674","1","2.1","8","17","30","63.8","8","17","38","80.9"
"244","01M134","5",2009,"All Students",52,"689","0","0","5","9.6","25","48.1","22","42.3","47","90.4"
"245","01M134","5",2010,"All Students",63,"675","5","7.9","29","46","15","23.8","14","22.2","29","46"
"246","01M134","5",2011,"All Students",59,"680","5","8.5","15","25.4","34","57.6","5","8.5","39","66.1"
"247","01M134","5",2012,"All Students",45,"678","6","13.3","17","37.8","13","28.9","9","20","22","48.9"
"248","01M134","6",2006,"All Students",49,"653","7","14.3","15","30.6","24","49","3","6.1","27","55.1"
"249","01M134","All Grades",2006,"All Students",193,"","22","11.4","56","29","97","50.3","18","9.3","115","59.6"
"250","01M134","All Grades",2007,"All Students",134,"","6","4.5","21","15.7","74","55.2","33","24.6","107","79.9"
"251","01M134","All Grades",2008,"All Students",152,"","3","2","19","12.5","99","65.1","31","20.4","130","85.5"
"252","01M134","All Grades",2009,"All Students",169,"","4","2.4","17","10.1","95","56.2","53","31.4","148","87.6"
"253","01M134","All Grades",2010,"All Students",169,"","12","7.1","67","39.6","54","32","36","21.3","90","53.3"
"254","01M134","All Grades",2011,"All Students",156,"683","11","7.1","54","34.6","74","47.4","17","10.9","91","58.3"
"255","01M134","All Grades",2012,"All Students",149,"684","10","6.7","54","36.2","63","42.3","22","14.8","85","57"
"256","01M137","3",2006,"All Students",42,"657","9","21.4","10","23.8","17","40.5","6","14.3","23","54.8"
"257","01M137","3",2007,"All Students",29,"667","0","0","6","20.7","20","69","3","10.3","23","79.3"
"258","01M137","3",2008,"All Students",33,"685","0","0","1","3","29","87.9","3","9.1","32","97"
"259","01M137","3",2009,"All Students",24,"681","0","0","5","20.8","14","58.3","5","20.8","19","79.2"
"260","01M137","3",2010,"All Students",26,"700","3","11.5","8","30.8","8","30.8","7","26.9","15","57.7"
"261","01M137","3",2011,"All Students",35,"673","7","20","14","40","11","31.4","3","8.6","14","40"
"262","01M137","3",2012,"All Students",19,"678","2","10.5","11","57.9","5","26.3","1","5.3","6","31.6"
"263","01M137","4",2006,"All Students",55,"660","7","12.7","15","27.3","22","40","11","20","33","60"
"264","01M137","4",2007,"All Students",40,"660","5","12.5","10","25","20","50","5","12.5","25","62.5"
"265","01M137","4",2008,"All Students",26,"651","3","11.5","9","34.6","14","53.8","0","0","14","53.8"
"266","01M137","4",2009,"All Students",30,"687","0","0","1","3.3","20","66.7","9","30","29","96.7"
"267","01M137","4",2010,"All Students",23,"680","1","4.3","10","43.5","9","39.1","3","13","12","52.2"
