"","DBN","Grade","Year","Category","Number.Tested","Mean.Scale.Score","L1Num","L1Pct","L2Num","L2Pct","L3Num","L3Pct","L4Num","L4Pct","L34Num","L34Pct"
"2503","03M180","All Grades",2010,"All Students",284,"","13","4.6","107","37.7","113","39.8","51","18","164","57.7"
"2504","03M180","All Grades",2011,"All Students",303,"684","15","5","107","35.3","133","43.9","48","15.8","181","59.7"
"2505","03M180","All Grades",2012,"All Students",304,"684","13","4.3","96","31.6","150","49.3","45","14.8","195","64.1"
"2506","03M191","3",2006,"All Students",38,"667","1","2.6","9","23.7","22","57.9","6","15.8","28","73.7"
"2507","03M191","3",2007,"All Students",48,"664","6","12.5","10","20.8","26","54.2","6","12.5","32","66.7"
"2508","03M191","3",2008,"All Students",50,"675","0","0","7","14","38","76","5","10","43","86"
"2509","03M191","3",2009,"All Students",41,"685","0","0","2","4.9","30","73.2","9","22","39","95.1"
"2510","03M191","3",2010,"All Students",45,"689","4","8.9","22","48.9","11","24.4","8","17.8","19","42.2"
"2511","03M191","3",2011,"All Students",40,"686","3","7.5","12","30","21","52.5","4","10","25","62.5"
"2512","03M191","3",2012,"All Students",35,"694","1","2.9","13","37.1","12","34.3","9","25.7","21","60"
"2513","03M191","4",2006,"All Students",53,"661","7","13.2","13","24.5","21","39.6","12","22.6","33","62.3"
"2514","03M191","4",2007,"All Students",42,"670","0","0","10","23.8","26","61.9","6","14.3","32","76.2"
"2515","03M191","4",2008,"All Students",47,"679","1","2.1","10","21.3","24","51.1","12","25.5","36","76.6"
"2516","03M191","4",2009,"All Students",53,"675","3","5.7","13","24.5","28","52.8","9","17","37","69.8"
"2517","03M191","4",2010,"All Students",42,"675","5","11.9","13","31","16","38.1","8","19","24","57.1"
"2518","03M191","4",2011,"All Students",49,"679","3","6.1","20","40.8","15","30.6","11","22.4","26","53.1"
"2519","03M191","4",2012,"All Students",43,"679","4","9.3","12","27.9","20","46.5","7","16.3","27","62.8"
"2520","03M191","5",2006,"All Students",51,"649","6","11.8","21","41.2","22","43.1","2","3.9","24","47.1"
"2521","03M191","5",2007,"All Students",45,"676","1","2.2","8","17.8","27","60","9","20","36","80"
"2522","03M191","5",2008,"All Students",46,"669","2","4.3","8","17.4","30","65.2","6","13","36","78.3"
"2523","03M191","5",2009,"All Students",44,"682","1","2.3","5","11.4","22","50","16","36.4","38","86.4"
"2524","03M191","5",2010,"All Students",45,"667","6","13.3","17","37.8","21","46.7","1","2.2","22","48.9"
"2525","03M191","5",2011,"All Students",42,"675","4","9.5","15","35.7","20","47.6","3","7.1","23","54.8"
"2526","03M191","5",2012,"All Students",48,"671","4","8.3","24","50","17","35.4","3","6.3","20","41.7"
"2527","03M191","6",2006,"All Students",65,"651","5","7.7","24","36.9","33","50.8","3","4.6","36","55.4"
"2528","03M191","6",2007,"All Students",67,"658","3","4.5","17","25.4","42","62.7","5","7.5","47","70.1"
"2529","03M191","6",2008,"All Students",58,"655","5","8.6","18","31","31","53.4","4","6.9","35","60.3"
"2530","03M191","6",2009,"All Students",55,"653","1","1.8","23","41.8","30","54.5","1","1.8","31","56.4"
"2531","03M191","6",2010,"All Students",58,"661","7","12.1","36","62.1","13","22.4","2","3.4","15","25.9"
"2532","03M191","6",2011,"All Students",70,"676","2","2.9","32","45.7","30","42.9","6","8.6","36","51.4"
"2533","03M191","6",2012,"All Students",63,"663","8","12.7","25","39.7","23","36.5","7","11.1","30","47.6"
"2534","03M191","7",2006,"All Students",63,"639","5","7.9","40","63.5","18","28.6","0","0","18","28.6"
"2535","03M191","7",2007,"All Students",62,"660","2","3.2","17","27.4","38","61.3","5","8.1","43","69.4"
"2536","03M191","7",2008,"All Students",63,"657","2","3.2","14","22.2","45","71.4","2","3.2","47","74.6"
"2537","03M191","7",2009,"All Students",63,"663","1","1.6","12","19","47","74.6","3","4.8","50","79.4"
"2538","03M191","7",2010,"All Students",49,"663","6","12.2","28","57.1","11","22.4","4","8.2","15","30.6"
"2539","03M191","7",2011,"All Students",55,"668","3","5.5","27","49.1","18","32.7","7","12.7","25","45.5"
"2540","03M191","7",2012,"All Students",82,"673","1","1.2","33","40.2","40","48.8","8","9.8","48","58.5"
"2541","03M191","8",2006,"All Students",62,"633","17","27.4","26","41.9","17","27.4","2","3.2","19","30.6"
"2542","03M191","8",2007,"All Students",60,"651","4","6.7","22","36.7","34","56.7","0","0","34","56.7"
"2543","03M191","8",2008,"All Students",60,"653","4","6.7","22","36.7","33","55","1","1.7","34","56.7"
"2544","03M191","8",2009,"All Students",66,"663","2","3","10","15.2","52","78.8","2","3","54","81.8"
"2545","03M191","8",2010,"All Students",63,"667","10","15.9","27","42.9","18","28.6","8","12.7","26","41.3"
"2546","03M191","8",2011,"All Students",46,"668","3","6.5","27","58.7","14","30.4","2","4.3","16","34.8"
"2547","03M191","8",2012,"All Students",58,"667","6","10.3","27","46.6","21","36.2","4","6.9","25","43.1"
"2548","03M191","All Grades",2006,"All Students",332,"","41","12.3","133","40.1","133","40.1","25","7.5","158","47.6"
"2549","03M191","All Grades",2007,"All Students",324,"","16","4.9","84","25.9","193","59.6","31","9.6","224","69.1"
"2550","03M191","All Grades",2008,"All Students",324,"","14","4.3","79","24.4","201","62","30","9.3","231","71.3"
"2551","03M191","All Grades",2009,"All Students",322,"","8","2.5","65","20.2","209","64.9","40","12.4","249","77.3"
"2552","03M191","All Grades",2010,"All Students",302,"","38","12.6","143","47.4","90","29.8","31","10.3","121","40.1"
"2553","03M191","All Grades",2011,"All Students",302,"675","18","6","133","44","118","39.1","33","10.9","151","50"
"2554","03M191","All Grades",2012,"All Students",329,"673","24","7.3","134","40.7","133","40.4","38","11.6","171","52"
"2555","03M199","3",2006,"All Students",98,"704","0","0","5","5.1","43","43.9","50","51","93","94.9"
"2556","03M199","3",2007,"All Students",97,"711","0","0","2","2.1","35","36.1","60","61.9","95","97.9"
"2557","03M199","3",2008,"All Students",104,"702","0","0","1","1","55","52.9","48","46.2","103","99"
"2558","03M199","3",2009,"All Students",111,"697","0","0","0","0","78","70.3","33","29.7","111","100"
"2559","03M199","3",2010,"All Students",92,"703","2","2.2","19","20.7","37","40.2","34","37","71","77.2"
"2560","03M199","3",2011,"All Students",126,"705","1","0.8","7","5.6","66","52.4","52","41.3","118","93.7"
"2561","03M199","3",2012,"All Students",128,"701","2","1.6","17","13.3","72","56.3","37","28.9","109","85.2"
"2562","03M199","4",2006,"All Students",99,"700","3","3","3","3","39","39.4","54","54.5","93","93.9"
"2563","03M199","4",2007,"All Students",98,"710","2","2","3","3.1","28","28.6","65","66.3","93","94.9"
"2564","03M199","4",2008,"All Students",93,"715","0","0","3","3.2","30","32.3","60","64.5","90","96.8"
"2565","03M199","4",2009,"All Students",100,"719","0","0","0","0","31","31","69","69","100","100"
"2566","03M199","4",2010,"All Students",97,"713","1","1","6","6.2","38","39.2","52","53.6","90","92.8"
"2567","03M199","4",2011,"All Students",87,"723","0","0","4","4.6","19","21.8","64","73.6","83","95.4"
"2568","03M199","4",2012,"All Students",123,"723","1","0.8","3","2.4","31","25.2","88","71.5","119","96.7"
"2569","03M199","5",2006,"All Students",96,"690","3","3.1","14","14.6","37","38.5","42","43.8","79","82.3"
"2570","03M199","5",2007,"All Students",78,"700","0","0","5","6.4","33","42.3","40","51.3","73","93.6"
"2571","03M199","5",2008,"All Students",87,"703","1","1.1","4","4.6","25","28.7","57","65.5","82","94.3"
"2572","03M199","5",2009,"All Students",81,"720","1","1.2","0","0","19","23.5","61","75.3","80","98.8"
"2573","03M199","5",2010,"All Students",73,"710","0","0","4","5.5","25","34.2","44","60.3","69","94.5"
"2574","03M199","5",2011,"All Students",90,"708","1","1.1","12","13.3","28","31.1","49","54.4","77","85.6"
"2575","03M199","5",2012,"All Students",78,"728","0","0","2","2.6","16","20.5","60","76.9","76","97.4"
"2576","03M199","6",2006,"All Students",16,"725","0","0","0","0","4","25","12","75","16","100"
"2577","03M199","6",2007,"All Students",15,"719","0","0","0","0","5","33.3","10","66.7","15","100"
"2578","03M199","6",2008,"All Students",16,"744","0","0","0","0","1","6.3","15","93.8","16","100"
"2579","03M199","6",2009,"All Students",15,"731","0","0","0","0","3","20","12","80","15","100"
"2580","03M199","7",2006,"All Students",9,"698","0","0","0","0","3","33.3","6","66.7","9","100"
"2581","03M199","7",2007,"All Students",13,"741","0","0","0","0","1","7.7","12","92.3","13","100"
"2582","03M199","7",2008,"All Students",12,"694","0","0","0","0","5","41.7","7","58.3","12","100"
"2583","03M199","7",2009,"All Students",16,"726","0","0","0","0","1","6.3","15","93.8","16","100"
"2584","03M199","8",2006,"All Students",11,"702","0","0","1","9.1","6","54.5","4","36.4","10","90.9"
"2585","03M199","8",2007,"All Students",9,"729","0","0","0","0","3","33.3","6","66.7","9","100"
"2586","03M199","8",2008,"All Students",13,"730","0","0","0","0","3","23.1","10","76.9","13","100"
"2587","03M199","8",2009,"All Students",14,"698","0","0","0","0","8","57.1","6","42.9","14","100"
"2588","03M199","All Grades",2006,"All Students",329,"","6","1.8","23","7","132","40.1","168","51.1","300","91.2"
"2589","03M199","All Grades",2007,"All Students",310,"","2","0.6","10","3.2","105","33.9","193","62.3","298","96.1"
"2590","03M199","All Grades",2008,"All Students",325,"","1","0.3","8","2.5","119","36.6","197","60.6","316","97.2"
"2591","03M199","All Grades",2009,"All Students",337,"","1","0.3","0","0","140","41.5","196","58.2","336","99.7"
"2592","03M199","All Grades",2010,"All Students",262,"","3","1.1","29","11.1","100","38.2","130","49.6","230","87.8"
"2593","03M199","All Grades",2011,"All Students",303,"711","2","0.7","23","7.6","113","37.3","165","54.5","278","91.7"
"2594","03M199","All Grades",2012,"All Students",329,"715","3","0.9","22","6.7","119","36.2","185","56.2","304","92.4"
"2595","03M208","3",2006,"All Students",104,"654","17","16.3","29","27.9","51","49","7","6.7","58","55.8"
"2596","03M208","3",2007,"All Students",79,"660","9","11.4","15","19","48","60.8","7","8.9","55","69.6"
"2597","03M208","3",2008,"All Students",73,"667","5","6.8","18","24.7","43","58.9","7","9.6","50","68.5"
"2598","03M208","3",2009,"All Students",68,"671","0","0","13","19.1","50","73.5","5","7.4","55","80.9"
"2599","03M208","3",2010,"All Students",81,"675","23","28.4","38","46.9","14","17.3","6","7.4","20","24.7"
"2600","03M208","3",2011,"All Students",72,"675","12","16.7","37","51.4","23","31.9","0","0","23","31.9"
"2601","03M208","3",2012,"All Students",55,"679","10","18.2","21","38.2","24","43.6","0","0","24","43.6"
"2602","03M208","4",2006,"All Students",81,"637","21","25.9","29","35.8","31","38.3","0","0","31","38.3"
"2603","03M208","4",2007,"All Students",89,"660","8","9","27","30.3","45","50.6","9","10.1","54","60.7"
"2604","03M208","4",2008,"All Students",61,"654","12","19.7","10","16.4","34","55.7","5","8.2","39","63.9"
"2605","03M208","4",2009,"All Students",71,"664","12","16.9","9","12.7","39","54.9","11","15.5","50","70.4"
"2606","03M208","4",2010,"All Students",57,"672","5","8.8","29","50.9","16","28.1","7","12.3","23","40.4"
"2607","03M208","4",2011,"All Students",64,"669","8","12.5","32","50","20","31.3","4","6.3","24","37.5"
"2608","03M208","4",2012,"All Students",64,"674","5","7.8","27","42.2","26","40.6","6","9.4","32","50"
"2609","03M208","5",2006,"All Students",94,"637","25","26.6","34","36.2","31","33","4","4.3","35","37.2"
"2610","03M208","5",2007,"All Students",76,"642","15","19.7","24","31.6","35","46.1","2","2.6","37","48.7"
"2611","03M208","5",2008,"All Students",84,"660","5","6","24","28.6","44","52.4","11","13.1","55","65.5"
"2612","03M208","5",2009,"All Students",60,"667","6","10","10","16.7","32","53.3","12","20","44","73.3"
"2613","03M208","5",2010,"All Students",56,"665","9","16.1","25","44.6","14","25","8","14.3","22","39.3"
"2614","03M208","5",2011,"All Students",65,"662","8","12.3","40","61.5","16","24.6","1","1.5","17","26.2"
"2615","03M208","5",2012,"All Students",55,"656","16","29.1","20","36.4","16","29.1","3","5.5","19","34.5"
"2616","03M208","All Grades",2006,"All Students",279,"","63","22.6","92","33","113","40.5","11","3.9","124","44.4"
"2617","03M208","All Grades",2007,"All Students",244,"","32","13.1","66","27","128","52.5","18","7.4","146","59.8"
"2618","03M208","All Grades",2008,"All Students",218,"","22","10.1","52","23.9","121","55.5","23","10.6","144","66.1"
"2619","03M208","All Grades",2009,"All Students",199,"","18","9","32","16.1","121","60.8","28","14.1","149","74.9"
"2620","03M208","All Grades",2010,"All Students",194,"","37","19.1","92","47.4","44","22.7","21","10.8","65","33.5"
"2621","03M208","All Grades",2011,"All Students",201,"669","28","13.9","109","54.2","59","29.4","5","2.5","64","31.8"
"2622","03M208","All Grades",2012,"All Students",174,"670","31","17.8","68","39.1","66","37.9","9","5.2","75","43.1"
"2623","03M241","3",2006,"All Students",54,"643","12","22.2","20","37","22","40.7","0","0","22","40.7"
"2624","03M241","3",2007,"All Students",34,"668","2","5.9","3","8.8","25","73.5","4","11.8","29","85.3"
"2625","03M241","3",2008,"All Students",29,"668","0","0","8","27.6","19","65.5","2","6.9","21","72.4"
"2626","03M241","3",2009,"All Students",35,"657","3","8.6","7","20","22","62.9","3","8.6","25","71.4"
"2627","03M241","3",2010,"All Students",16,"667","6","37.5","7","43.8","3","18.8","0","0","3","18.8"
"2628","03M241","3",2011,"All Students",13,"693","0","0","4","30.8","6","46.2","3","23.1","9","69.2"
"2629","03M241","3",2012,"All Students",11,"668","3","27.3","7","63.6","1","9.1","0","0","1","9.1"
"2630","03M241","4",2006,"All Students",54,"638","13","24.1","20","37","20","37","1","1.9","21","38.9"
"2631","03M241","4",2007,"All Students",41,"642","7","17.1","19","46.3","14","34.1","1","2.4","15","36.6"
"2632","03M241","4",2008,"All Students",33,"646","5","15.2","7","21.2","21","63.6","0","0","21","63.6"
"2633","03M241","4",2009,"All Students",30,"678","3","10","1","3.3","20","66.7","6","20","26","86.7"
"2634","03M241","4",2010,"All Students",38,"668","7","18.4","16","42.1","12","31.6","3","7.9","15","39.5"
"2635","03M241","4",2011,"All Students",16,"668","2","12.5","8","50","5","31.3","1","6.3","6","37.5"
"2636","03M241","4",2012,"All Students",16,"692","0","0","4","25","7","43.8","5","31.3","12","75"
"2637","03M241","5",2006,"All Students",54,"627","19","35.2","20","37","14","25.9","1","1.9","15","27.8"
"2638","03M241","5",2007,"All Students",50,"651","4","8","19","38","25","50","2","4","27","54"
"2639","03M241","5",2008,"All Students",42,"645","8","19","12","28.6","20","47.6","2","4.8","22","52.4"
"2640","03M241","5",2009,"All Students",30,"673","1","3.3","3","10","20","66.7","6","20","26","86.7"
"2641","03M241","5",2010,"All Students",34,"676","3","8.8","13","38.2","15","44.1","3","8.8","18","52.9"
"2642","03M241","5",2011,"All Students",32,"662","5","15.6","17","53.1","9","28.1","1","3.1","10","31.3"
"2643","03M241","5",2012,"All Students",21,"638","7","33.3","10","47.6","3","14.3","1","4.8","4","19"
"2644","03M241","6",2006,"All Students",56,"614","30","53.6","18","32.1","7","12.5","1","1.8","8","14.3"
"2645","03M241","6",2007,"All Students",32,"640","5","15.6","14","43.8","11","34.4","2","6.3","13","40.6"
"2646","03M241","6",2008,"All Students",33,"635","7","21.2","14","42.4","12","36.4","0","0","12","36.4"
"2647","03M241","6",2009,"All Students",38,"660","3","7.9","8","21.1","27","71.1","0","0","27","71.1"
"2648","03M241","7",2006,"All Students",62,"619","19","30.6","33","53.2","10","16.1","0","0","10","16.1"
"2649","03M241","7",2007,"All Students",49,"630","13","26.5","23","46.9","12","24.5","1","2","13","26.5"
"2650","03M241","7",2008,"All Students",31,"640","3","9.7","14","45.2","14","45.2","0","0","14","45.2"
"2651","03M241","7",2009,"All Students",37,"644","4","10.8","17","45.9","16","43.2","0","0","16","43.2"
"2652","03M241","7",2010,"All Students",38,"648","8","21.1","25","65.8","5","13.2","0","0","5","13.2"
"2653","03M241","8",2006,"All Students",64,"633","15","23.4","28","43.8","21","32.8","0","0","21","32.8"
"2654","03M241","8",2007,"All Students",52,"637","9","17.3","25","48.1","17","32.7","1","1.9","18","34.6"
"2655","03M241","8",2008,"All Students",45,"632","13","28.9","21","46.7","10","22.2","1","2.2","11","24.4"
"2656","03M241","8",2009,"All Students",27,"651","2","7.4","11","40.7","13","48.1","1","3.7","14","51.9"
"2657","03M241","8",2010,"All Students",37,"639","18","48.6","17","45.9","2","5.4","0","0","2","5.4"
"2658","03M241","8",2011,"All Students",33,"654","7","21.2","17","51.5","9","27.3","0","0","9","27.3"
"2659","03M241","All Grades",2006,"All Students",344,"","108","31.4","139","40.4","94","27.3","3","0.9","97","28.2"
"2660","03M241","All Grades",2007,"All Students",258,"","40","15.5","103","39.9","104","40.3","11","4.3","115","44.6"
"2661","03M241","All Grades",2008,"All Students",213,"","36","16.9","76","35.7","96","45.1","5","2.3","101","47.4"
"2662","03M241","All Grades",2009,"All Students",197,"","16","8.1","47","23.9","118","59.9","16","8.1","134","68"
"2663","03M241","All Grades",2010,"All Students",163,"","42","25.8","78","47.9","37","22.7","6","3.7","43","26.4"
"2664","03M241","All Grades",2011,"All Students",94,"665","14","14.9","46","48.9","29","30.9","5","5.3","34","36.2"
